Concelho,Tipo de Serviço,Ano,Mes,Ordens Serviço Realizadas (#)
Barrancos,Servico Alteração Contractual,2022,4,1
Barrancos,Servico Alteração Contractual,2022,5,2
Barrancos,Servico Alteração Contractual,2022,6,2
Barrancos,Servico Alteração Contractual,2022,7,1
Barrancos,Servico Alteração Contractual,2022,8,2
Barrancos,Servico Alteração Contractual,2022,9,2
Barrancos,Servico Alteração Contractual,2022,10,1
Barrancos,Servico Alteração Contractual,2022,11,3
Barrancos,Servico Alteração Contractual,2022,12,1
Barrancos,Servico Alteração Contractual,2023,1,4
Barrancos,Servico Alteração Contractual,2023,2,3
Barrancos,Servico Alteração Contractual,2023,3,2
Barrancos,Servico Alteração Contractual,2023,4,2
Barrancos,Servico Alteração Contractual,2023,5,2
Barrancos,Servico Alteração Contractual,2023,6,2
Barrancos,Servico Alteração Contractual,2023,7,2
Barrancos,Servico Alteração Contractual,2023,8,4
Barrancos,Servico Alteração Contractual,2023,9,1
Barrancos,Servico Alteração Contractual,2023,10,2
Barrancos,Servico Alteração Contractual,2023,11,1
Barrancos,Servico Alteração Contractual,2023,12,1
Barrancos,Servico Alteração Contractual,2024,1,1
Barrancos,Servico Alteração Contractual,2024,3,1
Barrancos,Serviço de Corte e Re-Ligação,2022,3,1
Barrancos,Serviço de Corte e Re-Ligação,2022,4,4
Barrancos,Serviço de Corte e Re-Ligação,2022,5,2
Barrancos,Serviço de Corte e Re-Ligação,2022,6,2
Barrancos,Serviço de Corte e Re-Ligação,2022,8,1
Barrancos,Serviço de Corte e Re-Ligação,2022,9,2
Barrancos,Serviço de Corte e Re-Ligação,2022,10,2
Barrancos,Serviço de Corte e Re-Ligação,2022,12,2
Barrancos,Serviço de Corte e Re-Ligação,2023,3,3
Barrancos,Serviço de Corte e Re-Ligação,2023,4,3
Barrancos,Serviço de Corte e Re-Ligação,2023,5,3
Barrancos,Serviço de Corte e Re-Ligação,2023,7,3
Barrancos,Serviço de Corte e Re-Ligação,2023,8,4
Barrancos,Serviço de Corte e Re-Ligação,2023,9,1
Barrancos,Serviço de Corte e Re-Ligação,2023,10,2
Barrancos,Serviço de Corte e Re-Ligação,2023,11,3
Barrancos,Serviço de Corte e Re-Ligação,2023,12,2
Barrancos,Serviço de Corte e Re-Ligação,2024,1,1
Barrancos,Serviço de Corte e Re-Ligação,2024,2,3
Barreiro,Configuração de EMI,2022,3,1
Barreiro,Configuração de EMI,2022,4,5
Barreiro,Configuração de EMI,2022,5,6
Barreiro,Configuração de EMI,2022,6,7
Barreiro,Configuração de EMI,2022,7,4
Barreiro,Configuração de EMI,2022,8,11
Barreiro,Configuração de EMI,2022,9,2
Barreiro,Configuração de EMI,2022,10,75
Barreiro,Configuração de EMI,2022,11,880
Barreiro,Configuração de EMI,2022,12,1238
Barreiro,Configuração de EMI,2023,1,716
Barreiro,Configuração de EMI,2023,2,681
Barreiro,Configuração de EMI,2023,3,718
Barreiro,Configuração de EMI,2023,4,279
Barreiro,Configuração de EMI,2023,5,405
Barreiro,Configuração de EMI,2023,6,58
Barreiro,Configuração de EMI,2023,7,6
Barreiro,Configuração de EMI,2023,8,4
Barreiro,Configuração de EMI,2023,9,9
Barreiro,Configuração de EMI,2023,10,17
Barreiro,Configuração de EMI,2023,11,10
Barreiro,Configuração de EMI,2023,12,5
Barreiro,Configuração de EMI,2024,1,9
Barreiro,Configuração de EMI,2024,2,1
Barreiro,Outros,2022,3,2
Barreiro,Outros,2022,4,2
Barreiro,Outros,2022,8,1
Barreiro,Outros,2022,9,4
Barreiro,Outros,2022,10,1
Barreiro,Outros,2023,1,2
Barreiro,Outros,2023,4,1
Barreiro,Outros,2023,5,1
Barreiro,REMOTE_ICP_CONFIGURATION,2022,12,6
Barreiro,REMOTE_ICP_CONFIGURATION,2023,1,18
Barreiro,REMOTE_ICP_CONFIGURATION,2023,2,1
Barreiro,REMOTE_ICP_CONFIGURATION,2023,3,23
Barreiro,REMOTE_ICP_CONFIGURATION,2023,7,4
Barreiro,REMOTE_ICP_CONFIGURATION,2023,8,83
Barreiro,REMOTE_ICP_CONFIGURATION,2023,12,1
Barreiro,REMOTE_ICP_CONFIGURATION,2024,3,5
Barreiro,Redução de Potência Contratada,2022,3,214
Barreiro,Redução de Potência Contratada,2022,4,416
Barreiro,Redução de Potência Contratada,2022,5,544
Barreiro,Redução de Potência Contratada,2022,6,533
Barreiro,Redução de Potência Contratada,2022,7,523
Barreiro,Redução de Potência Contratada,2022,8,662
Barreiro,Redução de Potência Contratada,2022,9,515
Barreiro,Redução de Potência Contratada,2022,10,437
Barreiro,Redução de Potência Contratada,2022,11,525
Barreiro,Redução de Potência Contratada,2022,12,449
Barreiro,Redução de Potência Contratada,2023,1,754
Barreiro,Redução de Potência Contratada,2023,2,608
Barreiro,Redução de Potência Contratada,2023,3,599
Barreiro,Redução de Potência Contratada,2023,4,641
Barreiro,Redução de Potência Contratada,2023,5,791
Barreiro,Redução de Potência Contratada,2023,6,572
Barreiro,Redução de Potência Contratada,2023,7,621
Barreiro,Redução de Potência Contratada,2023,8,544
Barreiro,Redução de Potência Contratada,2023,9,524
Barreiro,Redução de Potência Contratada,2023,10,602
Barreiro,Redução de Potência Contratada,2023,11,738
Barreiro,Redução de Potência Contratada,2023,12,358
Barreiro,Redução de Potência Contratada,2024,1,659
Barreiro,Redução de Potência Contratada,2024,2,330
Barreiro,Redução de Potência Contratada,2024,3,274
Barreiro,Reposição de Potência Contratada,2022,3,129
Barreiro,Reposição de Potência Contratada,2022,4,386
Barreiro,Reposição de Potência Contratada,2022,5,397
Barreiro,Reposição de Potência Contratada,2022,6,422
Barreiro,Reposição de Potência Contratada,2022,7,410
Barreiro,Reposição de Potência Contratada,2022,8,536
Barreiro,Reposição de Potência Contratada,2022,9,446
Barreiro,Reposição de Potência Contratada,2022,10,381
Barreiro,Reposição de Potência Contratada,2022,11,402
Barreiro,Reposição de Potência Contratada,2022,12,389
Barreiro,Reposição de Potência Contratada,2023,1,510
Barreiro,Reposição de Potência Contratada,2023,2,494
Barreiro,Reposição de Potência Contratada,2023,3,503
Barreiro,Reposição de Potência Contratada,2023,4,496
Barreiro,Reposição de Potência Contratada,2023,5,602
Barreiro,Reposição de Potência Contratada,2023,6,490
Barreiro,Reposição de Potência Contratada,2023,7,491
Barreiro,Reposição de Potência Contratada,2023,8,441
Barreiro,Reposição de Potência Contratada,2023,9,415
Barreiro,Reposição de Potência Contratada,2023,10,479
Barreiro,Reposição de Potência Contratada,2023,11,571
Barreiro,Reposição de Potência Contratada,2023,12,309
Barreiro,Reposição de Potência Contratada,2024,1,426
Barreiro,Reposição de Potência Contratada,2024,2,235
Barreiro,Reposição de Potência Contratada,2024,3,195
Barreiro,Servico Alteração Contractual,2022,3,107
Barreiro,Servico Alteração Contractual,2022,4,243
Barreiro,Servico Alteração Contractual,2022,5,250
Barreiro,Servico Alteração Contractual,2022,6,261
Barreiro,Servico Alteração Contractual,2022,7,232
Barreiro,Servico Alteração Contractual,2022,8,280
Barreiro,Servico Alteração Contractual,2022,9,291
Barreiro,Servico Alteração Contractual,2022,10,281
Barreiro,Servico Alteração Contractual,2022,11,280
Barreiro,Servico Alteração Contractual,2022,12,278
Barreiro,Servico Alteração Contractual,2023,1,347
Barreiro,Servico Alteração Contractual,2023,2,326
Barreiro,Servico Alteração Contractual,2023,3,314
Barreiro,Servico Alteração Contractual,2023,4,205
Barreiro,Servico Alteração Contractual,2023,5,237
Barreiro,Servico Alteração Contractual,2023,6,245
Barreiro,Servico Alteração Contractual,2023,7,305
Barreiro,Servico Alteração Contractual,2023,8,296
Barreiro,Servico Alteração Contractual,2023,9,251
Barreiro,Servico Alteração Contractual,2023,10,246
Barreiro,Servico Alteração Contractual,2023,11,254
Barreiro,Servico Alteração Contractual,2023,12,264
Barreiro,Servico Alteração Contractual,2024,1,268
Barreiro,Servico Alteração Contractual,2024,2,136
Barreiro,Servico Alteração Contractual,2024,3,117
Barreiro,Serviço de Corte e Re-Ligação,2022,3,86
Barreiro,Serviço de Corte e Re-Ligação,2022,4,136
Barreiro,Serviço de Corte e Re-Ligação,2022,5,156
Barreiro,Serviço de Corte e Re-Ligação,2022,6,164
Barreiro,Serviço de Corte e Re-Ligação,2022,7,102
Barreiro,Serviço de Corte e Re-Ligação,2022,8,185
Barreiro,Serviço de Corte e Re-Ligação,2022,9,115
Barreiro,Serviço de Corte e Re-Ligação,2022,10,118
Barreiro,Serviço de Corte e Re-Ligação,2022,11,118
Barreiro,Serviço de Corte e Re-Ligação,2022,12,130
Barreiro,Serviço de Corte e Re-Ligação,2023,1,129
Barreiro,Serviço de Corte e Re-Ligação,2023,2,136
Barreiro,Serviço de Corte e Re-Ligação,2023,3,141
Barreiro,Serviço de Corte e Re-Ligação,2023,4,145
Barreiro,Serviço de Corte e Re-Ligação,2023,5,175
Barreiro,Serviço de Corte e Re-Ligação,2023,6,157
Barreiro,Serviço de Corte e Re-Ligação,2023,7,163
Barreiro,Serviço de Corte e Re-Ligação,2023,8,135
Barreiro,Serviço de Corte e Re-Ligação,2023,9,143
Barreiro,Serviço de Corte e Re-Ligação,2023,10,142
Barreiro,Serviço de Corte e Re-Ligação,2023,11,105
Barreiro,Serviço de Corte e Re-Ligação,2023,12,91
Barreiro,Serviço de Corte e Re-Ligação,2024,1,106
Barreiro,Serviço de Corte e Re-Ligação,2024,2,42
Barreiro,Serviço de Corte e Re-Ligação,2024,3,54
Batalha,Configuração de EMI,2022,3,3
Batalha,Configuração de EMI,2022,4,16
Batalha,Configuração de EMI,2022,5,10
Batalha,Configuração de EMI,2022,6,5
Batalha,Configuração de EMI,2022,7,5
Batalha,Configuração de EMI,2022,8,8
Batalha,Configuração de EMI,2022,9,6
Batalha,Configuração de EMI,2022,10,10
Batalha,Configuração de EMI,2022,11,39
Batalha,Configuração de EMI,2022,12,60
Batalha,Configuração de EMI,2023,1,78
Batalha,Configuração de EMI,2023,2,89
Batalha,Configuração de EMI,2023,3,54
Batalha,Configuração de EMI,2023,4,42
Batalha,Configuração de EMI,2023,5,45
Batalha,Configuração de EMI,2023,6,9
Batalha,Configuração de EMI,2023,7,10
Batalha,Configuração de EMI,2023,8,9
Batalha,Configuração de EMI,2023,9,17
Batalha,Configuração de EMI,2023,10,23
Batalha,Configuração de EMI,2023,11,8
Batalha,Configuração de EMI,2023,12,6
Batalha,Configuração de EMI,2024,1,7
Batalha,Configuração de EMI,2024,2,3
Batalha,Configuração de EMI,2024,3,5
Batalha,REMOTE_ICP_CONFIGURATION,2023,1,1
Batalha,REMOTE_ICP_CONFIGURATION,2023,3,3
Batalha,REMOTE_ICP_CONFIGURATION,2023,8,9
Batalha,Redução de Potência Contratada,2022,3,27
Batalha,Redução de Potência Contratada,2022,4,44
Batalha,Redução de Potência Contratada,2022,5,65
Batalha,Redução de Potência Contratada,2022,6,50
Batalha,Redução de Potência Contratada,2022,7,41
Batalha,Redução de Potência Contratada,2022,8,61
Batalha,Redução de Potência Contratada,2022,9,42
Batalha,Redução de Potência Contratada,2022,10,26
Batalha,Redução de Potência Contratada,2022,11,42
Batalha,Redução de Potência Contratada,2022,12,46
Batalha,Redução de Potência Contratada,2023,1,56
Batalha,Redução de Potência Contratada,2023,2,39
Batalha,Redução de Potência Contratada,2023,3,43
Batalha,Redução de Potência Contratada,2023,4,50
Batalha,Redução de Potência Contratada,2023,5,62
Batalha,Redução de Potência Contratada,2023,6,37
Batalha,Redução de Potência Contratada,2023,7,52
Batalha,Redução de Potência Contratada,2023,8,49
Batalha,Redução de Potência Contratada,2023,9,46
Batalha,Redução de Potência Contratada,2023,10,45
Batalha,Redução de Potência Contratada,2023,11,59
Batalha,Redução de Potência Contratada,2023,12,47
Batalha,Redução de Potência Contratada,2024,1,55
Batalha,Redução de Potência Contratada,2024,2,21
Batalha,Redução de Potência Contratada,2024,3,11
Batalha,Reposição de Potência Contratada,2022,3,17
Batalha,Reposição de Potência Contratada,2022,4,39
Batalha,Reposição de Potência Contratada,2022,5,52
Batalha,Reposição de Potência Contratada,2022,6,46
Batalha,Reposição de Potência Contratada,2022,7,35
Batalha,Reposição de Potência Contratada,2022,8,51
Batalha,Reposição de Potência Contratada,2022,9,40
Batalha,Reposição de Potência Contratada,2022,10,25
Batalha,Reposição de Potência Contratada,2022,11,34
Batalha,Reposição de Potência Contratada,2022,12,40
Batalha,Reposição de Potência Contratada,2023,1,40
Batalha,Reposição de Potência Contratada,2023,2,34
Batalha,Reposição de Potência Contratada,2023,3,35
Batalha,Reposição de Potência Contratada,2023,4,48
Batalha,Reposição de Potência Contratada,2023,5,49
Batalha,Reposição de Potência Contratada,2023,6,33
Batalha,Reposição de Potência Contratada,2023,7,43
Batalha,Reposição de Potência Contratada,2023,8,48
Batalha,Reposição de Potência Contratada,2023,9,33
Batalha,Reposição de Potência Contratada,2023,10,34
Batalha,Reposição de Potência Contratada,2023,11,52
Batalha,Reposição de Potência Contratada,2023,12,30
Batalha,Reposição de Potência Contratada,2024,1,40
Batalha,Reposição de Potência Contratada,2024,2,13
Batalha,Reposição de Potência Contratada,2024,3,15
Batalha,Servico Alteração Contractual,2022,3,13
Batalha,Servico Alteração Contractual,2022,4,40
Batalha,Servico Alteração Contractual,2022,5,32
Batalha,Servico Alteração Contractual,2022,6,38
Batalha,Servico Alteração Contractual,2022,7,26
Batalha,Servico Alteração Contractual,2022,8,36
Batalha,Servico Alteração Contractual,2022,9,45
Batalha,Servico Alteração Contractual,2022,10,38
Batalha,Servico Alteração Contractual,2022,11,48
Batalha,Servico Alteração Contractual,2022,12,52
Batalha,Servico Alteração Contractual,2023,1,41
Batalha,Servico Alteração Contractual,2023,2,42
Batalha,Servico Alteração Contractual,2023,3,39
Batalha,Servico Alteração Contractual,2023,4,24
Batalha,Servico Alteração Contractual,2023,5,27
Batalha,Servico Alteração Contractual,2023,6,32
Batalha,Servico Alteração Contractual,2023,7,35
Batalha,Servico Alteração Contractual,2023,8,36
Batalha,Servico Alteração Contractual,2023,9,38
Batalha,Servico Alteração Contractual,2023,10,30
Batalha,Servico Alteração Contractual,2023,11,37
Batalha,Servico Alteração Contractual,2023,12,48
Batalha,Servico Alteração Contractual,2024,1,32
Batalha,Servico Alteração Contractual,2024,2,24
Batalha,Servico Alteração Contractual,2024,3,13
Batalha,Serviço de Corte e Re-Ligação,2022,3,8
Batalha,Serviço de Corte e Re-Ligação,2022,4,23
Batalha,Serviço de Corte e Re-Ligação,2022,5,22
Batalha,Serviço de Corte e Re-Ligação,2022,6,24
Batalha,Serviço de Corte e Re-Ligação,2022,7,19
Batalha,Serviço de Corte e Re-Ligação,2022,8,14
Batalha,Serviço de Corte e Re-Ligação,2022,9,9
Batalha,Serviço de Corte e Re-Ligação,2022,10,12
Batalha,Serviço de Corte e Re-Ligação,2022,11,10
Batalha,Serviço de Corte e Re-Ligação,2022,12,8
Batalha,Serviço de Corte e Re-Ligação,2023,1,15
Batalha,Serviço de Corte e Re-Ligação,2023,2,19
Batalha,Serviço de Corte e Re-Ligação,2023,3,17
Batalha,Serviço de Corte e Re-Ligação,2023,4,17
Batalha,Serviço de Corte e Re-Ligação,2023,5,18
Batalha,Serviço de Corte e Re-Ligação,2023,6,16
Batalha,Serviço de Corte e Re-Ligação,2023,7,26
Batalha,Serviço de Corte e Re-Ligação,2023,8,8
Batalha,Serviço de Corte e Re-Ligação,2023,9,14
Batalha,Serviço de Corte e Re-Ligação,2023,10,11
Batalha,Serviço de Corte e Re-Ligação,2023,11,12
Batalha,Serviço de Corte e Re-Ligação,2023,12,5
Batalha,Serviço de Corte e Re-Ligação,2024,1,8
Batalha,Serviço de Corte e Re-Ligação,2024,2,1
Batalha,Serviço de Corte e Re-Ligação,2024,3,6
Beja,Configuração de EMI,2022,3,1
Beja,Configuração de EMI,2022,4,8
Beja,Configuração de EMI,2022,5,5
Beja,Configuração de EMI,2022,6,2
Beja,Configuração de EMI,2022,7,2
Beja,Configuração de EMI,2022,8,7
Beja,Configuração de EMI,2022,9,4
Beja,Configuração de EMI,2022,10,40
Beja,Configuração de EMI,2022,11,301
Beja,Configuração de EMI,2022,12,647
Beja,Configuração de EMI,2023,1,345
Beja,Configuração de EMI,2023,2,270
Beja,Configuração de EMI,2023,3,685
Beja,Configuração de EMI,2023,4,208
Beja,Configuração de EMI,2023,5,363
Beja,Configuração de EMI,2023,6,56
Beja,Configuração de EMI,2023,7,8
Beja,Configuração de EMI,2023,8,4
Beja,Configuração de EMI,2023,9,8
Beja,Configuração de EMI,2023,10,18
Beja,Configuração de EMI,2023,11,5
Beja,Configuração de EMI,2023,12,8
Beja,Configuração de EMI,2024,1,5
Beja,Configuração de EMI,2024,2,4
Beja,Configuração de EMI,2024,3,10
Beja,Outros,2022,11,1
Beja,Outros,2023,2,1
Beja,Outros,2023,3,1
Beja,Outros,2023,6,1
Beja,Outros,2023,7,1
Beja,REMOTE_ICP_CONFIGURATION,2022,12,2
Beja,REMOTE_ICP_CONFIGURATION,2023,1,5
Beja,REMOTE_ICP_CONFIGURATION,2023,3,3
Beja,REMOTE_ICP_CONFIGURATION,2023,7,2
Beja,REMOTE_ICP_CONFIGURATION,2023,8,39
Beja,Redução de Potência Contratada,2022,3,98
Beja,Redução de Potência Contratada,2022,4,239
Beja,Redução de Potência Contratada,2022,5,296
Beja,Redução de Potência Contratada,2022,6,304
Beja,Redução de Potência Contratada,2022,7,213
Beja,Redução de Potência Contratada,2022,8,298
Beja,Redução de Potência Contratada,2022,9,276
Beja,Redução de Potência Contratada,2022,10,199
Beja,Redução de Potência Contratada,2022,11,255
Beja,Redução de Potência Contratada,2022,12,219
Beja,Redução de Potência Contratada,2023,1,311
Beja,Redução de Potência Contratada,2023,2,265
Beja,Redução de Potência Contratada,2023,3,285
Beja,Redução de Potência Contratada,2023,4,279
Beja,Redução de Potência Contratada,2023,5,331
Beja,Redução de Potência Contratada,2023,6,269
Beja,Redução de Potência Contratada,2023,7,281
Beja,Redução de Potência Contratada,2023,8,248
Beja,Redução de Potência Contratada,2023,9,211
Beja,Redução de Potência Contratada,2023,10,264
Beja,Redução de Potência Contratada,2023,11,342
Beja,Redução de Potência Contratada,2023,12,196
Beja,Redução de Potência Contratada,2024,1,268
Beja,Redução de Potência Contratada,2024,2,142
Beja,Redução de Potência Contratada,2024,3,101
Beja,Reposição de Potência Contratada,2022,3,85
Beja,Reposição de Potência Contratada,2022,4,230
Beja,Reposição de Potência Contratada,2022,5,203
Beja,Reposição de Potência Contratada,2022,6,274
Beja,Reposição de Potência Contratada,2022,7,167
Beja,Reposição de Potência Contratada,2022,8,224
Beja,Reposição de Potência Contratada,2022,9,234
Beja,Reposição de Potência Contratada,2022,10,181
Beja,Reposição de Potência Contratada,2022,11,197
Beja,Reposição de Potência Contratada,2022,12,196
Beja,Reposição de Potência Contratada,2023,1,233
Beja,Reposição de Potência Contratada,2023,2,221
Beja,Reposição de Potência Contratada,2023,3,233
Beja,Reposição de Potência Contratada,2023,4,239
Beja,Reposição de Potência Contratada,2023,5,259
Beja,Reposição de Potência Contratada,2023,6,231
Beja,Reposição de Potência Contratada,2023,7,249
Beja,Reposição de Potência Contratada,2023,8,206
Beja,Reposição de Potência Contratada,2023,9,176
Beja,Reposição de Potência Contratada,2023,10,203
Beja,Reposição de Potência Contratada,2023,11,274
Beja,Reposição de Potência Contratada,2023,12,166
Beja,Reposição de Potência Contratada,2024,1,187
Beja,Reposição de Potência Contratada,2024,2,117
Beja,Reposição de Potência Contratada,2024,3,90
Beja,Servico Alteração Contractual,2022,3,35
Beja,Servico Alteração Contractual,2022,4,91
Beja,Servico Alteração Contractual,2022,5,88
Beja,Servico Alteração Contractual,2022,6,85
Beja,Servico Alteração Contractual,2022,7,106
Beja,Servico Alteração Contractual,2022,8,119
Beja,Servico Alteração Contractual,2022,9,101
Beja,Servico Alteração Contractual,2022,10,118
Beja,Servico Alteração Contractual,2022,11,100
Beja,Servico Alteração Contractual,2022,12,116
Beja,Servico Alteração Contractual,2023,1,130
Beja,Servico Alteração Contractual,2023,2,104
Beja,Servico Alteração Contractual,2023,3,116
Beja,Servico Alteração Contractual,2023,4,54
Beja,Servico Alteração Contractual,2023,5,97
Beja,Servico Alteração Contractual,2023,6,97
Beja,Servico Alteração Contractual,2023,7,102
Beja,Servico Alteração Contractual,2023,8,93
Beja,Servico Alteração Contractual,2023,9,94
Beja,Servico Alteração Contractual,2023,10,94
Beja,Servico Alteração Contractual,2023,11,113
Beja,Servico Alteração Contractual,2023,12,120
Beja,Servico Alteração Contractual,2024,1,129
Beja,Servico Alteração Contractual,2024,2,50
Beja,Servico Alteração Contractual,2024,3,51
Beja,Serviço de Corte e Re-Ligação,2022,3,28
Beja,Serviço de Corte e Re-Ligação,2022,4,81
Beja,Serviço de Corte e Re-Ligação,2022,5,78
Beja,Serviço de Corte e Re-Ligação,2022,6,97
Beja,Serviço de Corte e Re-Ligação,2022,7,50
Beja,Serviço de Corte e Re-Ligação,2022,8,95
Beja,Serviço de Corte e Re-Ligação,2022,9,64
Beja,Serviço de Corte e Re-Ligação,2022,10,59
Beja,Serviço de Corte e Re-Ligação,2022,11,69
Beja,Serviço de Corte e Re-Ligação,2022,12,58
Beja,Serviço de Corte e Re-Ligação,2023,1,89
Beja,Serviço de Corte e Re-Ligação,2023,2,75
Beja,Serviço de Corte e Re-Ligação,2023,3,91
Beja,Serviço de Corte e Re-Ligação,2023,4,94
Beja,Serviço de Corte e Re-Ligação,2023,5,106
Beja,Serviço de Corte e Re-Ligação,2023,6,87
Beja,Serviço de Corte e Re-Ligação,2023,7,106
Beja,Serviço de Corte e Re-Ligação,2023,8,78
Beja,Serviço de Corte e Re-Ligação,2023,9,55
Beja,Serviço de Corte e Re-Ligação,2023,10,82
Beja,Serviço de Corte e Re-Ligação,2023,11,72
Beja,Serviço de Corte e Re-Ligação,2023,12,29
Beja,Serviço de Corte e Re-Ligação,2024,1,52
Beja,Serviço de Corte e Re-Ligação,2024,2,22
Beja,Serviço de Corte e Re-Ligação,2024,3,32
Belmonte,Configuração de EMI,2022,5,6
Belmonte,Configuração de EMI,2022,6,1
Belmonte,Configuração de EMI,2022,9,1
Belmonte,Configuração de EMI,2022,10,6
Belmonte,Configuração de EMI,2022,11,112
Belmonte,Configuração de EMI,2022,12,89
Belmonte,Configuração de EMI,2023,1,82
Belmonte,Configuração de EMI,2023,2,64
Belmonte,Configuração de EMI,2023,3,37
Belmonte,Configuração de EMI,2023,4,35
Belmonte,Configuração de EMI,2023,5,73
Belmonte,Configuração de EMI,2023,6,21
Belmonte,Configuração de EMI,2023,7,1
Belmonte,Configuração de EMI,2023,8,2
Belmonte,Configuração de EMI,2023,9,2
Belmonte,Configuração de EMI,2023,10,12
Belmonte,Configuração de EMI,2023,11,3
Belmonte,Configuração de EMI,2023,12,2
Belmonte,Configuração de EMI,2024,2,1
Belmonte,Configuração de EMI,2024,3,3
Belmonte,REMOTE_ICP_CONFIGURATION,2022,12,2
Belmonte,REMOTE_ICP_CONFIGURATION,2023,1,2
Belmonte,REMOTE_ICP_CONFIGURATION,2023,8,2
Belmonte,Redução de Potência Contratada,2022,3,5
Belmonte,Redução de Potência Contratada,2022,4,17
Belmonte,Redução de Potência Contratada,2022,5,21
Belmonte,Redução de Potência Contratada,2022,6,24
Belmonte,Redução de Potência Contratada,2022,7,14
Belmonte,Redução de Potência Contratada,2022,8,24
Belmonte,Redução de Potência Contratada,2022,9,17
Belmonte,Redução de Potência Contratada,2022,10,22
Belmonte,Redução de Potência Contratada,2022,11,18
Belmonte,Redução de Potência Contratada,2022,12,20
Belmonte,Redução de Potência Contratada,2023,1,25
Belmonte,Redução de Potência Contratada,2023,2,25
Belmonte,Redução de Potência Contratada,2023,3,15
Belmonte,Redução de Potência Contratada,2023,4,21
Belmonte,Redução de Potência Contratada,2023,5,18
Belmonte,Redução de Potência Contratada,2023,6,14
Belmonte,Redução de Potência Contratada,2023,7,27
Belmonte,Redução de Potência Contratada,2023,8,21
Belmonte,Redução de Potência Contratada,2023,9,13
Belmonte,Redução de Potência Contratada,2023,10,21
Belmonte,Redução de Potência Contratada,2023,11,27
Belmonte,Redução de Potência Contratada,2023,12,12
Belmonte,Redução de Potência Contratada,2024,1,20
Belmonte,Redução de Potência Contratada,2024,2,7
Belmonte,Redução de Potência Contratada,2024,3,6
Belmonte,Reposição de Potência Contratada,2022,3,5
Belmonte,Reposição de Potência Contratada,2022,4,14
Belmonte,Reposição de Potência Contratada,2022,5,20
Belmonte,Reposição de Potência Contratada,2022,6,19
Belmonte,Reposição de Potência Contratada,2022,7,12
Belmonte,Reposição de Potência Contratada,2022,8,20
Belmonte,Reposição de Potência Contratada,2022,9,19
Belmonte,Reposição de Potência Contratada,2022,10,13
Belmonte,Reposição de Potência Contratada,2022,11,17
Belmonte,Reposição de Potência Contratada,2022,12,18
Belmonte,Reposição de Potência Contratada,2023,1,17
Belmonte,Reposição de Potência Contratada,2023,2,22
Belmonte,Reposição de Potência Contratada,2023,3,13
Belmonte,Reposição de Potência Contratada,2023,4,20
Belmonte,Reposição de Potência Contratada,2023,5,14
Belmonte,Reposição de Potência Contratada,2023,6,15
Belmonte,Reposição de Potência Contratada,2023,7,27
Belmonte,Reposição de Potência Contratada,2023,8,16
Belmonte,Reposição de Potência Contratada,2023,9,12
Belmonte,Reposição de Potência Contratada,2023,10,18
Belmonte,Reposição de Potência Contratada,2023,11,17
Belmonte,Reposição de Potência Contratada,2023,12,10
Belmonte,Reposição de Potência Contratada,2024,1,16
Belmonte,Reposição de Potência Contratada,2024,2,10
Belmonte,Reposição de Potência Contratada,2024,3,5
Belmonte,Servico Alteração Contractual,2022,3,6
Belmonte,Servico Alteração Contractual,2022,4,19
Belmonte,Servico Alteração Contractual,2022,5,8
Belmonte,Servico Alteração Contractual,2022,6,9
Belmonte,Servico Alteração Contractual,2022,7,18
Belmonte,Servico Alteração Contractual,2022,8,19
Belmonte,Servico Alteração Contractual,2022,9,13
Belmonte,Servico Alteração Contractual,2022,10,14
Belmonte,Servico Alteração Contractual,2022,11,17
Belmonte,Servico Alteração Contractual,2022,12,21
Belmonte,Servico Alteração Contractual,2023,1,16
Belmonte,Servico Alteração Contractual,2023,2,18
Belmonte,Servico Alteração Contractual,2023,3,24
Belmonte,Servico Alteração Contractual,2023,4,9
Belmonte,Servico Alteração Contractual,2023,5,5
Belmonte,Servico Alteração Contractual,2023,6,21
Belmonte,Servico Alteração Contractual,2023,7,31
Belmonte,Servico Alteração Contractual,2023,8,30
Belmonte,Servico Alteração Contractual,2023,9,25
Belmonte,Servico Alteração Contractual,2023,10,17
Belmonte,Servico Alteração Contractual,2023,11,28
Belmonte,Servico Alteração Contractual,2023,12,22
Belmonte,Servico Alteração Contractual,2024,1,26
Belmonte,Servico Alteração Contractual,2024,2,13
Belmonte,Servico Alteração Contractual,2024,3,14
Belmonte,Serviço de Corte e Re-Ligação,2022,3,11
Belmonte,Serviço de Corte e Re-Ligação,2022,4,4
Belmonte,Serviço de Corte e Re-Ligação,2022,5,4
Belmonte,Serviço de Corte e Re-Ligação,2022,6,5
Belmonte,Serviço de Corte e Re-Ligação,2022,7,6
Belmonte,Serviço de Corte e Re-Ligação,2022,8,9
Belmonte,Serviço de Corte e Re-Ligação,2022,9,4
Belmonte,Serviço de Corte e Re-Ligação,2022,10,10
Belmonte,Serviço de Corte e Re-Ligação,2022,11,3
Belmonte,Serviço de Corte e Re-Ligação,2022,12,14
Belmonte,Serviço de Corte e Re-Ligação,2023,1,5
Belmonte,Serviço de Corte e Re-Ligação,2023,2,9
Belmonte,Serviço de Corte e Re-Ligação,2023,3,7
Belmonte,Serviço de Corte e Re-Ligação,2023,4,9
Belmonte,Serviço de Corte e Re-Ligação,2023,5,7
