Concelho,Tipo de Serviço,Ano,Mes,Ordens Serviço Realizadas (#)
Belmonte,Serviço de Corte e Re-Ligação,2023,6,3
Belmonte,Serviço de Corte e Re-Ligação,2023,7,7
Belmonte,Serviço de Corte e Re-Ligação,2023,8,11
Belmonte,Serviço de Corte e Re-Ligação,2023,9,7
Belmonte,Serviço de Corte e Re-Ligação,2023,10,4
Belmonte,Serviço de Corte e Re-Ligação,2023,11,4
Belmonte,Serviço de Corte e Re-Ligação,2023,12,6
Belmonte,Serviço de Corte e Re-Ligação,2024,1,3
Belmonte,Serviço de Corte e Re-Ligação,2024,2,2
Belmonte,Serviço de Corte e Re-Ligação,2024,3,3
Benavente,Configuração de EMI,2022,3,2
Benavente,Configuração de EMI,2022,4,17
Benavente,Configuração de EMI,2022,5,10
Benavente,Configuração de EMI,2022,6,4
Benavente,Configuração de EMI,2022,7,6
Benavente,Configuração de EMI,2022,8,7
Benavente,Configuração de EMI,2022,9,7
Benavente,Configuração de EMI,2022,10,24
Benavente,Configuração de EMI,2022,11,94
Benavente,Configuração de EMI,2022,12,148
Benavente,Configuração de EMI,2023,1,150
Benavente,Configuração de EMI,2023,2,150
Benavente,Configuração de EMI,2023,3,168
Benavente,Configuração de EMI,2023,4,127
Benavente,Configuração de EMI,2023,5,275
Benavente,Configuração de EMI,2023,6,77
Benavente,Configuração de EMI,2023,7,6
Benavente,Configuração de EMI,2023,8,4
Benavente,Configuração de EMI,2023,9,10
Benavente,Configuração de EMI,2023,10,8
Benavente,Configuração de EMI,2023,11,3
Benavente,Configuração de EMI,2023,12,2
Benavente,Configuração de EMI,2024,1,5
Benavente,Configuração de EMI,2024,2,2
Benavente,Configuração de EMI,2024,3,3
Benavente,Outros,2022,7,1
Benavente,Outros,2023,1,1
Benavente,REMOTE_ICP_CONFIGURATION,2022,12,2
Benavente,REMOTE_ICP_CONFIGURATION,2023,3,3
Benavente,REMOTE_ICP_CONFIGURATION,2023,7,5
Benavente,REMOTE_ICP_CONFIGURATION,2023,8,20
Benavente,REMOTE_ICP_CONFIGURATION,2023,9,2
Benavente,REMOTE_ICP_CONFIGURATION,2023,11,2
Benavente,REMOTE_ICP_CONFIGURATION,2024,1,3
Benavente,REMOTE_ICP_CONFIGURATION,2024,3,1
Benavente,Redução de Potência Contratada,2022,3,42
Benavente,Redução de Potência Contratada,2022,4,74
Benavente,Redução de Potência Contratada,2022,5,103
Benavente,Redução de Potência Contratada,2022,6,111
Benavente,Redução de Potência Contratada,2022,7,89
Benavente,Redução de Potência Contratada,2022,8,114
Benavente,Redução de Potência Contratada,2022,9,95
Benavente,Redução de Potência Contratada,2022,10,71
Benavente,Redução de Potência Contratada,2022,11,103
Benavente,Redução de Potência Contratada,2022,12,86
Benavente,Redução de Potência Contratada,2023,1,141
Benavente,Redução de Potência Contratada,2023,2,105
Benavente,Redução de Potência Contratada,2023,3,109
Benavente,Redução de Potência Contratada,2023,4,119
Benavente,Redução de Potência Contratada,2023,5,140
Benavente,Redução de Potência Contratada,2023,6,146
Benavente,Redução de Potência Contratada,2023,7,150
Benavente,Redução de Potência Contratada,2023,8,142
Benavente,Redução de Potência Contratada,2023,9,112
Benavente,Redução de Potência Contratada,2023,10,160
Benavente,Redução de Potência Contratada,2023,11,220
Benavente,Redução de Potência Contratada,2023,12,110
Benavente,Redução de Potência Contratada,2024,1,186
Benavente,Redução de Potência Contratada,2024,2,101
Benavente,Redução de Potência Contratada,2024,3,83
Benavente,Reposição de Potência Contratada,2022,3,28
Benavente,Reposição de Potência Contratada,2022,4,76
Benavente,Reposição de Potência Contratada,2022,5,80
Benavente,Reposição de Potência Contratada,2022,6,101
Benavente,Reposição de Potência Contratada,2022,7,74
Benavente,Reposição de Potência Contratada,2022,8,95
Benavente,Reposição de Potência Contratada,2022,9,93
Benavente,Reposição de Potência Contratada,2022,10,67
Benavente,Reposição de Potência Contratada,2022,11,78
Benavente,Reposição de Potência Contratada,2022,12,75
Benavente,Reposição de Potência Contratada,2023,1,103
Benavente,Reposição de Potência Contratada,2023,2,87
Benavente,Reposição de Potência Contratada,2023,3,96
Benavente,Reposição de Potência Contratada,2023,4,97
Benavente,Reposição de Potência Contratada,2023,5,122
Benavente,Reposição de Potência Contratada,2023,6,114
Benavente,Reposição de Potência Contratada,2023,7,119
Benavente,Reposição de Potência Contratada,2023,8,123
Benavente,Reposição de Potência Contratada,2023,9,90
Benavente,Reposição de Potência Contratada,2023,10,125
Benavente,Reposição de Potência Contratada,2023,11,176
Benavente,Reposição de Potência Contratada,2023,12,93
Benavente,Reposição de Potência Contratada,2024,1,131
Benavente,Reposição de Potência Contratada,2024,2,72
Benavente,Reposição de Potência Contratada,2024,3,56
Benavente,Servico Alteração Contractual,2022,3,27
Benavente,Servico Alteração Contractual,2022,4,39
Benavente,Servico Alteração Contractual,2022,5,71
Benavente,Servico Alteração Contractual,2022,6,48
Benavente,Servico Alteração Contractual,2022,7,52
Benavente,Servico Alteração Contractual,2022,8,57
Benavente,Servico Alteração Contractual,2022,9,69
Benavente,Servico Alteração Contractual,2022,10,43
Benavente,Servico Alteração Contractual,2022,11,58
Benavente,Servico Alteração Contractual,2022,12,53
Benavente,Servico Alteração Contractual,2023,1,70
Benavente,Servico Alteração Contractual,2023,2,56
Benavente,Servico Alteração Contractual,2023,3,67
Benavente,Servico Alteração Contractual,2023,4,37
Benavente,Servico Alteração Contractual,2023,5,54
Benavente,Servico Alteração Contractual,2023,6,57
Benavente,Servico Alteração Contractual,2023,7,68
Benavente,Servico Alteração Contractual,2023,8,74
Benavente,Servico Alteração Contractual,2023,9,62
Benavente,Servico Alteração Contractual,2023,10,89
Benavente,Servico Alteração Contractual,2023,11,78
Benavente,Servico Alteração Contractual,2023,12,90
Benavente,Servico Alteração Contractual,2024,1,110
Benavente,Servico Alteração Contractual,2024,2,47
Benavente,Servico Alteração Contractual,2024,3,43
Benavente,Serviço de Corte e Re-Ligação,2022,3,11
Benavente,Serviço de Corte e Re-Ligação,2022,4,35
Benavente,Serviço de Corte e Re-Ligação,2022,5,25
Benavente,Serviço de Corte e Re-Ligação,2022,6,31
Benavente,Serviço de Corte e Re-Ligação,2022,7,23
Benavente,Serviço de Corte e Re-Ligação,2022,8,44
Benavente,Serviço de Corte e Re-Ligação,2022,9,22
Benavente,Serviço de Corte e Re-Ligação,2022,10,20
Benavente,Serviço de Corte e Re-Ligação,2022,11,32
Benavente,Serviço de Corte e Re-Ligação,2022,12,28
Benavente,Serviço de Corte e Re-Ligação,2023,1,34
Benavente,Serviço de Corte e Re-Ligação,2023,2,28
Benavente,Serviço de Corte e Re-Ligação,2023,3,38
Benavente,Serviço de Corte e Re-Ligação,2023,4,37
Benavente,Serviço de Corte e Re-Ligação,2023,5,38
Benavente,Serviço de Corte e Re-Ligação,2023,6,48
Benavente,Serviço de Corte e Re-Ligação,2023,7,46
Benavente,Serviço de Corte e Re-Ligação,2023,8,30
Benavente,Serviço de Corte e Re-Ligação,2023,9,26
Benavente,Serviço de Corte e Re-Ligação,2023,10,37
Benavente,Serviço de Corte e Re-Ligação,2023,11,28
Benavente,Serviço de Corte e Re-Ligação,2023,12,21
Benavente,Serviço de Corte e Re-Ligação,2024,1,23
Benavente,Serviço de Corte e Re-Ligação,2024,2,7
Benavente,Serviço de Corte e Re-Ligação,2024,3,20
Bombarral,Configuração de EMI,2022,3,1
Bombarral,Configuração de EMI,2022,4,9
Bombarral,Configuração de EMI,2022,5,1
Bombarral,Configuração de EMI,2022,6,1
Bombarral,Configuração de EMI,2022,7,1
Bombarral,Configuração de EMI,2022,8,7
Bombarral,Configuração de EMI,2022,9,4
Bombarral,Configuração de EMI,2022,10,14
Bombarral,Configuração de EMI,2022,11,193
Bombarral,Configuração de EMI,2022,12,184
Bombarral,Configuração de EMI,2023,1,116
Bombarral,Configuração de EMI,2023,2,273
Bombarral,Configuração de EMI,2023,3,237
Bombarral,Configuração de EMI,2023,4,159
Bombarral,Configuração de EMI,2023,5,127
Bombarral,Configuração de EMI,2023,6,34
Bombarral,Configuração de EMI,2023,7,4
Bombarral,Configuração de EMI,2023,8,4
Bombarral,Configuração de EMI,2023,9,5
Bombarral,Configuração de EMI,2023,10,6
Bombarral,Configuração de EMI,2023,11,5
Bombarral,Configuração de EMI,2023,12,3
Bombarral,Configuração de EMI,2024,1,1
Bombarral,Configuração de EMI,2024,2,4
Bombarral,Configuração de EMI,2024,3,2
Bombarral,Outros,2022,9,1
Bombarral,Outros,2023,3,1
Bombarral,REMOTE_ICP_CONFIGURATION,2022,12,12
Bombarral,REMOTE_ICP_CONFIGURATION,2023,1,4
Bombarral,REMOTE_ICP_CONFIGURATION,2023,2,2
Bombarral,REMOTE_ICP_CONFIGURATION,2023,3,1
Bombarral,REMOTE_ICP_CONFIGURATION,2023,5,1
Bombarral,REMOTE_ICP_CONFIGURATION,2023,7,2
Bombarral,REMOTE_ICP_CONFIGURATION,2023,8,14
Bombarral,REMOTE_ICP_CONFIGURATION,2023,11,1
Bombarral,Redução de Potência Contratada,2022,3,19
Bombarral,Redução de Potência Contratada,2022,4,43
Bombarral,Redução de Potência Contratada,2022,5,59
Bombarral,Redução de Potência Contratada,2022,6,70
Bombarral,Redução de Potência Contratada,2022,7,54
Bombarral,Redução de Potência Contratada,2022,8,64
Bombarral,Redução de Potência Contratada,2022,9,55
Bombarral,Redução de Potência Contratada,2022,10,38
Bombarral,Redução de Potência Contratada,2022,11,52
Bombarral,Redução de Potência Contratada,2022,12,60
Bombarral,Redução de Potência Contratada,2023,1,71
Bombarral,Redução de Potência Contratada,2023,2,78
Bombarral,Redução de Potência Contratada,2023,3,77
Bombarral,Redução de Potência Contratada,2023,4,54
Bombarral,Redução de Potência Contratada,2023,5,90
Bombarral,Redução de Potência Contratada,2023,6,72
Bombarral,Redução de Potência Contratada,2023,7,85
Bombarral,Redução de Potência Contratada,2023,8,80
Bombarral,Redução de Potência Contratada,2023,9,65
Bombarral,Redução de Potência Contratada,2023,10,97
Bombarral,Redução de Potência Contratada,2023,11,104
Bombarral,Redução de Potência Contratada,2023,12,71
Bombarral,Redução de Potência Contratada,2024,1,85
Bombarral,Redução de Potência Contratada,2024,2,57
Bombarral,Redução de Potência Contratada,2024,3,33
Bombarral,Reposição de Potência Contratada,2022,3,11
Bombarral,Reposição de Potência Contratada,2022,4,46
Bombarral,Reposição de Potência Contratada,2022,5,44
Bombarral,Reposição de Potência Contratada,2022,6,54
Bombarral,Reposição de Potência Contratada,2022,7,52
Bombarral,Reposição de Potência Contratada,2022,8,60
Bombarral,Reposição de Potência Contratada,2022,9,43
Bombarral,Reposição de Potência Contratada,2022,10,36
Bombarral,Reposição de Potência Contratada,2022,11,38
Bombarral,Reposição de Potência Contratada,2022,12,48
Bombarral,Reposição de Potência Contratada,2023,1,56
Bombarral,Reposição de Potência Contratada,2023,2,61
Bombarral,Reposição de Potência Contratada,2023,3,63
Bombarral,Reposição de Potência Contratada,2023,4,52
Bombarral,Reposição de Potência Contratada,2023,5,71
Bombarral,Reposição de Potência Contratada,2023,6,65
Bombarral,Reposição de Potência Contratada,2023,7,75
Bombarral,Reposição de Potência Contratada,2023,8,67
Bombarral,Reposição de Potência Contratada,2023,9,58
Bombarral,Reposição de Potência Contratada,2023,10,77
Bombarral,Reposição de Potência Contratada,2023,11,74
Bombarral,Reposição de Potência Contratada,2023,12,50
Bombarral,Reposição de Potência Contratada,2024,1,58
Bombarral,Reposição de Potência Contratada,2024,2,38
Bombarral,Reposição de Potência Contratada,2024,3,28
Bombarral,Servico Alteração Contractual,2022,3,20
Bombarral,Servico Alteração Contractual,2022,4,36
Bombarral,Servico Alteração Contractual,2022,5,30
Bombarral,Servico Alteração Contractual,2022,6,26
Bombarral,Servico Alteração Contractual,2022,7,31
Bombarral,Servico Alteração Contractual,2022,8,30
Bombarral,Servico Alteração Contractual,2022,9,39
Bombarral,Servico Alteração Contractual,2022,10,30
Bombarral,Servico Alteração Contractual,2022,11,42
Bombarral,Servico Alteração Contractual,2022,12,40
Bombarral,Servico Alteração Contractual,2023,1,43
Bombarral,Servico Alteração Contractual,2023,2,50
Bombarral,Servico Alteração Contractual,2023,3,34
Bombarral,Servico Alteração Contractual,2023,4,35
Bombarral,Servico Alteração Contractual,2023,5,37
Bombarral,Servico Alteração Contractual,2023,6,36
Bombarral,Servico Alteração Contractual,2023,7,47
Bombarral,Servico Alteração Contractual,2023,8,49
Bombarral,Servico Alteração Contractual,2023,9,39
Bombarral,Servico Alteração Contractual,2023,10,44
Bombarral,Servico Alteração Contractual,2023,11,33
Bombarral,Servico Alteração Contractual,2023,12,53
Bombarral,Servico Alteração Contractual,2024,1,64
Bombarral,Servico Alteração Contractual,2024,2,25
Bombarral,Servico Alteração Contractual,2024,3,19
Bombarral,Serviço de Corte e Re-Ligação,2022,3,9
Bombarral,Serviço de Corte e Re-Ligação,2022,4,23
Bombarral,Serviço de Corte e Re-Ligação,2022,5,16
Bombarral,Serviço de Corte e Re-Ligação,2022,6,22
Bombarral,Serviço de Corte e Re-Ligação,2022,7,13
Bombarral,Serviço de Corte e Re-Ligação,2022,8,15
Bombarral,Serviço de Corte e Re-Ligação,2022,9,16
Bombarral,Serviço de Corte e Re-Ligação,2022,10,25
Bombarral,Serviço de Corte e Re-Ligação,2022,11,15
Bombarral,Serviço de Corte e Re-Ligação,2022,12,20
Bombarral,Serviço de Corte e Re-Ligação,2023,1,25
Bombarral,Serviço de Corte e Re-Ligação,2023,2,15
Bombarral,Serviço de Corte e Re-Ligação,2023,3,27
Bombarral,Serviço de Corte e Re-Ligação,2023,4,38
Bombarral,Serviço de Corte e Re-Ligação,2023,5,26
Bombarral,Serviço de Corte e Re-Ligação,2023,6,21
Bombarral,Serviço de Corte e Re-Ligação,2023,7,35
Bombarral,Serviço de Corte e Re-Ligação,2023,8,27
Bombarral,Serviço de Corte e Re-Ligação,2023,9,27
Bombarral,Serviço de Corte e Re-Ligação,2023,10,19
Bombarral,Serviço de Corte e Re-Ligação,2023,11,17
Bombarral,Serviço de Corte e Re-Ligação,2023,12,13
Bombarral,Serviço de Corte e Re-Ligação,2024,1,17
Bombarral,Serviço de Corte e Re-Ligação,2024,2,8
Bombarral,Serviço de Corte e Re-Ligação,2024,3,7
Borba,Configuração de EMI,2022,4,2
Borba,Configuração de EMI,2022,5,1
Borba,Configuração de EMI,2022,6,2
Borba,Configuração de EMI,2022,8,1
Borba,Configuração de EMI,2022,10,5
Borba,Configuração de EMI,2022,11,49
Borba,Configuração de EMI,2022,12,60
Borba,Configuração de EMI,2023,1,31
Borba,Configuração de EMI,2023,2,22
Borba,Configuração de EMI,2023,3,22
Borba,Configuração de EMI,2023,4,12
Borba,Configuração de EMI,2023,5,20
Borba,Configuração de EMI,2023,6,5
Borba,Configuração de EMI,2023,8,4
Borba,Configuração de EMI,2023,9,6
Borba,Configuração de EMI,2023,10,4
Borba,Configuração de EMI,2024,1,4
Borba,Outros,2022,4,1
Borba,Outros,2022,7,1
Borba,REMOTE_ICP_CONFIGURATION,2022,12,2
Borba,REMOTE_ICP_CONFIGURATION,2023,1,2
Borba,REMOTE_ICP_CONFIGURATION,2023,3,1
Borba,REMOTE_ICP_CONFIGURATION,2023,8,4
Borba,Redução de Potência Contratada,2022,3,24
Borba,Redução de Potência Contratada,2022,4,36
Borba,Redução de Potência Contratada,2022,5,33
Borba,Redução de Potência Contratada,2022,6,41
Borba,Redução de Potência Contratada,2022,7,33
Borba,Redução de Potência Contratada,2022,8,26
Borba,Redução de Potência Contratada,2022,9,29
Borba,Redução de Potência Contratada,2022,10,22
Borba,Redução de Potência Contratada,2022,11,21
Borba,Redução de Potência Contratada,2022,12,28
Borba,Redução de Potência Contratada,2023,1,44
Borba,Redução de Potência Contratada,2023,2,31
Borba,Redução de Potência Contratada,2023,3,20
Borba,Redução de Potência Contratada,2023,4,32
Borba,Redução de Potência Contratada,2023,5,44
Borba,Redução de Potência Contratada,2023,6,33
Borba,Redução de Potência Contratada,2023,7,37
Borba,Redução de Potência Contratada,2023,8,25
Borba,Redução de Potência Contratada,2023,9,22
Borba,Redução de Potência Contratada,2023,10,31
Borba,Redução de Potência Contratada,2023,11,48
Borba,Redução de Potência Contratada,2023,12,33
Borba,Redução de Potência Contratada,2024,1,34
Borba,Redução de Potência Contratada,2024,2,14
Borba,Redução de Potência Contratada,2024,3,11
Borba,Reposição de Potência Contratada,2022,3,13
Borba,Reposição de Potência Contratada,2022,4,37
Borba,Reposição de Potência Contratada,2022,5,28
Borba,Reposição de Potência Contratada,2022,6,39
Borba,Reposição de Potência Contratada,2022,7,25
Borba,Reposição de Potência Contratada,2022,8,23
Borba,Reposição de Potência Contratada,2022,9,27
Borba,Reposição de Potência Contratada,2022,10,20
Borba,Reposição de Potência Contratada,2022,11,21
Borba,Reposição de Potência Contratada,2022,12,28
Borba,Reposição de Potência Contratada,2023,1,31
Borba,Reposição de Potência Contratada,2023,2,26
Borba,Reposição de Potência Contratada,2023,3,28
Borba,Reposição de Potência Contratada,2023,4,26
Borba,Reposição de Potência Contratada,2023,5,27
Borba,Reposição de Potência Contratada,2023,6,35
Borba,Reposição de Potência Contratada,2023,7,30
Borba,Reposição de Potência Contratada,2023,8,22
Borba,Reposição de Potência Contratada,2023,9,23
Borba,Reposição de Potência Contratada,2023,10,24
Borba,Reposição de Potência Contratada,2023,11,37
Borba,Reposição de Potência Contratada,2023,12,26
Borba,Reposição de Potência Contratada,2024,1,31
Borba,Reposição de Potência Contratada,2024,2,13
Borba,Reposição de Potência Contratada,2024,3,11
Borba,Servico Alteração Contractual,2022,3,4
