Concelho,Tipo de Serviço,Ano,Semestre,Ordens Serviço Realizadas (#)
Mondim de Basto,Redução de Potência Contratada,2022,1,39
Mondim de Basto,Redução de Potência Contratada,2022,2,104
Mondim de Basto,Redução de Potência Contratada,2023,1,130
Mondim de Basto,Redução de Potência Contratada,2023,2,164
Mondim de Basto,Redução de Potência Contratada,2024,1,59
Mondim de Basto,Reposição de Potência Contratada,2022,1,36
Mondim de Basto,Reposição de Potência Contratada,2022,2,87
Mondim de Basto,Reposição de Potência Contratada,2023,1,118
Mondim de Basto,Reposição de Potência Contratada,2023,2,124
Mondim de Basto,Reposição de Potência Contratada,2024,1,42
Mondim de Basto,Servico Alteração Contractual,2022,1,12
Mondim de Basto,Servico Alteração Contractual,2022,2,58
Mondim de Basto,Servico Alteração Contractual,2023,1,67
Mondim de Basto,Servico Alteração Contractual,2023,2,98
Mondim de Basto,Servico Alteração Contractual,2024,1,39
Mondim de Basto,Serviço de Corte e Re-Ligação,2022,1,19
Mondim de Basto,Serviço de Corte e Re-Ligação,2022,2,28
Mondim de Basto,Serviço de Corte e Re-Ligação,2023,1,42
Mondim de Basto,Serviço de Corte e Re-Ligação,2023,2,53
Mondim de Basto,Serviço de Corte e Re-Ligação,2024,1,25
Monforte,Configuração de EMI,2022,1,5
Monforte,Configuração de EMI,2022,2,58
Monforte,Configuração de EMI,2023,1,79
Monforte,Configuração de EMI,2023,2,1
Monforte,Configuração de EMI,2024,1,1
Monforte,Outros,2023,2,1
Monforte,REMOTE_ICP_CONFIGURATION,2023,1,3
Monforte,REMOTE_ICP_CONFIGURATION,2023,2,2
Monforte,Redução de Potência Contratada,2022,1,58
Monforte,Redução de Potência Contratada,2022,2,87
Monforte,Redução de Potência Contratada,2023,1,91
Monforte,Redução de Potência Contratada,2023,2,76
Monforte,Redução de Potência Contratada,2024,1,36
Monforte,Reposição de Potência Contratada,2022,1,48
Monforte,Reposição de Potência Contratada,2022,2,68
Monforte,Reposição de Potência Contratada,2023,1,76
Monforte,Reposição de Potência Contratada,2023,2,64
Monforte,Reposição de Potência Contratada,2024,1,24
Monforte,Servico Alteração Contractual,2022,1,20
Monforte,Servico Alteração Contractual,2022,2,41
Monforte,Servico Alteração Contractual,2023,1,32
Monforte,Servico Alteração Contractual,2023,2,34
Monforte,Servico Alteração Contractual,2024,1,21
Monforte,Serviço de Corte e Re-Ligação,2022,1,21
Monforte,Serviço de Corte e Re-Ligação,2022,2,32
Monforte,Serviço de Corte e Re-Ligação,2023,1,47
Monforte,Serviço de Corte e Re-Ligação,2023,2,20
Monforte,Serviço de Corte e Re-Ligação,2024,1,12
Montalegre,Configuração de EMI,2022,2,35
Montalegre,Configuração de EMI,2023,1,103
Montalegre,Configuração de EMI,2023,2,4
Montalegre,Configuração de EMI,2024,1,1
Montalegre,REMOTE_ICP_CONFIGURATION,2022,2,1
Montalegre,REMOTE_ICP_CONFIGURATION,2023,2,1
Montalegre,Redução de Potência Contratada,2022,1,11
Montalegre,Redução de Potência Contratada,2022,2,22
Montalegre,Redução de Potência Contratada,2023,1,39
Montalegre,Redução de Potência Contratada,2023,2,38
Montalegre,Redução de Potência Contratada,2024,1,23
Montalegre,Reposição de Potência Contratada,2022,1,6
Montalegre,Reposição de Potência Contratada,2022,2,21
Montalegre,Reposição de Potência Contratada,2023,1,29
Montalegre,Reposição de Potência Contratada,2023,2,32
Montalegre,Reposição de Potência Contratada,2024,1,15
Montalegre,Servico Alteração Contractual,2022,1,1
Montalegre,Servico Alteração Contractual,2022,2,7
Montalegre,Servico Alteração Contractual,2023,1,8
Montalegre,Servico Alteração Contractual,2023,2,20
Montalegre,Servico Alteração Contractual,2024,1,11
Montalegre,Serviço de Corte e Re-Ligação,2022,1,13
Montalegre,Serviço de Corte e Re-Ligação,2022,2,15
Montalegre,Serviço de Corte e Re-Ligação,2023,1,15
Montalegre,Serviço de Corte e Re-Ligação,2023,2,17
Montalegre,Serviço de Corte e Re-Ligação,2024,1,8
Montemor-o-Novo,Configuração de EMI,2022,1,19
Montemor-o-Novo,Configuração de EMI,2022,2,281
Montemor-o-Novo,Configuração de EMI,2023,1,391
Montemor-o-Novo,Configuração de EMI,2023,2,48
Montemor-o-Novo,Configuração de EMI,2024,1,17
Montemor-o-Novo,REMOTE_ICP_CONFIGURATION,2022,2,1
Montemor-o-Novo,REMOTE_ICP_CONFIGURATION,2023,1,3
Montemor-o-Novo,REMOTE_ICP_CONFIGURATION,2023,2,12
Montemor-o-Novo,Redução de Potência Contratada,2022,1,391
Montemor-o-Novo,Redução de Potência Contratada,2022,2,532
Montemor-o-Novo,Redução de Potência Contratada,2023,1,616
Montemor-o-Novo,Redução de Potência Contratada,2023,2,553
Montemor-o-Novo,Redução de Potência Contratada,2024,1,195
Montemor-o-Novo,Reposição de Potência Contratada,2022,1,314
Montemor-o-Novo,Reposição de Potência Contratada,2022,2,450
Montemor-o-Novo,Reposição de Potência Contratada,2023,1,510
Montemor-o-Novo,Reposição de Potência Contratada,2023,2,463
Montemor-o-Novo,Reposição de Potência Contratada,2024,1,146
Montemor-o-Novo,Servico Alteração Contractual,2022,1,148
Montemor-o-Novo,Servico Alteração Contractual,2022,2,259
Montemor-o-Novo,Servico Alteração Contractual,2023,1,294
Montemor-o-Novo,Servico Alteração Contractual,2023,2,271
Montemor-o-Novo,Servico Alteração Contractual,2024,1,108
Montemor-o-Novo,Serviço de Corte e Re-Ligação,2022,1,117
Montemor-o-Novo,Serviço de Corte e Re-Ligação,2022,2,154
Montemor-o-Novo,Serviço de Corte e Re-Ligação,2023,1,194
Montemor-o-Novo,Serviço de Corte e Re-Ligação,2023,2,189
Montemor-o-Novo,Serviço de Corte e Re-Ligação,2024,1,47
Montemor-o-Velho,Configuração de EMI,2022,1,19
Montemor-o-Velho,Configuração de EMI,2022,2,247
Montemor-o-Velho,Configuração de EMI,2023,1,563
Montemor-o-Velho,Configuração de EMI,2023,2,64
Montemor-o-Velho,Configuração de EMI,2024,1,5
Montemor-o-Velho,Outros,2022,1,2
Montemor-o-Velho,REMOTE_ICP_CONFIGURATION,2023,1,3
Montemor-o-Velho,REMOTE_ICP_CONFIGURATION,2023,2,3
Montemor-o-Velho,Redução de Potência Contratada,2022,1,95
Montemor-o-Velho,Redução de Potência Contratada,2022,2,172
Montemor-o-Velho,Redução de Potência Contratada,2023,1,210
Montemor-o-Velho,Redução de Potência Contratada,2023,2,288
Montemor-o-Velho,Redução de Potência Contratada,2024,1,114
Montemor-o-Velho,Reposição de Potência Contratada,2022,1,70
Montemor-o-Velho,Reposição de Potência Contratada,2022,2,149
Montemor-o-Velho,Reposição de Potência Contratada,2023,1,181
Montemor-o-Velho,Reposição de Potência Contratada,2023,2,232
Montemor-o-Velho,Reposição de Potência Contratada,2024,1,83
Montemor-o-Velho,Servico Alteração Contractual,2022,1,72
Montemor-o-Velho,Servico Alteração Contractual,2022,2,150
Montemor-o-Velho,Servico Alteração Contractual,2023,1,141
Montemor-o-Velho,Servico Alteração Contractual,2023,2,244
Montemor-o-Velho,Servico Alteração Contractual,2024,1,89
Montemor-o-Velho,Serviço de Corte e Re-Ligação,2022,1,31
Montemor-o-Velho,Serviço de Corte e Re-Ligação,2022,2,51
Montemor-o-Velho,Serviço de Corte e Re-Ligação,2023,1,43
Montemor-o-Velho,Serviço de Corte e Re-Ligação,2023,2,56
Montemor-o-Velho,Serviço de Corte e Re-Ligação,2024,1,23
Montijo,Configuração de EMI,2022,1,44
Montijo,Configuração de EMI,2022,2,804
Montijo,Configuração de EMI,2023,1,2026
Montijo,Configuração de EMI,2023,2,62
Montijo,Configuração de EMI,2024,1,21
Montijo,Outros,2022,1,2
Montijo,Outros,2022,2,3
Montijo,Outros,2023,1,3
Montijo,REMOTE_ICP_CONFIGURATION,2022,2,1
Montijo,REMOTE_ICP_CONFIGURATION,2023,1,33
Montijo,REMOTE_ICP_CONFIGURATION,2023,2,80
Montijo,REMOTE_ICP_CONFIGURATION,2024,1,3
Montijo,Redução de Potência Contratada,2022,1,1533
Montijo,Redução de Potência Contratada,2022,2,2470
Montijo,Redução de Potência Contratada,2023,1,2873
Montijo,Redução de Potência Contratada,2023,2,2511
Montijo,Redução de Potência Contratada,2024,1,922
Montijo,Reposição de Potência Contratada,2022,1,1342
Montijo,Reposição de Potência Contratada,2022,2,2203
Montijo,Reposição de Potência Contratada,2023,1,2523
Montijo,Reposição de Potência Contratada,2023,2,2189
Montijo,Reposição de Potência Contratada,2024,1,724
Montijo,Servico Alteração Contractual,2022,1,741
Montijo,Servico Alteração Contractual,2022,2,1252
Montijo,Servico Alteração Contractual,2023,1,1245
Montijo,Servico Alteração Contractual,2023,2,1207
Montijo,Servico Alteração Contractual,2024,1,445
Montijo,Serviço de Corte e Re-Ligação,2022,1,467
Montijo,Serviço de Corte e Re-Ligação,2022,2,678
Montijo,Serviço de Corte e Re-Ligação,2023,1,797
Montijo,Serviço de Corte e Re-Ligação,2023,2,662
Montijo,Serviço de Corte e Re-Ligação,2024,1,169
Monção,Configuração de EMI,2022,1,13
Monção,Configuração de EMI,2022,2,382
Monção,Configuração de EMI,2023,1,1003
Monção,Configuração de EMI,2023,2,50
Monção,Configuração de EMI,2024,1,12
Monção,Outros,2023,1,3
Monção,REMOTE_ICP_CONFIGURATION,2022,2,1
Monção,REMOTE_ICP_CONFIGURATION,2023,1,7
Monção,REMOTE_ICP_CONFIGURATION,2023,2,14
Monção,REMOTE_ICP_CONFIGURATION,2024,1,3
Monção,Redução de Potência Contratada,2022,1,225
Monção,Redução de Potência Contratada,2022,2,433
Monção,Redução de Potência Contratada,2023,1,552
Monção,Redução de Potência Contratada,2023,2,617
Monção,Redução de Potência Contratada,2024,1,238
Monção,Reposição de Potência Contratada,2022,1,189
Monção,Reposição de Potência Contratada,2022,2,328
Monção,Reposição de Potência Contratada,2023,1,421
Monção,Reposição de Potência Contratada,2023,2,465
Monção,Reposição de Potência Contratada,2024,1,161
Monção,Servico Alteração Contractual,2022,1,108
Monção,Servico Alteração Contractual,2022,2,190
Monção,Servico Alteração Contractual,2023,1,188
Monção,Servico Alteração Contractual,2023,2,293
Monção,Servico Alteração Contractual,2024,1,126
Monção,Serviço de Corte e Re-Ligação,2022,1,74
Monção,Serviço de Corte e Re-Ligação,2022,2,133
Monção,Serviço de Corte e Re-Ligação,2023,1,185
Monção,Serviço de Corte e Re-Ligação,2023,2,229
Monção,Serviço de Corte e Re-Ligação,2024,1,64
Mora,Configuração de EMI,2022,1,3
Mora,Configuração de EMI,2022,2,241
Mora,Configuração de EMI,2023,1,447
Mora,Configuração de EMI,2023,2,8
Mora,Configuração de EMI,2024,1,7
Mora,Outros,2022,2,1
Mora,REMOTE_ICP_CONFIGURATION,2022,2,3
Mora,REMOTE_ICP_CONFIGURATION,2023,1,3
Mora,REMOTE_ICP_CONFIGURATION,2023,2,3
Mora,Redução de Potência Contratada,2022,1,39
Mora,Redução de Potência Contratada,2022,2,59
Mora,Redução de Potência Contratada,2023,1,92
Mora,Redução de Potência Contratada,2023,2,112
Mora,Redução de Potência Contratada,2024,1,32
Mora,Reposição de Potência Contratada,2022,1,32
Mora,Reposição de Potência Contratada,2022,2,50
Mora,Reposição de Potência Contratada,2023,1,79
Mora,Reposição de Potência Contratada,2023,2,85
Mora,Reposição de Potência Contratada,2024,1,25
Mora,Servico Alteração Contractual,2022,1,12
Mora,Servico Alteração Contractual,2022,2,39
Mora,Servico Alteração Contractual,2023,1,60
Mora,Servico Alteração Contractual,2023,2,66
Mora,Servico Alteração Contractual,2024,1,21
Mora,Serviço de Corte e Re-Ligação,2022,1,12
Mora,Serviço de Corte e Re-Ligação,2022,2,23
Mora,Serviço de Corte e Re-Ligação,2023,1,37
Mora,Serviço de Corte e Re-Ligação,2023,2,31
Mora,Serviço de Corte e Re-Ligação,2024,1,8
Mortágua,Configuração de EMI,2022,1,29
Mortágua,Configuração de EMI,2022,2,154
Mortágua,Configuração de EMI,2023,1,306
Mortágua,Configuração de EMI,2023,2,50
Mortágua,Configuração de EMI,2024,1,7
Mortágua,REMOTE_ICP_CONFIGURATION,2022,2,1
Mortágua,REMOTE_ICP_CONFIGURATION,2023,1,6
Mortágua,REMOTE_ICP_CONFIGURATION,2023,2,2
Mortágua,Redução de Potência Contratada,2022,1,73
Mortágua,Redução de Potência Contratada,2022,2,133
Mortágua,Redução de Potência Contratada,2023,1,165
Mortágua,Redução de Potência Contratada,2023,2,139
Mortágua,Redução de Potência Contratada,2024,1,56
Mortágua,Reposição de Potência Contratada,2022,1,64
Mortágua,Reposição de Potência Contratada,2022,2,116
Mortágua,Reposição de Potência Contratada,2023,1,145
Mortágua,Reposição de Potência Contratada,2023,2,111
Mortágua,Reposição de Potência Contratada,2024,1,45
Mortágua,Servico Alteração Contractual,2022,1,45
Mortágua,Servico Alteração Contractual,2022,2,74
Mortágua,Servico Alteração Contractual,2023,1,82
Mortágua,Servico Alteração Contractual,2023,2,96
Mortágua,Servico Alteração Contractual,2024,1,47
Mortágua,Serviço de Corte e Re-Ligação,2022,1,22
Mortágua,Serviço de Corte e Re-Ligação,2022,2,39
Mortágua,Serviço de Corte e Re-Ligação,2023,1,48
Mortágua,Serviço de Corte e Re-Ligação,2023,2,39
Mortágua,Serviço de Corte e Re-Ligação,2024,1,14
Moura,Configuração de EMI,2022,1,6
Moura,Configuração de EMI,2022,2,296
Moura,Configuração de EMI,2023,1,1429
Moura,Configuração de EMI,2023,2,17
Moura,Configuração de EMI,2024,1,3
Moura,Outros,2022,1,1
Moura,Outros,2022,2,1
Moura,REMOTE_ICP_CONFIGURATION,2022,2,1
Moura,REMOTE_ICP_CONFIGURATION,2023,1,4
Moura,REMOTE_ICP_CONFIGURATION,2023,2,7
Moura,Redução de Potência Contratada,2022,1,249
Moura,Redução de Potência Contratada,2022,2,405
Moura,Redução de Potência Contratada,2023,1,557
Moura,Redução de Potência Contratada,2023,2,555
Moura,Redução de Potência Contratada,2024,1,193
Moura,Reposição de Potência Contratada,2022,1,226
Moura,Reposição de Potência Contratada,2022,2,322
Moura,Reposição de Potência Contratada,2023,1,448
Moura,Reposição de Potência Contratada,2023,2,433
Moura,Reposição de Potência Contratada,2024,1,133
Moura,Servico Alteração Contractual,2022,1,73
Moura,Servico Alteração Contractual,2022,2,132
Moura,Servico Alteração Contractual,2023,1,168
Moura,Servico Alteração Contractual,2023,2,186
Moura,Servico Alteração Contractual,2024,1,78
Moura,Serviço de Corte e Re-Ligação,2022,1,82
Moura,Serviço de Corte e Re-Ligação,2022,2,104
Moura,Serviço de Corte e Re-Ligação,2023,1,152
Moura,Serviço de Corte e Re-Ligação,2023,2,142
Moura,Serviço de Corte e Re-Ligação,2024,1,42
Mourão,Configuração de EMI,2022,1,2
Mourão,Configuração de EMI,2022,2,35
Mourão,Configuração de EMI,2023,1,68
Mourão,Configuração de EMI,2023,2,3
Mourão,Configuração de EMI,2024,1,5
Mourão,REMOTE_ICP_CONFIGURATION,2022,2,2
Mourão,REMOTE_ICP_CONFIGURATION,2023,2,2
Mourão,Redução de Potência Contratada,2022,1,50
Mourão,Redução de Potência Contratada,2022,2,72
Mourão,Redução de Potência Contratada,2023,1,79
Mourão,Redução de Potência Contratada,2023,2,84
Mourão,Redução de Potência Contratada,2024,1,26
Mourão,Reposição de Potência Contratada,2022,1,42
Mourão,Reposição de Potência Contratada,2022,2,62
Mourão,Reposição de Potência Contratada,2023,1,65
Mourão,Reposição de Potência Contratada,2023,2,75
Mourão,Reposição de Potência Contratada,2024,1,17
Mourão,Servico Alteração Contractual,2022,1,23
Mourão,Servico Alteração Contractual,2022,2,27
Mourão,Servico Alteração Contractual,2023,1,39
Mourão,Servico Alteração Contractual,2023,2,37
Mourão,Servico Alteração Contractual,2024,1,14
Mourão,Serviço de Corte e Re-Ligação,2022,1,16
Mourão,Serviço de Corte e Re-Ligação,2022,2,17
Mourão,Serviço de Corte e Re-Ligação,2023,1,18
Mourão,Serviço de Corte e Re-Ligação,2023,2,24
Mourão,Serviço de Corte e Re-Ligação,2024,1,7
Murtosa,Configuração de EMI,2022,1,10
Murtosa,Configuração de EMI,2022,2,308
Murtosa,Configuração de EMI,2023,1,1868
Murtosa,Configuração de EMI,2023,2,36
Murtosa,Configuração de EMI,2024,1,9
Murtosa,Outros,2022,1,1
Murtosa,Outros,2022,2,1
Murtosa,Outros,2023,1,1
Murtosa,REMOTE_ICP_CONFIGURATION,2022,2,3
Murtosa,REMOTE_ICP_CONFIGURATION,2023,1,22
Murtosa,REMOTE_ICP_CONFIGURATION,2023,2,20
Murtosa,REMOTE_ICP_CONFIGURATION,2024,1,4
Murtosa,Redução de Potência Contratada,2022,1,84
Murtosa,Redução de Potência Contratada,2022,2,186
Murtosa,Redução de Potência Contratada,2023,1,277
Murtosa,Redução de Potência Contratada,2023,2,285
Murtosa,Redução de Potência Contratada,2024,1,97
Murtosa,Reposição de Potência Contratada,2022,1,78
Murtosa,Reposição de Potência Contratada,2022,2,169
Murtosa,Reposição de Potência Contratada,2023,1,248
Murtosa,Reposição de Potência Contratada,2023,2,240
Murtosa,Reposição de Potência Contratada,2024,1,72
Murtosa,Servico Alteração Contractual,2022,1,55
Murtosa,Servico Alteração Contractual,2022,2,91
Murtosa,Servico Alteração Contractual,2023,1,133
Murtosa,Servico Alteração Contractual,2023,2,186
Murtosa,Servico Alteração Contractual,2024,1,65
Murtosa,Serviço de Corte e Re-Ligação,2022,1,34
Murtosa,Serviço de Corte e Re-Ligação,2022,2,50
Murtosa,Serviço de Corte e Re-Ligação,2023,1,92
Murtosa,Serviço de Corte e Re-Ligação,2023,2,114
Murtosa,Serviço de Corte e Re-Ligação,2024,1,27
Murça,Configuração de EMI,2022,1,12
Murça,Configuração de EMI,2022,2,138
Murça,Configuração de EMI,2023,1,210
Murça,Configuração de EMI,2023,2,22
Murça,Configuração de EMI,2024,1,7
Murça,Outros,2022,2,2
Murça,Outros,2023,1,1
Murça,REMOTE_ICP_CONFIGURATION,2023,1,4
Murça,REMOTE_ICP_CONFIGURATION,2023,2,5
Murça,Redução de Potência Contratada,2022,1,56
Murça,Redução de Potência Contratada,2022,2,120
Murça,Redução de Potência Contratada,2023,1,89
Murça,Redução de Potência Contratada,2023,2,103
Murça,Redução de Potência Contratada,2024,1,38
Murça,Reposição de Potência Contratada,2022,1,44
Murça,Reposição de Potência Contratada,2022,2,98
Murça,Reposição de Potência Contratada,2023,1,73
Murça,Reposição de Potência Contratada,2023,2,83
Murça,Reposição de Potência Contratada,2024,1,25
Murça,Servico Alteração Contractual,2022,1,19
Murça,Servico Alteração Contractual,2022,2,56
Murça,Servico Alteração Contractual,2023,1,53
Murça,Servico Alteração Contractual,2023,2,95
Murça,Servico Alteração Contractual,2024,1,35
Murça,Serviço de Corte e Re-Ligação,2022,1,27
Murça,Serviço de Corte e Re-Ligação,2022,2,49
Murça,Serviço de Corte e Re-Ligação,2023,1,34
Murça,Serviço de Corte e Re-Ligação,2023,2,46
