Concelho,Tipo de Instalação,Nível de Tensão,Ano,Mês,CPEs (#)
Mafra,Doméstico,Baixa Tensão Normal,2022,7,40431
Mafra,Doméstico,Baixa Tensão Normal,2022,8,40494
Mafra,Doméstico,Baixa Tensão Normal,2022,9,40539
Mafra,Doméstico,Baixa Tensão Normal,2022,10,40569
Mafra,Doméstico,Baixa Tensão Normal,2022,11,40632
Mafra,Doméstico,Baixa Tensão Normal,2022,12,40657
Mafra,Doméstico,Baixa Tensão Normal,2023,1,40685
Mafra,Doméstico,Baixa Tensão Normal,2023,2,40730
Mafra,Doméstico,Baixa Tensão Normal,2023,3,40762
Mafra,Doméstico,Baixa Tensão Normal,2023,4,40758
Mafra,Doméstico,Baixa Tensão Normal,2023,5,40758
Mafra,Doméstico,Baixa Tensão Normal,2023,6,40924
Mafra,Doméstico,Baixa Tensão Normal,2023,7,40980
Mafra,Doméstico,Baixa Tensão Normal,2023,8,41029
Mafra,Doméstico,Baixa Tensão Normal,2023,9,41068
Mafra,Doméstico,Baixa Tensão Normal,2023,10,41103
Mafra,Doméstico,Baixa Tensão Normal,2023,11,41136
Mafra,Doméstico,Baixa Tensão Normal,2023,12,41157
Mafra,Doméstico,Baixa Tensão Normal,2024,1,41213
Mafra,Doméstico,Baixa Tensão Normal,2024,2,41245
Mafra,Doméstico,Baixa Tensão Normal,2024,3,41252
Mafra,Iluminação Pública,Baixa Tensão Normal,2022,3,512
Mafra,Iluminação Pública,Baixa Tensão Normal,2022,4,512
Mafra,Iluminação Pública,Baixa Tensão Normal,2022,5,512
Mafra,Iluminação Pública,Baixa Tensão Normal,2022,6,512
Mafra,Iluminação Pública,Baixa Tensão Normal,2022,7,512
Mafra,Iluminação Pública,Baixa Tensão Normal,2022,8,512
Mafra,Iluminação Pública,Baixa Tensão Normal,2022,9,512
Mafra,Iluminação Pública,Baixa Tensão Normal,2022,10,512
Mafra,Iluminação Pública,Baixa Tensão Normal,2022,11,513
Mafra,Iluminação Pública,Baixa Tensão Normal,2022,12,513
Mafra,Iluminação Pública,Baixa Tensão Normal,2023,1,513
Mafra,Iluminação Pública,Baixa Tensão Normal,2023,2,513
Mafra,Iluminação Pública,Baixa Tensão Normal,2023,3,513
Mafra,Iluminação Pública,Baixa Tensão Normal,2023,4,513
Mafra,Iluminação Pública,Baixa Tensão Normal,2023,5,513
Mafra,Iluminação Pública,Baixa Tensão Normal,2023,6,513
Mafra,Iluminação Pública,Baixa Tensão Normal,2023,7,513
Mafra,Iluminação Pública,Baixa Tensão Normal,2023,8,513
Mafra,Iluminação Pública,Baixa Tensão Normal,2023,9,513
Mafra,Iluminação Pública,Baixa Tensão Normal,2023,10,513
Mafra,Iluminação Pública,Baixa Tensão Normal,2023,11,513
Mafra,Iluminação Pública,Baixa Tensão Normal,2023,12,515
Mafra,Iluminação Pública,Baixa Tensão Normal,2024,1,515
Mafra,Iluminação Pública,Baixa Tensão Normal,2024,2,516
Mafra,Iluminação Pública,Baixa Tensão Normal,2024,3,516
Mafra,Não Doméstico,Baixa Tensão Especial,2022,3,230
Mafra,Não Doméstico,Baixa Tensão Especial,2022,4,230
Mafra,Não Doméstico,Baixa Tensão Especial,2022,5,232
Mafra,Não Doméstico,Baixa Tensão Especial,2022,6,232
Mafra,Não Doméstico,Baixa Tensão Especial,2022,7,233
Mafra,Não Doméstico,Baixa Tensão Especial,2022,8,232
Mafra,Não Doméstico,Baixa Tensão Especial,2022,9,232
Mafra,Não Doméstico,Baixa Tensão Especial,2022,10,232
Mafra,Não Doméstico,Baixa Tensão Especial,2022,11,234
Mafra,Não Doméstico,Baixa Tensão Especial,2022,12,234
Mafra,Não Doméstico,Baixa Tensão Especial,2023,1,234
Mafra,Não Doméstico,Baixa Tensão Especial,2023,2,233
Mafra,Não Doméstico,Baixa Tensão Especial,2023,3,232
Mafra,Não Doméstico,Baixa Tensão Especial,2023,4,232
Mafra,Não Doméstico,Baixa Tensão Especial,2023,5,232
Mafra,Não Doméstico,Baixa Tensão Especial,2023,6,232
Mafra,Não Doméstico,Baixa Tensão Especial,2023,7,232
Mafra,Não Doméstico,Baixa Tensão Especial,2023,8,233
Mafra,Não Doméstico,Baixa Tensão Especial,2023,9,234
Mafra,Não Doméstico,Baixa Tensão Especial,2023,10,234
Mafra,Não Doméstico,Baixa Tensão Especial,2023,11,233
Mafra,Não Doméstico,Baixa Tensão Especial,2023,12,232
Mafra,Não Doméstico,Baixa Tensão Especial,2024,1,232
Mafra,Não Doméstico,Baixa Tensão Especial,2024,2,232
Mafra,Não Doméstico,Baixa Tensão Especial,2024,3,233
Mafra,Não Doméstico,Baixa Tensão Normal,2022,3,8080
Mafra,Não Doméstico,Baixa Tensão Normal,2022,4,8086
Mafra,Não Doméstico,Baixa Tensão Normal,2022,5,8096
Mafra,Não Doméstico,Baixa Tensão Normal,2022,6,8122
Mafra,Não Doméstico,Baixa Tensão Normal,2022,7,8138
Mafra,Não Doméstico,Baixa Tensão Normal,2022,8,8153
Mafra,Não Doméstico,Baixa Tensão Normal,2022,9,8167
Mafra,Não Doméstico,Baixa Tensão Normal,2022,10,8170
Mafra,Não Doméstico,Baixa Tensão Normal,2022,11,8174
Mafra,Não Doméstico,Baixa Tensão Normal,2022,12,8178
Mafra,Não Doméstico,Baixa Tensão Normal,2023,1,8184
Mafra,Não Doméstico,Baixa Tensão Normal,2023,2,8199
Mafra,Não Doméstico,Baixa Tensão Normal,2023,3,8202
Mafra,Não Doméstico,Baixa Tensão Normal,2023,4,8202
Mafra,Não Doméstico,Baixa Tensão Normal,2023,5,8202
Mafra,Não Doméstico,Baixa Tensão Normal,2023,6,8242
Mafra,Não Doméstico,Baixa Tensão Normal,2023,7,8254
Mafra,Não Doméstico,Baixa Tensão Normal,2023,8,8263
Mafra,Não Doméstico,Baixa Tensão Normal,2023,9,8260
Mafra,Não Doméstico,Baixa Tensão Normal,2023,10,8269
Mafra,Não Doméstico,Baixa Tensão Normal,2023,11,8290
Mafra,Não Doméstico,Baixa Tensão Normal,2023,12,8293
Mafra,Não Doméstico,Baixa Tensão Normal,2024,1,8307
Mafra,Não Doméstico,Baixa Tensão Normal,2024,2,8315
Mafra,Não Doméstico,Baixa Tensão Normal,2024,3,8321
Mafra,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,3,165
Mafra,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,4,166
Mafra,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,5,167
Mafra,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,6,167
Mafra,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,7,167
Mafra,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,8,168
Mafra,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,9,169
Mafra,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,10,170
Mafra,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,11,170
Mafra,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,12,170
Mafra,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,1,171
Mafra,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,2,171
Mafra,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,3,171
Mafra,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,4,171
Mafra,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,5,171
Mafra,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,6,170
Mafra,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,7,170
Mafra,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,8,170
Mafra,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,9,170
Mafra,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,10,170
Mafra,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,11,170
Mafra,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,12,170
Mafra,Não Doméstico,"Muito Alta, Alta e Média Tensões",2024,1,172
Mafra,Não Doméstico,"Muito Alta, Alta e Média Tensões",2024,2,172
Mafra,Não Doméstico,"Muito Alta, Alta e Média Tensões",2024,3,172
Mafra,Outros,Baixa Tensão Especial,2022,6,1
Mafra,Outros,Baixa Tensão Especial,2023,6,1
Mafra,Outros,Baixa Tensão Especial,2023,7,1
Mafra,Outros,Baixa Tensão Especial,2023,8,1
Mafra,Outros,Baixa Tensão Especial,2023,9,1
Mafra,Outros,Baixa Tensão Especial,2023,10,1
Mafra,Outros,Baixa Tensão Especial,2023,11,1
Mafra,Outros,Baixa Tensão Especial,2023,12,1
Mafra,Outros,Baixa Tensão Especial,2024,1,1
Mafra,Outros,Baixa Tensão Especial,2024,2,1
Mafra,Outros,Baixa Tensão Especial,2024,3,1
Mafra,Outros,Baixa Tensão Normal,2022,3,230
Mafra,Outros,Baixa Tensão Normal,2022,4,228
Mafra,Outros,Baixa Tensão Normal,2022,5,231
Mafra,Outros,Baixa Tensão Normal,2022,6,234
Mafra,Outros,Baixa Tensão Normal,2022,7,235
Mafra,Outros,Baixa Tensão Normal,2022,8,229
Mafra,Outros,Baixa Tensão Normal,2022,9,229
Mafra,Outros,Baixa Tensão Normal,2022,10,228
Mafra,Outros,Baixa Tensão Normal,2022,11,229
Mafra,Outros,Baixa Tensão Normal,2022,12,232
Mafra,Outros,Baixa Tensão Normal,2023,1,228
Mafra,Outros,Baixa Tensão Normal,2023,2,226
Mafra,Outros,Baixa Tensão Normal,2023,3,230
Mafra,Outros,Baixa Tensão Normal,2023,4,230
Mafra,Outros,Baixa Tensão Normal,2023,5,230
Mafra,Outros,Baixa Tensão Normal,2023,6,236
Mafra,Outros,Baixa Tensão Normal,2023,7,236
Mafra,Outros,Baixa Tensão Normal,2023,8,236
Mafra,Outros,Baixa Tensão Normal,2023,9,234
Mafra,Outros,Baixa Tensão Normal,2023,10,233
Mafra,Outros,Baixa Tensão Normal,2023,11,227
Mafra,Outros,Baixa Tensão Normal,2023,12,223
Mafra,Outros,Baixa Tensão Normal,2024,1,219
Mafra,Outros,Baixa Tensão Normal,2024,2,219
Mafra,Outros,Baixa Tensão Normal,2024,3,214
Maia,Doméstico,Baixa Tensão Especial,2022,3,1
Maia,Doméstico,Baixa Tensão Especial,2022,4,1
Maia,Doméstico,Baixa Tensão Especial,2022,5,1
Maia,Doméstico,Baixa Tensão Especial,2022,6,1
Maia,Doméstico,Baixa Tensão Especial,2022,7,1
Maia,Doméstico,Baixa Tensão Especial,2022,8,1
Maia,Doméstico,Baixa Tensão Especial,2022,9,1
Maia,Doméstico,Baixa Tensão Especial,2022,10,1
Maia,Doméstico,Baixa Tensão Especial,2022,11,1
Maia,Doméstico,Baixa Tensão Especial,2022,12,1
Maia,Doméstico,Baixa Tensão Especial,2023,1,1
Maia,Doméstico,Baixa Tensão Especial,2023,2,2
Maia,Doméstico,Baixa Tensão Especial,2023,3,2
Maia,Doméstico,Baixa Tensão Especial,2023,4,2
Maia,Doméstico,Baixa Tensão Especial,2023,5,2
Maia,Doméstico,Baixa Tensão Especial,2023,6,2
Maia,Doméstico,Baixa Tensão Especial,2023,7,2
Maia,Doméstico,Baixa Tensão Especial,2023,8,2
Maia,Doméstico,Baixa Tensão Especial,2023,9,2
Maia,Doméstico,Baixa Tensão Especial,2023,10,2
Maia,Doméstico,Baixa Tensão Especial,2023,11,2
Maia,Doméstico,Baixa Tensão Especial,2023,12,2
Maia,Doméstico,Baixa Tensão Especial,2024,1,2
Maia,Doméstico,Baixa Tensão Especial,2024,2,2
Maia,Doméstico,Baixa Tensão Especial,2024,3,2
Maia,Doméstico,Baixa Tensão Normal,2022,3,56538
Maia,Doméstico,Baixa Tensão Normal,2022,4,56562
Maia,Doméstico,Baixa Tensão Normal,2022,5,56548
Maia,Doméstico,Baixa Tensão Normal,2022,6,56556
Maia,Doméstico,Baixa Tensão Normal,2022,7,56571
Maia,Doméstico,Baixa Tensão Normal,2022,8,56638
Maia,Doméstico,Baixa Tensão Normal,2022,9,56657
Maia,Doméstico,Baixa Tensão Normal,2022,10,56684
Maia,Doméstico,Baixa Tensão Normal,2022,11,56722
Maia,Doméstico,Baixa Tensão Normal,2022,12,56750
Maia,Doméstico,Baixa Tensão Normal,2023,1,56775
Maia,Doméstico,Baixa Tensão Normal,2023,2,56826
Maia,Doméstico,Baixa Tensão Normal,2023,3,56855
Maia,Doméstico,Baixa Tensão Normal,2023,4,56855
Maia,Doméstico,Baixa Tensão Normal,2023,5,56855
Maia,Doméstico,Baixa Tensão Normal,2023,6,57014
Maia,Doméstico,Baixa Tensão Normal,2023,7,57048
Maia,Doméstico,Baixa Tensão Normal,2023,8,57068
Maia,Doméstico,Baixa Tensão Normal,2023,9,57109
Maia,Doméstico,Baixa Tensão Normal,2023,10,57158
Maia,Doméstico,Baixa Tensão Normal,2023,11,57176
Maia,Doméstico,Baixa Tensão Normal,2023,12,57178
Maia,Doméstico,Baixa Tensão Normal,2024,1,57208
Maia,Doméstico,Baixa Tensão Normal,2024,2,57217
Maia,Doméstico,Baixa Tensão Normal,2024,3,57224
Maia,Iluminação Pública,Baixa Tensão Normal,2022,3,635
Maia,Iluminação Pública,Baixa Tensão Normal,2022,4,635
Maia,Iluminação Pública,Baixa Tensão Normal,2022,5,635
Maia,Iluminação Pública,Baixa Tensão Normal,2022,6,635
Maia,Iluminação Pública,Baixa Tensão Normal,2022,7,635
Maia,Iluminação Pública,Baixa Tensão Normal,2022,8,635
Maia,Iluminação Pública,Baixa Tensão Normal,2022,9,635
Maia,Iluminação Pública,Baixa Tensão Normal,2022,10,635
Maia,Iluminação Pública,Baixa Tensão Normal,2022,11,636
Maia,Iluminação Pública,Baixa Tensão Normal,2022,12,636
Maia,Iluminação Pública,Baixa Tensão Normal,2023,1,636
Maia,Iluminação Pública,Baixa Tensão Normal,2023,2,636
Maia,Iluminação Pública,Baixa Tensão Normal,2023,3,635
Maia,Iluminação Pública,Baixa Tensão Normal,2023,4,635
Maia,Iluminação Pública,Baixa Tensão Normal,2023,5,635
Maia,Iluminação Pública,Baixa Tensão Normal,2023,6,634
Maia,Iluminação Pública,Baixa Tensão Normal,2023,7,634
Maia,Iluminação Pública,Baixa Tensão Normal,2023,8,634
Maia,Iluminação Pública,Baixa Tensão Normal,2023,9,634
Maia,Iluminação Pública,Baixa Tensão Normal,2023,10,634
Maia,Iluminação Pública,Baixa Tensão Normal,2023,11,634
Maia,Iluminação Pública,Baixa Tensão Normal,2023,12,635
Maia,Iluminação Pública,Baixa Tensão Normal,2024,1,635
Maia,Iluminação Pública,Baixa Tensão Normal,2024,2,636
Maia,Iluminação Pública,Baixa Tensão Normal,2024,3,636
Maia,Não Doméstico,Baixa Tensão Especial,2022,3,522
Maia,Não Doméstico,Baixa Tensão Especial,2022,4,522
Maia,Não Doméstico,Baixa Tensão Especial,2022,5,521
Maia,Não Doméstico,Baixa Tensão Especial,2022,6,521
Maia,Não Doméstico,Baixa Tensão Especial,2022,7,522
Maia,Não Doméstico,Baixa Tensão Especial,2022,8,519
Maia,Não Doméstico,Baixa Tensão Especial,2022,9,519
Maia,Não Doméstico,Baixa Tensão Especial,2022,10,519
Maia,Não Doméstico,Baixa Tensão Especial,2022,11,524
Maia,Não Doméstico,Baixa Tensão Especial,2022,12,524
Maia,Não Doméstico,Baixa Tensão Especial,2023,1,523
Maia,Não Doméstico,Baixa Tensão Especial,2023,2,520
Maia,Não Doméstico,Baixa Tensão Especial,2023,3,522
Maia,Não Doméstico,Baixa Tensão Especial,2023,4,522
Maia,Não Doméstico,Baixa Tensão Especial,2023,5,522
Maia,Não Doméstico,Baixa Tensão Especial,2023,6,527
Maia,Não Doméstico,Baixa Tensão Especial,2023,7,528
Maia,Não Doméstico,Baixa Tensão Especial,2023,8,529
Maia,Não Doméstico,Baixa Tensão Especial,2023,9,529
Maia,Não Doméstico,Baixa Tensão Especial,2023,10,531
Maia,Não Doméstico,Baixa Tensão Especial,2023,11,533
Maia,Não Doméstico,Baixa Tensão Especial,2023,12,533
Maia,Não Doméstico,Baixa Tensão Especial,2024,1,535
Maia,Não Doméstico,Baixa Tensão Especial,2024,2,534
Maia,Não Doméstico,Baixa Tensão Especial,2024,3,535
Maia,Não Doméstico,Baixa Tensão Normal,2022,3,12012
Maia,Não Doméstico,Baixa Tensão Normal,2022,4,12020
Maia,Não Doméstico,Baixa Tensão Normal,2022,5,12032
Maia,Não Doméstico,Baixa Tensão Normal,2022,6,12089
Maia,Não Doméstico,Baixa Tensão Normal,2022,7,12113
Maia,Não Doméstico,Baixa Tensão Normal,2022,8,12119
Maia,Não Doméstico,Baixa Tensão Normal,2022,9,12073
Maia,Não Doméstico,Baixa Tensão Normal,2022,10,12076
Maia,Não Doméstico,Baixa Tensão Normal,2022,11,12089
Maia,Não Doméstico,Baixa Tensão Normal,2022,12,12093
Maia,Não Doméstico,Baixa Tensão Normal,2023,1,12097
Maia,Não Doméstico,Baixa Tensão Normal,2023,2,12093
Maia,Não Doméstico,Baixa Tensão Normal,2023,3,12097
Maia,Não Doméstico,Baixa Tensão Normal,2023,4,12097
Maia,Não Doméstico,Baixa Tensão Normal,2023,5,12097
Maia,Não Doméstico,Baixa Tensão Normal,2023,6,12193
Maia,Não Doméstico,Baixa Tensão Normal,2023,7,12209
Maia,Não Doméstico,Baixa Tensão Normal,2023,8,12212
Maia,Não Doméstico,Baixa Tensão Normal,2023,9,12206
Maia,Não Doméstico,Baixa Tensão Normal,2023,10,12206
Maia,Não Doméstico,Baixa Tensão Normal,2023,11,12214
Maia,Não Doméstico,Baixa Tensão Normal,2023,12,12207
Maia,Não Doméstico,Baixa Tensão Normal,2024,1,12218
Maia,Não Doméstico,Baixa Tensão Normal,2024,2,12207
Maia,Não Doméstico,Baixa Tensão Normal,2024,3,12196
Maia,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,3,282
Maia,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,4,282
Maia,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,5,283
Maia,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,6,282
Maia,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,7,283
Maia,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,8,283
Maia,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,9,283
Maia,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,10,284
Maia,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,11,284
Maia,Não Doméstico,"Muito Alta, Alta e Média Tensões",2022,12,284
Maia,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,1,284
Maia,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,2,285
Maia,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,3,285
Maia,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,4,285
Maia,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,5,285
Maia,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,6,285
Maia,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,7,285
Maia,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,8,285
Maia,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,9,285
Maia,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,10,286
Maia,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,11,286
Maia,Não Doméstico,"Muito Alta, Alta e Média Tensões",2023,12,286
Maia,Não Doméstico,"Muito Alta, Alta e Média Tensões",2024,1,286
Maia,Não Doméstico,"Muito Alta, Alta e Média Tensões",2024,2,286
Maia,Não Doméstico,"Muito Alta, Alta e Média Tensões",2024,3,286
Maia,Outros,Baixa Tensão Especial,2022,3,9
Maia,Outros,Baixa Tensão Especial,2022,4,9
Maia,Outros,Baixa Tensão Especial,2022,5,10
Maia,Outros,Baixa Tensão Especial,2022,6,10
Maia,Outros,Baixa Tensão Especial,2022,7,10
Maia,Outros,Baixa Tensão Especial,2022,8,10
Maia,Outros,Baixa Tensão Especial,2022,9,6
Maia,Outros,Baixa Tensão Especial,2022,10,6
Maia,Outros,Baixa Tensão Especial,2022,11,7
Maia,Outros,Baixa Tensão Especial,2022,12,7
Maia,Outros,Baixa Tensão Especial,2023,1,6
Maia,Outros,Baixa Tensão Especial,2023,2,6
Maia,Outros,Baixa Tensão Especial,2023,3,6
Maia,Outros,Baixa Tensão Especial,2023,4,6
Maia,Outros,Baixa Tensão Especial,2023,5,6
Maia,Outros,Baixa Tensão Especial,2023,6,6
Maia,Outros,Baixa Tensão Especial,2023,7,7
Maia,Outros,Baixa Tensão Especial,2023,8,7
Maia,Outros,Baixa Tensão Especial,2023,9,7
Maia,Outros,Baixa Tensão Especial,2023,10,7
Maia,Outros,Baixa Tensão Especial,2023,11,8
Maia,Outros,Baixa Tensão Especial,2023,12,8
Maia,Outros,Baixa Tensão Especial,2024,1,6
Maia,Outros,Baixa Tensão Especial,2024,2,6
Maia,Outros,Baixa Tensão Especial,2024,3,6
Maia,Outros,Baixa Tensão Normal,2022,3,378
Maia,Outros,Baixa Tensão Normal,2022,4,380
Maia,Outros,Baixa Tensão Normal,2022,5,385
Maia,Outros,Baixa Tensão Normal,2022,6,394
Maia,Outros,Baixa Tensão Normal,2022,7,382
Maia,Outros,Baixa Tensão Normal,2022,8,383
Maia,Outros,Baixa Tensão Normal,2022,9,372
Maia,Outros,Baixa Tensão Normal,2022,10,379
Maia,Outros,Baixa Tensão Normal,2022,11,382
Maia,Outros,Baixa Tensão Normal,2022,12,382
Maia,Outros,Baixa Tensão Normal,2023,1,377
Maia,Outros,Baixa Tensão Normal,2023,2,375
Maia,Outros,Baixa Tensão Normal,2023,3,375
Maia,Outros,Baixa Tensão Normal,2023,4,375
Maia,Outros,Baixa Tensão Normal,2023,5,375
Maia,Outros,Baixa Tensão Normal,2023,6,414
Maia,Outros,Baixa Tensão Normal,2023,7,392
Maia,Outros,Baixa Tensão Normal,2023,8,405
Maia,Outros,Baixa Tensão Normal,2023,9,394
Maia,Outros,Baixa Tensão Normal,2023,10,394
Maia,Outros,Baixa Tensão Normal,2023,11,400
Maia,Outros,Baixa Tensão Normal,2023,12,402
Maia,Outros,Baixa Tensão Normal,2024,1,401
Maia,Outros,Baixa Tensão Normal,2024,2,402
Maia,Outros,Baixa Tensão Normal,2024,3,404
Maia,Outros,"Muito Alta, Alta e Média Tensões",2022,3,4
Maia,Outros,"Muito Alta, Alta e Média Tensões",2022,4,4
Maia,Outros,"Muito Alta, Alta e Média Tensões",2022,5,4
Maia,Outros,"Muito Alta, Alta e Média Tensões",2022,6,8
Maia,Outros,"Muito Alta, Alta e Média Tensões",2022,7,8
Maia,Outros,"Muito Alta, Alta e Média Tensões",2022,8,8
Mangualde,Doméstico,Baixa Tensão Especial,2022,3,1
Mangualde,Doméstico,Baixa Tensão Especial,2022,4,1
Mangualde,Doméstico,Baixa Tensão Especial,2022,5,1
Mangualde,Doméstico,Baixa Tensão Especial,2022,6,1
Mangualde,Doméstico,Baixa Tensão Especial,2022,7,1
Mangualde,Doméstico,Baixa Tensão Especial,2022,8,1
Mangualde,Doméstico,Baixa Tensão Especial,2022,9,1
Mangualde,Doméstico,Baixa Tensão Especial,2022,10,1
Mangualde,Doméstico,Baixa Tensão Especial,2022,11,1
Mangualde,Doméstico,Baixa Tensão Especial,2022,12,1
Mangualde,Doméstico,Baixa Tensão Especial,2023,1,1
Mangualde,Doméstico,Baixa Tensão Especial,2023,2,1
Mangualde,Doméstico,Baixa Tensão Especial,2023,3,1
Mangualde,Doméstico,Baixa Tensão Especial,2023,4,1
Mangualde,Doméstico,Baixa Tensão Especial,2023,5,1
Mangualde,Doméstico,Baixa Tensão Especial,2023,6,1
Mangualde,Doméstico,Baixa Tensão Especial,2023,7,1
Mangualde,Doméstico,Baixa Tensão Especial,2023,8,1
Mangualde,Doméstico,Baixa Tensão Especial,2023,9,1
Mangualde,Doméstico,Baixa Tensão Especial,2023,10,1
Mangualde,Doméstico,Baixa Tensão Especial,2023,11,1
Mangualde,Doméstico,Baixa Tensão Especial,2023,12,1
Mangualde,Doméstico,Baixa Tensão Especial,2024,1,1
Mangualde,Doméstico,Baixa Tensão Especial,2024,2,1
Mangualde,Doméstico,Baixa Tensão Especial,2024,3,1
Mangualde,Doméstico,Baixa Tensão Normal,2022,3,10259
Mangualde,Doméstico,Baixa Tensão Normal,2022,4,10257
Mangualde,Doméstico,Baixa Tensão Normal,2022,5,10260
Mangualde,Doméstico,Baixa Tensão Normal,2022,6,10275
Mangualde,Doméstico,Baixa Tensão Normal,2022,7,10284
Mangualde,Doméstico,Baixa Tensão Normal,2022,8,10282
Mangualde,Doméstico,Baixa Tensão Normal,2022,9,10283
Mangualde,Doméstico,Baixa Tensão Normal,2022,10,10295
Mangualde,Doméstico,Baixa Tensão Normal,2022,11,10294
Mangualde,Doméstico,Baixa Tensão Normal,2022,12,10298
Mangualde,Doméstico,Baixa Tensão Normal,2023,1,10295
Mangualde,Doméstico,Baixa Tensão Normal,2023,2,10298
Mangualde,Doméstico,Baixa Tensão Normal,2023,3,10291
Mangualde,Doméstico,Baixa Tensão Normal,2023,4,10292
Mangualde,Doméstico,Baixa Tensão Normal,2023,5,10292
Mangualde,Doméstico,Baixa Tensão Normal,2023,6,10314
Mangualde,Doméstico,Baixa Tensão Normal,2023,7,10318
Mangualde,Doméstico,Baixa Tensão Normal,2023,8,10346
Mangualde,Doméstico,Baixa Tensão Normal,2023,9,10353
Mangualde,Doméstico,Baixa Tensão Normal,2023,10,10365
Mangualde,Doméstico,Baixa Tensão Normal,2023,11,10368
Mangualde,Doméstico,Baixa Tensão Normal,2023,12,10366
Mangualde,Doméstico,Baixa Tensão Normal,2024,1,10372
Mangualde,Doméstico,Baixa Tensão Normal,2024,2,10374
Mangualde,Doméstico,Baixa Tensão Normal,2024,3,10382
Mangualde,Iluminação Pública,Baixa Tensão Normal,2022,3,189
Mangualde,Iluminação Pública,Baixa Tensão Normal,2022,4,189
Mangualde,Iluminação Pública,Baixa Tensão Normal,2022,5,189
Mangualde,Iluminação Pública,Baixa Tensão Normal,2022,6,190
Mangualde,Iluminação Pública,Baixa Tensão Normal,2022,7,190
Mangualde,Iluminação Pública,Baixa Tensão Normal,2022,8,192
Mangualde,Iluminação Pública,Baixa Tensão Normal,2022,9,192
Mangualde,Iluminação Pública,Baixa Tensão Normal,2022,10,192
Mangualde,Iluminação Pública,Baixa Tensão Normal,2022,11,192
Mangualde,Iluminação Pública,Baixa Tensão Normal,2022,12,192
Mangualde,Iluminação Pública,Baixa Tensão Normal,2023,1,192
Mangualde,Iluminação Pública,Baixa Tensão Normal,2023,2,192
Mangualde,Iluminação Pública,Baixa Tensão Normal,2023,3,193
Mangualde,Iluminação Pública,Baixa Tensão Normal,2023,4,193
Mangualde,Iluminação Pública,Baixa Tensão Normal,2023,5,193
Mangualde,Iluminação Pública,Baixa Tensão Normal,2023,6,193
Mangualde,Iluminação Pública,Baixa Tensão Normal,2023,7,193
Mangualde,Iluminação Pública,Baixa Tensão Normal,2023,8,193
Mangualde,Iluminação Pública,Baixa Tensão Normal,2023,9,193
Mangualde,Iluminação Pública,Baixa Tensão Normal,2023,10,193
Mangualde,Iluminação Pública,Baixa Tensão Normal,2023,11,194
Mangualde,Iluminação Pública,Baixa Tensão Normal,2023,12,194
Mangualde,Iluminação Pública,Baixa Tensão Normal,2024,1,194
Mangualde,Iluminação Pública,Baixa Tensão Normal,2024,2,194
Mangualde,Iluminação Pública,Baixa Tensão Normal,2024,3,194
Mangualde,Não Doméstico,Baixa Tensão Especial,2022,3,45
Mangualde,Não Doméstico,Baixa Tensão Especial,2022,4,45
