ano,mes,energia_ativa_baixa_tensao_kwh,energia_ativa_alta_tensao_kwh,cpes_domestico_baixa_tensao,cpes_domestico_alta_tensao,cpes_iluminacao_publica_baixa_tensao,cpes_iluminacao_publica_alta_tensao,cpes_nao_domestico_baixa_tensao,cpes_nao_domestico_alta_tensao,cpes_outros_baixa_tensao,cpes_outros_alta_tensao,cpes_mobilidade_eletrica_nao_baixa_tensao,cpes_mobilidade_eletrica_sim_baixa_tensao
2022,10,912675,291998,4361,0,86,0,733,22,30,0,5376,2
2022,11,945244,291986,4362,0,86,0,735,21,27,0,5570,2
2022,12,1085534,278007,4365,0,86,0,736,21,34,0,5780,2
2023,1,1126594,333208,4363,0,86,0,735,21,27,0,5918,2
2023,2,977693,309072,4367,0,86,0,734,21,26,0,5994,2
2023,3,968895,319272,4368,0,86,0,739,21,27,0,6266,2
2023,4,844096,274203,4368,0,86,0,739,21,27,0,6216,2
2023,5,846689,299732,4368,0,86,0,739,21,27,0,6562,2
2023,6,869039,308935,4375,0,86,0,742,21,35,0,6890,4
2023,7,1031771,340636,4384,0,86,0,746,22,35,0,6976,4
2023,8,1103449,311310,4390,0,86,0,747,22,27,0,7060,4
2023,9,916674,286034,4385,0,86,0,750,22,28,0,6956,4
2023,10,929991,280001,4392,0,86,0,749,22,27,0,7412,4
2023,11,995814,282776,4389,0,86,0,752,22,27,0,7986,4
2023,12,1214388,294959,4385,0,86,0,754,22,31,0,8248,4
2024,1,547567,54013,4389,0,86,0,759,22,26,0,8274,4
2022,8,727737,287023,1809,0,22,0,373,14,11,0,3038,2
2022,9,574102,254733,1804,0,22,0,374,14,11,0,3022,2
2022,10,552074,329355,1799,0,22,0,374,14,11,0,3034,2
2022,11,600966,371805,1801,0,22,0,374,14,10,0,3064,2
2022,12,711851,333578,1802,0,22,0,374,14,9,0,3052,2
2023,1,759365,356597,1804,0,22,0,373,14,11,0,3066,2
2023,2,680853,270536,1805,0,22,0,373,14,11,0,3064,2
2023,3,683314,275360,1805,0,22,0,372,14,11,0,3202,2
2023,4,621515,308189,1805,0,22,0,372,14,11,0,3188,2
2023,5,575322,311233,1805,0,22,0,372,14,11,0,3184,2
2023,6,636607,273030,1806,0,22,0,371,14,12,0,3088,2
2023,7,789964,153822,1811,0,22,0,369,14,10,0,3124,2
2023,8,759792,159781,1819,0,22,0,370,14,13,0,3152,2
2023,9,627621,197322,1818,0,22,0,370,15,10,0,3250,2
2023,10,616353,347926,1819,0,22,0,369,15,10,0,3066,2
2023,11,666750,407681,1818,0,22,0,371,15,10,0,2924,2
2023,12,820011,366791,1817,0,22,0,370,15,9,0,2952,2
2024,1,356395,198953,1819,0,22,0,369,15,8,0,3042,2
2022,8,1474506,504748,8940,0,177,0,1251,36,47,0,1148,2
2022,9,1446247,404740,8948,0,177,0,1250,36,47,0,1152,2
2022,10,1542816,429186,8953,0,177,0,1251,36,44,0,1228,2
2022,11,1593457,375502,8947,0,180,0,1254,36,44,0,1278,2
2022,12,1699006,415036,8937,0,181,0,1254,36,49,0,1312,2
2023,1,1734088,414324,8936,0,180,0,1256,36,42,0,1340,2
2023,2,1529894,378273,8935,0,180,0,1257,36,43,0,1382,2
2023,3,1628022,387995,8931,0,180,0,1258,36,44,0,1402,2
2023,4,1459940,370275,8931,0,180,0,1258,36,44,0,1486,2
2023,5,1421637,377751,8931,0,180,0,1258,36,44,0,1792,2
2023,6,1367738,408387,8951,0,180,0,1265,36,44,0,1928,2
2023,7,1451683,438195,8961,0,180,0,1267,36,47,0,2032,2
2023,8,1529982,431222,8953,0,180,0,1270,36,45,0,2290,2
2023,9,1425081,371784,8956,0,180,0,1272,36,46,0,2540,2
2023,10,1545014,364113,8953,0,180,0,1271,36,45,0,2840,2
2023,11,1645895,368231,8944,0,180,0,1275,36,43,0,2644,2
2023,12,1868182,397713,8936,0,180,0,1275,36,50,0,3058,2
2024,1,892470,126354,8938,0,180,0,1285,36,43,0,2912,2
2022,8,3785583,2363356,8286,0,132,0,2190,89,52,0,16006,2
2022,9,3326463,2337034,8284,0,132,0,2191,87,51,0,16144,2
2022,10,3277955,2297107,8301,0,132,0,2198,87,52,0,16026,2
2022,11,3482138,2139221,8310,0,132,0,2203,87,52,0,16254,2
2022,12,4019998,1955636,8305,0,132,0,2206,87,50,0,16414,2
2023,1,4481347,2296473,8319,0,132,0,2208,87,46,0,16620,2
2023,2,4065131,2128471,8329,0,132,0,2203,87,46,0,16900,4
2023,3,3816420,2353022,8338,0,132,0,2205,87,47,0,16192,4
2023,4,3360959,2255777,8338,0,132,0,2205,87,47,0,16698,4
2023,5,3425164,2434601,8338,0,132,0,2205,87,47,0,16364,2
2023,6,3520327,2400773,8357,0,131,0,2210,87,50,0,16892,4
2023,7,3872875,2598890,8356,0,131,0,2212,87,53,0,17434,4
2023,8,3913343,2253651,8361,0,132,0,2212,87,51,0,17218,4
2023,9,3369998,2274509,8360,0,132,0,2212,87,49,0,17514,2
2023,10,3463405,2179475,8364,0,132,0,2220,87,51,0,17546,2
2023,11,3703654,2160831,8363,0,132,0,2229,87,55,0,17112,4
2023,12,4523555,1824419,8365,0,132,0,2226,87,56,0,17142,4
2024,1,1868264,586787,8367,0,132,0,2227,87,50,0,17582,4
2022,8,4156653,569810,10666,0,183,0,3307,34,72,0,6756,4
2022,9,4069943,554838,10674,0,183,0,3272,34,66,0,6622,4
2022,10,3961775,592675,10683,0,183,0,3258,34,68,0,7288,4
2022,11,3933172,585404,10679,0,183,0,3242,34,72,0,7658,4
2022,12,4332890,630114,10688,0,183,0,3234,34,66,0,7750,4
2023,1,4458041,628908,10696,0,183,0,3227,34,63,0,8162,2
2023,2,3860973,552906,10704,0,183,0,3222,34,57,0,9104,4
2023,3,3929785,632242,10725,0,183,0,3217,34,57,0,9288,2
2023,4,3522950,586913,10725,0,183,0,3217,34,57,0,9308,4
2023,5,3603562,593065,10725,0,183,0,3217,34,57,0,9182,4
2023,6,3557900,580833,10759,0,183,0,3334,35,53,0,9426,4
2023,7,3783714,629518,10774,0,183,0,3335,35,52,0,9150,4
2023,8,3841962,636175,10779,0,183,0,3321,35,58,0,9868,4
2023,9,3644216,646981,10781,0,183,0,3280,36,49,0,11036,4
2023,10,3859384,695469,10782,0,183,0,3263,36,49,0,11774,4
2023,11,4068333,703939,10787,0,184,0,3243,36,52,0,13748,4
2023,12,4701629,704974,10802,0,184,0,3245,36,55,0,14166,4
2024,1,1980467,240459,10806,0,184,0,3239,36,50,0,14118,4
2022,8,10074403,7821449,24055,0,280,0,7658,152,212,0,51770,2
2022,9,9296922,7420922,24110,0,280,0,7668,153,212,0,51776,2
2022,10,9297180,7182421,24155,0,280,0,7666,153,211,0,52008,2
2022,11,9417552,6903428,24198,1,280,0,7678,153,219,0,52930,2
2022,12,10595513,6948105,24228,1,280,0,7679,152,216,0,54348,4
2023,1,11758539,7038186,24250,1,280,0,7681,151,205,0,54388,4
2023,2,10627568,6249450,24277,1,280,0,7699,153,205,0,55688,4
2023,3,10137094,6864789,24305,1,280,0,7698,151,207,0,56446,4
2023,4,9041144,6165243,24304,1,280,0,7698,151,207,0,56156,4
2023,5,9483924,6845852,24304,1,280,0,7698,151,207,0,55980,4
2023,6,9835890,7254575,24457,1,280,0,7736,152,285,0,57294,6
2023,7,10537916,7773517,24486,1,280,0,7745,152,211,0,57336,6
2023,8,10561943,8414889,24505,1,280,0,7744,152,217,0,57860,14
2023,9,9666067,7635414,24523,1,280,0,7769,152,208,0,58420,14
2023,10,9855356,7402149,24535,1,280,0,7773,153,206,0,58760,16
2023,11,9948999,6937894,24535,1,281,0,7768,153,217,0,60364,16
2023,12,11960070,7002943,24530,2,281,0,7776,153,208,0,60808,16
2024,1,5141409,2394085,24574,2,281,0,7784,153,199,0,60802,18
2022,8,3544030,1507617,12292,0,184,0,2282,45,98,0,10968,2
2022,9,3186404,1603884,12299,0,184,0,2278,45,99,0,10786,2
2022,10,3243606,1720938,12303,0,184,0,2280,45,92,0,11272,2
2022,11,3444783,1640586,12311,0,184,0,2277,45,94,0,11582,2
2022,12,3927946,1366288,12316,0,184,0,2274,45,110,0,12022,2
2023,1,4192893,1595477,12323,0,184,0,2274,45,101,0,12488,2
2023,2,3686595,1635953,12334,0,184,0,2271,45,104,0,13230,2
2023,3,3616303,1726321,12343,0,184,0,2270,45,106,0,14078,2
2023,4,3061601,1590313,12343,0,184,0,2270,45,106,0,14292,2
2023,5,3019652,1756444,12343,0,184,0,2270,45,106,0,14224,2
2023,6,3033460,1764108,12379,0,184,0,2307,45,103,0,17234,2
2023,7,3411140,1579823,12384,0,184,0,2323,45,106,0,19200,2
2023,8,3651091,1456781,12400,0,185,0,2329,45,101,0,20092,2
2023,9,3195519,1721074,12403,0,187,0,2331,47,96,0,22082,2
2023,10,3330513,1902676,12404,0,187,0,2324,48,96,0,21770,2
2023,11,3692851,1843786,12416,0,187,0,2322,48,104,0,22170,2
2023,12,4574560,1519182,12418,0,187,0,2320,48,100,0,23570,2
2024,1,2029601,807189,12425,0,187,0,2317,48,93,0,24136,2
2022,8,1039124,1781780,2970,0,35,0,584,36,11,0,2304,2
2022,9,891356,1328189,2972,0,35,0,581,36,9,0,2402,2
2022,10,875545,513687,2969,0,35,0,580,36,9,0,2626,2
2022,11,893804,224419,2966,0,35,0,579,36,9,0,2772,2
2022,12,986308,222864,2964,0,35,0,582,36,9,0,2818,2
2023,1,1075054,239017,2963,0,35,0,581,36,8,0,2942,2
2023,2,957763,217661,2966,0,35,0,579,36,9,0,3174,2
2023,3,936030,259316,2965,0,35,0,578,36,8,0,3570,2
2023,4,867803,287485,2965,0,35,0,578,36,8,0,3902,2
2023,5,895642,327714,2965,0,35,0,578,36,8,0,3892,2
2023,6,952845,434314,2968,0,35,0,584,36,8,0,4288,2
2023,7,1104559,1235935,2978,0,35,0,585,36,8,0,4500,2
2023,8,1104551,2025869,2982,0,35,0,586,36,10,0,4530,2
2023,9,912158,1410249,2985,0,35,0,586,36,9,0,4628,2
2023,10,898670,510226,2987,0,35,0,586,36,7,0,4040,2
2023,11,920343,189803,2982,0,35,0,586,36,6,0,4102,2
2023,12,1086738,196295,2982,0,35,0,587,36,6,0,4484,2
2024,1,457085,117701,2979,0,35,0,588,36,6,0,4658,2
2022,8,1486257,2530041,5445,0,123,0,1024,40,30,0,7090,2
2022,9,1390342,2938514,5453,0,123,0,1025,40,30,0,7040,2
2022,10,1425033,2349017,5455,0,123,0,1026,40,29,0,7302,2
2022,11,1471598,2135178,5456,0,123,0,1026,40,28,0,7388,2
2022,12,1614963,2041098,5457,0,123,0,1028,40,28,0,7428,2
2023,1,1669159,2265296,5457,0,123,0,1029,40,25,0,7470,2
2023,2,1472503,1883665,5462,0,123,0,1027,40,26,0,7634,2
2023,3,1468875,2016065,5462,0,123,0,1029,40,25,0,7852,2
2023,4,1280371,2530198,5462,0,123,0,1029,41,25,0,7758,2
2023,5,1284517,2738395,5462,0,123,0,1029,41,25,0,7862,2
2023,6,1265088,2607098,5482,0,123,0,1029,42,22,0,8516,2
2023,7,1383109,3067832,5492,0,123,0,1032,42,24,0,8874,2
2023,8,1479538,2620824,5491,0,123,0,1035,42,25,0,8980,2
2023,9,1350182,3178533,5501,0,123,0,1037,42,23,0,9372,2
2023,10,1410357,3225213,5506,0,124,0,1041,42,22,0,9982,2
2023,11,1491514,3394183,5507,0,124,0,1045,42,22,0,10588,2
2023,12,1738224,3621554,5504,0,124,0,1045,42,22,0,10630,2
2024,1,793592,1145838,5503,0,124,0,1053,42,22,0,11168,2
2022,8,3106138,3041148,8166,0,78,0,1991,76,25,0,9252,2
2022,9,2544817,2116584,8173,0,78,0,1992,76,25,0,9912,2
2022,10,2379743,1899142,8178,0,78,0,2000,76,21,0,9858,2
2022,11,2440770,1856037,8184,0,79,0,2000,76,23,0,9758,2
2022,12,2802164,1810362,8186,0,79,0,2000,76,24,0,10112,2
2023,1,3109334,1282281,8192,0,79,0,2002,76,20,0,10726,2
2023,2,2806612,1035298,8193,0,79,0,2004,75,20,0,11100,2
2023,3,2626770,1353547,8203,0,79,0,2004,75,20,0,11638,2
2023,4,2346768,1836167,8203,0,79,0,2004,75,20,0,13946,2
2023,5,2456492,2217199,8203,0,79,0,2004,75,20,0,13012,2
2023,6,2724934,2096141,8220,0,79,0,2019,75,28,0,13672,2
2023,7,3262816,2452725,8228,0,79,0,2024,74,24,0,13556,2
2023,8,3203122,2518873,8227,0,79,0,2025,74,20,0,14012,2
2023,9,2603819,2082453,8227,0,79,0,2030,74,22,0,14218,2
2023,10,2523021,1992439,8222,0,79,0,2025,74,20,0,15814,2
2023,11,2632713,1919466,8216,0,80,0,2026,74,21,0,16332,2
2023,12,3317086,1939834,8209,0,80,0,2028,74,24,0,16238,2
2024,1,1356858,288419,8196,0,80,0,2031,74,20,0,15134,2
2022,8,605327,325829,1554,0,15,0,362,18,8,0,1540,2
2022,9,503228,240484,1554,0,15,0,364,18,8,0,1522,2
2022,10,480212,178803,1553,0,15,0,366,18,8,0,1902,2
2022,11,498635,73547,1555,0,15,0,367,18,12,0,1944,2
2022,12,576182,71097,1556,0,15,0,366,18,11,0,1638,2
2023,1,649418,77218,1555,0,15,0,366,18,11,0,1740,2
2023,2,581629,71300,1556,0,15,0,366,18,7,0,2104,2
2023,3,547273,113002,1552,0,16,0,366,18,7,0,2124,2
2023,4,490203,177592,1552,0,16,0,366,18,7,0,2156,2
2023,5,502399,224192,1552,0,16,0,366,18,7,0,2168,2
2023,6,558130,291165,1552,0,16,0,369,18,7,0,2168,2
2023,7,642217,442365,1556,0,16,0,371,17,7,0,2176,2
2023,8,655085,407193,1557,0,16,0,372,17,11,0,2186,2
2023,9,538125,196035,1556,0,16,0,370,17,7,0,2292,2
2023,10,500837,139950,1561,0,16,0,370,17,7,0,2692,2
2023,11,534250,78096,1561,0,16,0,369,17,12,0,2582,2
2023,12,656825,88759,1563,0,16,0,368,17,12,0,2640,2
2024,1,287601,36258,1566,0,16,0,369,17,11,0,3376,2
2022,8,1862260,723446,7252,0,67,0,1159,20,68,0,6236,2
2022,9,1792380,878752,7246,0,67,0,1156,20,50,0,6236,2
2022,10,1855834,974595,7248,0,68,0,1143,20,50,0,6476,2
2022,11,1881535,971371,7252,0,68,0,1140,20,57,0,6684,2
2022,12,2115637,852225,7260,0,68,0,1141,20,57,0,6990,2
2023,1,2161809,1071593,7263,0,68,0,1142,20,53,0,7476,2
2023,2,1879650,904491,7264,0,68,0,1141,20,53,0,10116,2
2023,3,1886184,1014756,7265,0,68,0,1139,20,52,0,11388,2
2023,4,1650476,903824,7265,0,68,0,1139,20,52,0,12458,2
2023,5,1676336,998056,7265,0,68,0,1139,20,52,0,12858,2
2023,6,1696881,961788,7272,0,68,0,1159,20,51,0,14370,2
2023,7,1903643,891805,7286,0,68,0,1161,20,47,0,14814,2
2023,8,1986838,816934,7289,0,68,0,1161,20,50,0,14596,2
2023,9,1791145,950978,7291,0,68,0,1160,20,49,0,15160,2
2023,10,1820945,1072005,7291,0,68,0,1159,20,50,0,15330,2
2023,11,1927837,1051896,7300,0,68,0,1159,20,55,0,15516,2
2023,12,2289056,1015880,7300,0,68,0,1161,21,54,0,15572,2
2024,1,1024895,420115,7296,0,68,0,1158,21,48,0,15280,2
2022,8,803478,137785,3619,0,61,0,723,14,22,0,3984,2
2022,9,706007,167281,3617,0,61,0,726,14,21,0,3916,2
2022,10,902906,155866,3619,0,61,0,727,14,19,0,4262,2
2022,11,980827,170234,3614,0,61,0,732,14,19,0,4458,2
2022,12,1085188,161235,3615,0,61,0,734,14,19,0,4500,4
2023,1,1151283,207344,3617,0,61,0,746,14,18,0,4634,4
2023,2,1000428,196541,3620,0,61,0,750,14,18,0,4802,4
2023,3,982028,184910,3622,0,61,0,752,14,17,0,4884,4
2023,4,832369,137138,3625,0,61,0,752,14,17,0,5050,4
2023,5,806238,140667,3625,0,61,0,752,14,17,0,5292,4
2023,6,790956,133849,3625,0,61,0,752,14,21,0,5768,4
2023,7,884503,145722,3628,0,61,0,754,14,21,0,6022,4
2023,8,936450,129986,3630,0,61,0,753,14,21,0,6086,4
2023,9,809345,148413,3630,0,61,0,752,14,19,0,6144,4
2023,10,852830,155524,3630,0,61,0,756,14,19,0,5922,4
2023,11,957742,167450,3634,0,61,0,758,14,18,0,6524,4
2023,12,1158419,149571,3629,0,61,0,757,14,17,0,7240,2
2024,1,488355,72493,3632,0,61,0,757,14,16,0,8024,4
2022,8,1486820,79691,6623,0,120,0,1184,35,33,0,3454,2
2022,9,1258968,62464,6630,0,120,0,1185,35,33,0,3552,2
2022,10,1203383,59490,6635,0,120,0,1184,35,32,0,4330,2
2022,11,1179047,60720,6629,0,120,0,1183,35,32,0,4604,2
2022,12,1323442,65024,6627,0,120,0,1183,35,32,0,4838,2
2023,1,1407085,70863,6626,0,120,0,1185,35,33,0,5102,2
2023,2,1268630,65172,6631,0,120,0,1186,35,34,0,5324,2
2023,3,1252548,66342,6633,0,120,0,1187,35,35,0,7234,2
2023,4,1139575,63478,6633,0,120,0,1187,35,35,0,8390,2
2023,5,1205498,65778,6633,0,120,0,1187,35,35,0,9348,2
2023,6,1290829,70181,6642,0,120,0,1186,35,35,0,9548,2
2023,7,1515183,84577,6650,0,120,0,1186,35,36,0,9780,2
2023,8,1583076,81419,6654,0,120,0,1186,35,35,0,10306,2
2023,9,1276931,70534,6659,0,121,0,1188,35,34,0,10666,2
2023,10,1242538,68250,6654,0,121,0,1190,35,34,0,11812,2
2023,11,1232500,66662,6651,0,121,0,1190,35,34,0,11944,2
2023,12,1467398,85378,6651,0,121,0,1189,35,34,0,12814,0
2024,1,629629,28419,6646,0,121,0,1188,35,34,0,13744,0
2022,8,914624,67273,4024,0,115,0,891,16,14,0,3546,2
2022,9,795103,74193,4015,0,115,0,892,16,12,0,3624,2
2022,10,832912,76323,4014,0,116,0,894,16,12,0,3852,2
2022,11,859314,72965,4013,0,116,0,896,16,11,0,3962,2
2022,12,997169,83700,4014,0,116,0,895,16,13,0,4010,2
2023,1,1007760,88742,4014,0,117,0,897,16,11,0,4294,2
2023,2,883945,75560,4011,0,117,0,897,16,11,0,5042,2
2023,3,868102,69040,4011,0,118,0,899,16,10,0,5268,2
2023,4,755958,56254,4011,0,118,0,899,16,10,0,5486,2
2023,5,726667,57630,4011,0,118,0,899,16,10,0,5726,2
2023,6,720264,62839,4011,0,118,0,899,16,14,0,6242,2
2023,7,813268,62263,4012,0,118,0,901,16,10,0,6854,2
2023,8,912731,79770,4011,0,118,0,901,16,11,0,6848,2
2023,9,798173,80270,4017,0,118,0,901,16,10,0,7336,2
2023,10,838070,72028,4016,0,118,0,902,16,10,0,7778,2
2023,11,914630,76892,4012,0,118,0,901,16,10,0,8068,2
2023,12,1125976,84659,4014,0,118,0,900,16,10,0,8224,2
2024,1,467508,14398,4019,0,118,0,899,16,10,0,8614,2
2022,8,3768369,2946881,12413,0,101,0,2533,36,99,0,20818,10
2022,9,3337457,2620359,12410,0,101,0,2543,36,89,0,21034,10
2022,10,3248370,3587588,12409,0,101,0,2546,35,89,0,20984,10
2022,11,3300258,3516892,12403,0,101,0,2548,35,95,0,21012,10
2022,12,3704202,3011815,12420,0,101,0,2553,35,93,0,21326,10
2023,1,3991893,3438071,12423,0,101,0,2553,35,88,0,21450,8
2023,2,3572214,2887497,12424,0,101,0,2555,35,91,0,22866,10
2023,3,3468851,3736896,12433,0,101,0,2554,35,92,0,23154,8
2023,4,3054672,2674559,12433,0,101,0,2554,35,92,0,23798,10
2023,5,3137389,3405668,12433,0,101,0,2554,35,92,0,23184,8
2023,6,3173196,3222436,12508,0,101,0,2578,35,93,0,24886,16
2023,7,3608253,3536303,12525,0,101,0,2574,35,91,0,24908,16
2023,8,3794322,2508363,12536,0,101,0,2576,35,111,0,24928,16
2023,9,3368665,2789775,12545,0,101,0,2577,35,86,0,25124,18
2023,10,3360589,3235193,12546,0,101,0,2573,35,89,0,25610,20
2023,11,3441543,2383986,12541,0,101,0,2576,35,91,0,25390,20
2023,12,4072169,2577154,12547,0,101,0,2577,35,96,0,24746,20
2024,1,1872313,507595,12537,0,101,0,2582,35,90,0,25870,20
2022,8,1939925,8207732,7222,0,113,0,2032,47,74,0,8686,0
2022,9,1810830,11946702,7215,0,113,0,2036,47,72,0,8776,0
2022,10,1921307,12394644,7220,0,113,0,2040,47,73,0,9210,0
2022,11,2111427,12017251,7221,0,113,0,2040,47,72,0,9496,0
2022,12,2384071,10440853,7221,0,113,0,2039,47,78,0,9418,0
2023,1,2494867,12980013,7229,0,113,0,2036,47,72,0,10078,0
2023,2,2190691,13225843,7239,0,113,0,2038,47,71,0,10278,2
2023,3,2133915,15346115,7243,0,113,0,2038,47,70,0,10542,2
2023,4,1783817,11548842,7243,0,113,0,2038,47,70,0,10622,2
2023,5,1756878,14679319,7243,0,113,0,2038,47,70,0,10592,2
2023,6,1738757,11998356,7251,0,113,0,2043,47,69,0,10840,2
2023,7,1864698,14443532,7249,0,113,0,2045,48,69,0,11412,2
2023,8,1962915,7718926,7253,0,113,0,2046,48,69,0,11322,4
2023,9,1839317,12530901,7259,0,113,0,2048,48,69,0,11740,6
2023,10,2005752,13185090,7257,0,113,0,2052,48,69,0,11506,6
2023,11,2208954,12517092,7265,0,113,0,2050,48,66,0,11330,6
2023,12,2619257,10979602,7259,0,113,0,2052,48,70,0,11724,4
2024,1,1163881,876950,7266,0,113,0,2060,48,65,0,12224,4
2022,8,1286207,301620,5454,0,54,0,1311,28,6,0,7520,2
2022,9,1095736,275854,5447,0,54,0,1307,28,7,0,7336,2
2022,10,1108490,284644,5451,0,54,0,1306,28,7,0,7606,2
2022,11,1222219,276182,5455,0,55,0,1308,28,7,0,7750,2
2022,12,1403849,225675,5452,0,55,0,1311,28,8,0,7774,2
2023,1,1484318,258139,5455,0,55,0,1311,28,7,0,7522,2
2023,2,1316719,237026,5464,0,55,0,1310,28,7,0,7236,2
2023,3,1261138,262854,5465,0,54,0,1320,28,8,0,7678,2
2023,4,1078909,224267,5465,0,54,0,1320,28,8,0,7344,2
2023,5,1059783,244175,5465,0,54,0,1320,28,8,0,7700,2
2023,6,1094284,239126,5465,0,54,0,1325,29,9,0,8096,2
2023,7,1241426,276971,5474,0,54,0,1326,28,10,0,7706,2
2023,8,1322852,286576,5476,0,54,0,1328,28,9,0,7552,2
2023,9,1109227,258144,5473,0,54,0,1333,28,8,0,8190,2
2023,10,1161365,240893,5473,0,54,0,1336,28,9,0,8336,2
2023,11,1278368,212214,5469,0,54,0,1335,28,10,0,8284,2
2023,12,1544569,195607,5461,0,54,0,1329,28,10,0,8638,2
2024,1,616141,52585,5465,0,54,0,1332,29,9,0,8930,2
2022,8,5805118,2312973,15884,0,387,0,3762,107,103,0,8104,6
2022,9,6212976,2044623,15884,0,387,0,3763,107,100,0,8206,6
2022,10,5723227,1909208,15892,0,387,0,3763,107,91,0,8188,6
2022,11,5377657,1742842,15893,0,387,0,3766,107,91,0,8994,6
2022,12,5824892,1734596,15886,0,387,0,3767,107,124,0,9596,6
2023,1,6283473,1761679,15895,0,387,0,3770,108,94,0,11782,6
2023,2,5729719,1615107,15897,0,387,0,3779,109,96,0,12206,8
2023,3,5759728,1863344,15905,0,387,0,3783,109,91,0,12126,8
2023,4,5303964,2056499,15904,0,387,0,3783,109,91,0,12684,8
2023,5,5369228,2221694,15904,0,387,0,3783,109,91,0,12894,8
2023,6,5341357,2219286,15908,0,387,0,3789,110,97,0,13228,8
2023,7,5701635,2371409,15921,0,387,0,3800,110,99,0,14046,8
2023,8,5827894,2454509,15922,0,387,0,3801,110,103,0,14554,8
2023,9,5316513,2131448,15922,0,387,0,3800,110,93,0,15284,8
2023,10,5372850,1946977,15938,0,387,0,3809,110,87,0,16642,8
2023,11,5491837,1727858,15943,0,387,0,3810,110,95,0,18528,8
2023,12,6377458,1796748,15932,0,387,0,3808,110,115,0,19800,8
2024,1,2658547,759815,15938,0,387,0,3809,110,81,0,20338,6
2022,8,17751281,4374044,67143,0,327,0,13408,72,241,0,75286,14
2022,9,17499144,4297784,67156,0,327,0,13431,72,234,0,73290,14
2022,10,18376185,4225825,67228,0,327,0,13467,72,235,0,74816,14
2022,11,19040577,4006606,67292,0,327,0,13486,72,239,0,79578,14
2022,12,21583588,3779406,67358,0,327,0,13493,72,234,0,80624,14
2023,1,23446202,4031968,67385,0,327,0,13506,73,234,0,84778,12
2023,2,21054473,3786674,67439,0,327,0,13518,74,231,0,88834,20
2023,3,20368541,4076511,67501,0,328,0,13506,74,231,0,92646,24
2023,4,17672838,3822436,67501,0,328,0,13505,74,231,0,95332,24
2023,5,18110614,4246399,67501,0,328,0,13505,74,231,0,92606,24
2023,6,18066802,4370479,67704,0,328,0,13558,74,238,0,103118,30
2023,7,18631764,4579129,67730,0,328,0,13563,74,233,0,105666,30
2023,8,18701916,4581066,67807,0,328,0,13573,74,231,0,108022,34
2023,9,18340850,4386750,67847,0,328,0,13598,74,228,0,113032,36
2023,10,19651290,4493228,67950,0,328,0,13623,74,225,0,116848,50
2023,11,20327698,4062621,67989,0,328,0,13644,74,224,0,120330,56
2023,12,24186139,3922131,68014,0,328,0,13640,75,224,0,125906,60
2024,1,10484482,736327,68054,0,330,0,13641,76,220,0,123816,62
2022,8,27613851,23741247,84177,0,448,0,17277,291,426,8,91274,70
2022,9,27361027,23175306,84154,0,448,0,17304,291,408,0,90488,68
2022,10,28750190,22927287,84243,0,448,0,17306,292,417,0,92812,68
2022,11,29782105,21755478,84311,0,448,0,17321,293,448,0,92972,72
2022,12,33356244,21795713,84349,0,451,0,17332,293,443,0,95046,80
2023,1,36711968,22540737,84373,0,451,0,17341,293,404,0,93372,74
2023,2,33034203,20260429,84429,0,451,0,17337,293,406,0,98246,90
2023,3,31964478,21947043,84431,0,451,0,17346,293,404,0,101690,96
2023,4,27340771,20764597,84432,0,451,0,17345,293,404,0,105204,98
2023,5,27942519,22605338,84432,0,451,0,17345,293,404,0,102796,96
2023,6,27599340,23137620,84484,0,451,0,17408,292,417,0,111146,110
2023,7,28361123,24053797,84562,0,451,0,17437,292,418,0,114674,110
2023,8,28148456,24047666,84602,0,451,0,17448,292,417,0,116630,124
2023,9,27755003,23029976,84621,0,451,0,17473,293,409,0,121622,132
2023,10,29668996,23732279,84643,0,451,0,17483,293,436,0,123510,142
2023,11,30836829,21784367,84691,0,451,0,17497,293,444,0,127016,154
2023,12,36558032,21811740,84697,0,451,0,17501,293,441,0,132004,168
2024,1,15554551,7188597,84723,0,451,0,17502,293,398,0,126978,176
2022,8,899281,741255,4285,0,157,0,1185,13,16,0,1596,4
2022,9,830523,1552677,4285,0,157,0,1184,13,16,0,1360,4
2022,10,877940,1636969,4280,0,157,0,1184,14,16,0,1736,4
2022,11,912260,1590435,4277,0,157,0,1181,14,14,0,1868,4
2022,12,997107,1430981,4276,0,157,0,1182,14,14,0,1958,4
2023,1,1028414,1442630,4276,0,157,0,1179,14,13,0,1828,4
2023,2,909874,1358441,4271,0,157,0,1182,14,12,0,2232,4
2023,3,919327,1415299,4270,0,157,0,1182,14,12,0,2354,4
2023,4,817724,715882,4270,0,157,0,1182,14,12,0,2404,4
2023,5,815085,311584,4270,0,157,0,1182,14,12,0,2648,4
2023,6,793324,454976,4282,0,157,0,1184,14,14,0,2818,4
2023,7,897320,1550365,4289,0,157,0,1184,14,14,0,3584,4
2023,8,941427,1349330,4285,0,157,0,1183,14,12,0,3712,4
2023,9,840601,1605377,4284,0,157,0,1181,14,10,0,4456,4
2023,10,894797,1627666,4281,0,157,0,1177,14,10,0,5500,4
2023,11,965694,1516285,4281,0,157,0,1178,14,11,0,6404,4
2023,12,1095344,1097240,4281,0,157,0,1178,14,11,0,6724,4
