ano,mes,energia_ativa_baixa_tensao_kwh,energia_ativa_alta_tensao_kwh,cpes_domestico_baixa_tensao,cpes_domestico_alta_tensao,cpes_iluminacao_publica_baixa_tensao,cpes_iluminacao_publica_alta_tensao,cpes_nao_domestico_baixa_tensao,cpes_nao_domestico_alta_tensao,cpes_outros_baixa_tensao,cpes_outros_alta_tensao,cpes_mobilidade_eletrica_nao_baixa_tensao,cpes_mobilidade_eletrica_sim_baixa_tensao
2023,12,1708151,1710670,3317,0,58,0,1136,51,21,0,7558,2
2024,1,732983,209866,3319,0,58,0,1136,52,21,0,8002,2
2022,8,706933,335418,2320,0,26,0,492,27,13,0,4100,2
2022,9,579110,284430,2323,0,26,0,490,27,13,0,4548,2
2022,10,571789,268508,2325,0,26,0,488,27,13,0,4580,2
2022,11,633071,278901,2331,0,26,0,488,27,13,0,4654,2
2022,12,742550,351229,2334,0,26,0,490,27,13,0,4598,2
2023,1,829414,274850,2332,0,26,0,490,27,13,0,4702,2
2023,2,728603,279454,2334,0,26,0,491,27,12,0,4832,2
2023,3,669177,307959,2337,0,26,0,493,27,12,0,4870,2
2023,4,562108,293745,2337,0,26,0,493,27,12,0,4636,2
2023,5,548212,284899,2337,0,26,0,493,27,12,0,4670,2
2023,6,586577,280727,2335,0,26,0,494,27,10,0,4594,2
2023,7,675592,325422,2335,0,26,0,494,27,13,0,4564,2
2023,8,705224,304500,2341,0,26,0,497,27,11,0,4744,2
2023,9,587454,258393,2340,0,26,0,499,27,11,0,4880,2
2023,10,605430,257105,2344,0,26,0,498,27,11,0,4828,2
2023,11,676869,256630,2347,0,26,0,498,27,11,0,4920,2
2023,12,835455,292759,2344,0,26,0,498,27,11,0,4976,2
2024,1,362227,118328,2344,0,26,0,497,27,11,0,5058,2
2022,8,1241559,140771,4627,0,123,0,1124,16,19,0,8450,2
2022,9,1132793,147236,4629,0,123,0,1123,16,23,0,8168,2
2022,10,1170820,157841,4628,0,123,0,1116,16,20,0,8634,2
2022,11,1242918,154140,4618,0,123,0,1119,16,19,0,9280,2
2022,12,1420561,155369,4618,0,123,0,1121,16,22,0,9478,2
2023,1,1459273,168463,4613,0,123,0,1120,17,19,0,9526,2
2023,2,1265688,135302,4618,0,122,0,1119,17,18,0,9984,2
2023,3,1244230,156560,4617,0,122,0,1120,17,18,0,9988,2
2023,4,1075928,152957,4617,0,122,0,1120,17,18,0,10200,2
2023,5,1085020,168364,4617,0,122,0,1120,17,18,0,10110,2
2023,6,1086385,165780,4627,0,122,0,1118,17,13,0,10330,2
2023,7,1190367,167849,4627,0,122,0,1120,17,16,0,10336,2
2023,8,1229481,166389,4630,0,122,0,1121,17,14,0,10154,2
2023,9,1113680,174871,4630,0,122,0,1121,17,15,0,10416,2
2023,10,1210538,180352,4637,0,122,0,1121,17,15,0,9686,2
2023,11,1295875,171844,4638,0,122,0,1121,17,14,0,9874,2
2023,12,1490615,176524,4637,0,122,0,1118,17,14,0,10040,2
2024,1,642615,73783,4638,0,124,0,1117,17,11,0,10502,2
2022,8,489041,735138,1289,0,24,0,355,33,4,0,2414,2
2022,9,413444,539029,1291,0,24,0,356,33,4,0,2788,2
2022,10,408789,417393,1290,0,24,0,356,33,5,0,2862,2
2022,11,443054,452614,1292,0,24,0,356,33,3,0,2914,2
2022,12,534818,412734,1291,0,24,0,358,33,3,0,2910,2
2023,1,602722,289935,1293,0,24,0,357,33,2,0,2912,2
2023,2,537354,400328,1294,0,24,0,358,34,2,0,2910,2
2023,3,503418,534734,1296,0,24,0,360,35,2,0,2936,2
2023,4,422034,577884,1296,0,24,0,360,35,2,0,2926,2
2023,5,438585,603754,1296,0,24,0,360,35,2,0,2942,2
2023,6,461204,797352,1297,0,24,0,361,41,2,0,2858,2
2023,7,539967,991232,1297,0,24,0,363,43,2,0,2954,2
2023,8,539979,808603,1301,0,24,0,363,43,2,0,2994,2
2023,9,452736,765940,1303,0,24,0,364,44,2,0,2994,2
2023,10,460031,619664,1303,0,24,0,366,44,2,0,3024,2
2023,11,489987,444812,1303,0,24,0,366,44,1,0,3050,2
2023,12,585073,365062,1304,0,24,0,366,44,1,0,3076,2
2024,1,293943,25163,1304,0,24,0,367,44,1,0,3136,2
2022,8,19793714,19978619,80729,0,254,0,16688,133,342,0,103540,8
2022,9,19544603,19215277,80783,0,254,0,16691,133,343,0,100210,12
2022,10,20706686,19114265,80830,0,254,0,16706,133,341,0,101346,12
2022,11,21466709,18224446,80896,0,255,0,16712,133,368,0,100688,12
2022,12,24228715,18577550,80914,0,255,0,16707,133,368,0,101922,14
2023,1,26393461,18858195,80995,0,255,0,16723,133,337,0,99226,16
2023,2,23745549,16691214,81044,0,255,0,16735,133,337,0,106872,18
2023,3,22955881,18317944,81130,0,255,0,16731,133,335,0,102586,18
2023,4,19789987,17369949,81130,0,255,0,16732,133,335,0,108626,18
2023,5,20186204,19079612,81130,0,255,0,16732,133,335,0,98528,14
2023,6,19946923,18911451,81238,0,255,0,16777,133,330,0,114768,18
2023,7,20408950,19872872,81275,0,256,0,16793,133,333,0,112358,18
2023,8,20469032,20051807,81311,0,256,0,16786,133,335,0,113724,20
2023,9,20099540,19019261,81282,0,256,0,16801,133,335,0,116552,22
2023,10,21595433,19376605,81398,0,256,0,16814,133,335,0,116592,30
2023,11,22498269,18152991,81437,0,256,0,16828,133,366,0,117352,40
2023,12,26660204,18189022,81437,0,256,0,16831,133,365,0,124868,42
2024,1,11610976,2374551,81468,0,256,0,16830,133,335,0,119334,46
2022,8,7892299,2445344,25892,0,373,0,4958,119,227,0,20014,4
2022,9,7738710,2183260,25898,0,374,0,4961,119,226,0,19538,4
2022,10,8444328,2367167,25928,0,375,0,4968,119,221,0,20250,4
2022,11,8582894,2296461,25921,0,375,0,4963,119,236,0,20388,4
2022,12,9182326,2313503,25928,0,375,0,4965,121,236,0,20452,4
2023,1,9633850,2503744,25931,0,376,0,4973,121,216,0,20374,4
2023,2,8267132,2207543,25962,0,376,0,4974,122,212,0,20792,4
2023,3,8265038,2384466,25995,0,376,0,4977,122,207,0,20898,4
2023,4,7168161,2074550,25999,0,376,0,4976,123,207,0,21066,4
2023,5,7155894,2265956,25999,0,376,0,4976,123,207,0,21192,4
2023,6,7166755,2304294,26088,0,376,0,5001,123,209,0,21264,6
2023,7,7650523,2361393,26118,0,376,0,5013,123,208,0,21638,6
2023,8,7879358,2312408,26141,0,377,0,5017,124,208,0,21724,6
2023,9,7356741,2186736,26147,0,377,0,5014,124,208,0,21744,6
2023,10,7832871,2414674,26167,0,377,0,5031,126,207,0,18062,6
2023,11,8448962,2410418,26181,0,377,0,5047,126,214,0,22414,8
2023,12,10101295,2310272,26180,0,377,0,5052,126,213,0,22706,8
2024,1,4454828,996109,26176,0,377,0,5061,126,191,0,22940,8
2022,8,3036278,989995,9237,0,133,0,1715,34,129,0,9512,4
2022,9,2704401,973499,9246,0,133,0,1720,34,126,0,10412,4
2022,10,2741268,979224,9251,0,133,0,1719,34,130,0,10892,4
2022,11,2822996,889949,9255,0,133,0,1721,34,128,0,11554,4
2022,12,3170365,889410,9250,0,134,0,1722,34,124,0,11718,4
2023,1,3286971,1018056,9261,0,134,0,1725,34,122,0,11886,4
2023,2,2849967,932041,9273,0,134,0,1718,34,129,0,11782,4
2023,3,2912747,1020964,9278,0,134,0,1722,35,121,0,12194,4
2023,4,2587508,923672,9278,0,134,0,1721,35,121,0,12780,4
2023,5,2624409,942914,9278,0,134,0,1721,35,121,0,12764,4
2023,6,2682348,914817,9311,0,135,0,1718,36,129,0,13106,4
2023,7,2956665,903450,9326,0,135,0,1725,36,135,0,13404,4
2023,8,3045257,855043,9335,0,135,0,1729,36,127,0,13226,4
2023,9,2768973,871580,9339,0,135,0,1729,36,122,0,13448,4
2023,10,2910567,975975,9352,0,135,0,1722,36,126,0,13632,4
2023,11,3101028,950062,9358,0,135,0,1727,36,125,0,13652,4
2023,12,3618878,913669,9365,0,135,0,1731,36,130,0,15020,4
2024,1,1676432,391552,9373,0,135,0,1731,36,129,0,17544,4
2022,8,4663975,6257324,13388,0,203,0,3460,120,109,0,4102,4
2022,9,4490127,6800294,13389,0,204,0,3457,120,109,0,4278,4
2022,10,4650064,6845376,13382,0,205,0,3454,120,105,0,4740,4
2022,11,4830192,6466860,13384,0,205,0,3445,119,103,0,4592,4
2022,12,5389419,6289274,13377,0,206,0,3445,119,106,0,5334,4
2023,1,5642145,6646072,13373,0,206,0,3445,119,102,0,6242,4
2023,2,4958350,5834129,13387,0,206,0,3446,120,102,0,7378,4
2023,3,4980934,6337156,13391,0,206,0,3444,120,102,0,8146,4
2023,4,4326616,5356645,13391,0,206,0,3444,120,102,0,8446,4
2023,5,4313003,5892187,13391,0,206,0,3444,120,102,0,9054,4
2023,6,4261651,5713022,13396,0,206,0,3473,120,100,0,9634,4
2023,7,4467298,5321412,13412,1,206,0,3487,120,100,0,11366,4
2023,8,4582624,4532154,13417,1,206,0,3483,120,100,0,12374,4
2023,9,4429227,5385656,13422,1,206,0,3481,120,98,0,14100,4
2023,10,4707326,5764930,13446,1,206,0,3470,120,98,0,15522,4
2023,11,5041259,5630956,13439,1,206,0,3464,120,98,0,16718,4
2023,12,5929620,4676598,13433,1,206,0,3463,120,99,0,17108,4
2024,1,2620108,1176957,13441,1,207,0,3455,120,98,0,17736,4
2022,8,1879205,1209272,7188,0,143,0,1632,57,53,0,10856,2
2022,9,1682369,1539566,7180,0,143,0,1634,57,43,0,10834,2
2022,10,1785908,1649161,7175,0,143,0,1631,57,43,0,11066,2
2022,11,1902744,1555155,7179,0,143,0,1627,57,41,0,11188,2
2022,12,2150049,1126187,7178,0,143,0,1625,57,41,0,11270,2
2023,1,2273369,1608040,7179,0,143,0,1624,57,39,0,11374,2
2023,2,1983481,1532873,7181,0,143,0,1621,58,37,0,11806,2
2023,3,1903518,1571387,7182,0,143,0,1623,58,38,0,12092,2
2023,4,1638889,1380533,7182,0,143,0,1623,58,38,0,12660,2
2023,5,1646554,1239659,7182,0,143,0,1623,58,38,0,12920,2
2023,6,1632722,986440,7185,0,143,0,1628,57,35,0,13580,2
2023,7,1752923,1104666,7197,0,143,0,1630,57,37,0,13576,2
2023,8,1831903,1130046,7203,0,143,0,1624,57,45,0,13630,2
2023,9,1683076,1464254,7210,0,144,0,1626,57,30,0,14354,2
2023,10,1849391,1553979,7211,0,144,0,1629,57,30,0,14504,2
2023,11,2017505,1525336,7202,0,144,0,1623,57,31,0,14986,2
2023,12,2414522,922646,7201,0,144,0,1622,57,31,0,15304,2
2024,1,1016695,795427,7198,0,144,0,1624,57,28,0,15970,2
2022,8,3953527,3568312,15907,0,283,0,2600,43,161,0,8364,2
2022,9,3598984,4735630,15921,0,283,0,2599,43,162,0,8308,2
2022,10,3699396,4688454,15927,0,283,0,2599,43,164,0,9374,2
2022,11,3827501,4484348,15936,0,283,0,2604,43,171,0,9578,2
2022,12,4266068,4179265,15945,0,283,0,2602,43,179,0,9962,2
2023,1,4433260,4392062,15955,0,284,0,2598,43,174,0,10516,2
2023,2,3878402,4315332,15959,0,284,0,2601,43,170,0,11214,2
2023,3,3891754,4854863,15972,0,284,0,2598,43,169,0,11968,2
2023,4,3346667,4144902,15973,0,284,0,2597,43,169,0,13002,2
2023,5,3322400,4356101,15973,0,284,0,2597,43,169,0,15026,2
2023,6,3330032,4470688,16016,0,285,0,2603,43,165,0,17796,2
2023,7,3804283,4309715,16035,0,286,0,2609,43,193,0,19218,2
2023,8,4116374,3523646,16063,0,286,0,2607,43,161,0,19484,2
2023,9,3572863,4801253,16064,0,286,0,2615,43,158,0,20228,2
2023,10,3673964,4744741,16067,0,287,0,2617,43,157,0,20594,2
2023,11,3981113,4526434,16073,0,287,0,2619,44,161,0,21420,2
2023,12,4724154,4094351,16066,0,287,0,2626,44,163,0,23158,2
2024,1,1978972,954808,16055,0,287,0,2634,43,153,0,23954,2
2022,8,2299023,2622194,9155,0,165,0,1690,34,22,0,1518,2
2022,9,2086614,2480375,9170,0,165,0,1694,35,23,0,1608,2
2022,10,2081816,2612863,9183,0,165,0,1693,35,20,0,1694,2
2022,11,2427232,2406747,9183,0,165,0,1694,35,20,0,1872,2
2022,12,2522563,2291525,9176,0,165,0,1697,35,21,0,2058,2
2023,1,2408353,2362580,9188,0,165,0,1699,34,20,0,2330,2
2023,2,2118177,2227851,9189,0,165,0,1698,34,19,0,2636,2
2023,3,2121189,2444494,9191,0,165,0,1695,34,18,0,3172,2
2023,4,1881669,2424483,9191,0,165,0,1695,34,18,0,3346,2
2023,5,1861783,2681316,9191,0,165,0,1695,34,18,0,3436,2
2023,6,1849231,1775950,9211,0,165,0,1711,34,19,0,3664,2
2023,7,1980426,1766389,9212,0,165,0,1710,34,20,0,3826,2
2023,8,2084325,1756085,9220,0,165,0,1714,33,18,0,4048,2
2023,9,1958944,2453708,9226,0,165,0,1712,33,19,0,4344,2
2023,10,2075470,2251631,9227,0,165,0,1713,33,17,0,5218,2
2023,11,2232810,2564689,9223,0,165,0,1711,33,18,0,5986,2
2023,12,2599790,2428294,9225,0,165,0,1718,34,19,0,6546,2
2024,1,1106726,312232,9225,0,165,0,1721,36,16,0,6780,2
2022,8,1217569,697018,3792,0,72,0,1216,39,17,0,2414,2
2022,9,1151970,674518,3794,0,72,0,1215,39,17,0,2362,2
2022,10,1213813,743596,3791,0,72,0,1208,39,18,0,2462,2
2022,11,1245185,676377,3790,0,72,0,1205,39,16,0,2464,2
2022,12,1363427,678614,3786,0,72,0,1201,39,16,0,2458,2
2023,1,1388850,666757,3788,0,72,0,1198,39,16,0,2534,2
2023,2,1199716,573619,3791,0,72,0,1199,39,16,0,2788,2
2023,3,1156303,567053,3787,0,72,0,1197,39,16,0,3338,2
2023,4,991160,506473,3787,0,72,0,1198,39,16,0,3822,2
2023,5,987422,503682,3787,0,72,0,1198,39,16,0,4330,2
2023,6,998439,517872,3792,0,72,0,1227,39,17,0,5366,2
2023,7,1156957,551037,3790,0,72,0,1230,39,21,0,5730,2
2023,8,1224069,634613,3794,0,72,0,1234,39,16,0,6144,2
2023,9,1215195,779758,3796,0,72,0,1235,39,15,0,5798,2
2023,10,1377382,985679,3795,0,72,0,1227,39,14,0,5952,2
2023,11,1425565,915794,3796,0,74,0,1224,39,13,0,6622,2
2023,12,1619990,923030,3788,0,75,0,1220,40,14,0,7020,2
2024,1,714579,253189,3788,0,76,0,1220,40,15,0,8038,2
2022,8,3503423,828981,10126,0,209,0,2086,60,103,0,6538,2
2022,9,3242050,999325,10130,0,209,0,2086,60,105,0,6414,4
2022,10,3459183,1083008,10137,0,209,0,2092,60,98,0,6712,4
2022,11,3530466,1059302,10151,0,209,0,2091,60,97,0,6932,4
2022,12,3913023,874238,10153,0,209,0,2089,60,95,0,7104,4
2023,1,4045495,1169731,10175,0,209,0,2092,60,93,0,6984,4
2023,2,3543473,1045751,10175,0,210,0,2093,61,87,0,7066,4
2023,3,3615834,1044891,10184,0,210,0,2099,61,86,0,7584,4
2023,4,3182918,906949,10185,0,210,0,2099,61,86,0,7562,4
2023,5,3203982,926138,10185,0,210,0,2099,61,86,0,8056,4
2023,6,3176278,979817,10209,0,212,0,2104,60,85,0,8270,4
2023,7,3399366,867422,10214,0,212,0,2110,59,84,0,8286,4
2023,8,3402184,759805,10227,0,212,0,2112,59,83,0,8874,4
2023,9,3242735,913370,10229,0,212,0,2105,59,84,0,9286,4
2023,10,3461733,1064380,10240,0,212,0,2109,59,81,0,9550,4
2023,11,3671870,1091146,10244,0,212,0,2118,59,80,0,10066,4
2023,12,4225555,965571,10248,0,213,0,2119,59,79,0,10916,4
2024,1,1951459,621457,10253,0,213,0,2123,59,77,0,11450,4
2022,8,1601884,773398,3859,0,38,0,877,59,38,0,1278,0
2022,9,1468964,660211,3859,0,38,0,877,59,34,0,1254,0
2022,10,1493204,600446,3858,0,38,0,880,59,34,0,1304,0
2022,11,1497828,556587,3853,0,38,0,883,59,34,0,1370,2
2022,12,1681005,601384,3855,0,38,0,885,59,32,0,1330,2
2023,1,1801393,631410,3857,0,38,0,885,58,30,0,1376,2
2023,2,1614898,554541,3859,0,38,0,883,59,32,0,1702,2
2023,3,1591613,599128,3855,0,38,0,883,59,32,0,1778,2
2023,4,1351880,561569,3855,0,38,0,883,59,32,0,1786,2
2023,5,1366602,615875,3855,0,38,0,883,59,32,0,1780,2
2023,6,1441838,669026,3856,0,38,0,883,61,36,0,1882,2
2023,7,1584662,841112,3856,0,38,0,882,61,38,0,2662,2
2023,8,1610939,850957,3859,0,38,0,882,61,39,0,3082,2
2023,9,1427386,691611,3870,0,38,0,883,61,33,0,3512,2
2023,10,1442453,664828,3872,0,38,0,881,62,33,0,4192,2
2023,11,1527070,625901,3867,0,38,0,882,62,32,0,4692,2
2023,12,1856547,643760,3870,0,38,0,881,62,32,0,4926,2
2024,1,829499,338871,3869,0,38,0,882,62,33,0,5240,2
2022,8,958019,18084,1809,0,39,0,426,12,6,0,2358,2
2022,9,731662,14408,1814,0,39,0,426,12,6,0,2276,2
2022,10,688305,15183,1811,0,39,0,426,12,6,0,2528,2
2022,11,700887,18137,1816,0,39,0,427,11,6,0,2584,2
2022,12,805701,14829,1814,0,39,0,428,11,6,0,2562,2
2023,1,871958,13056,1816,0,40,0,428,11,7,0,2416,2
2023,2,765081,13070,1815,0,40,0,427,11,7,0,2794,2
2023,3,760944,13750,1819,0,40,0,428,11,6,0,2890,2
2023,4,727913,21245,1819,0,40,0,428,11,6,0,2918,2
2023,5,746164,22600,1819,0,40,0,428,11,6,0,2782,2
2023,6,785901,21261,1825,0,40,0,436,11,7,0,3052,2
2023,7,1004549,24753,1827,0,40,0,437,11,8,0,3074,2
2023,8,969180,19445,1828,0,40,0,438,11,7,0,2820,2
2023,9,778990,16435,1827,0,40,0,435,11,7,0,3080,2
2023,10,759096,16778,1830,0,40,0,435,11,7,0,3088,2
2023,11,747743,19079,1831,0,40,0,435,11,8,0,3136,2
2023,12,877225,15924,1829,0,40,0,434,11,8,0,3132,2
2024,1,420234,10240,1826,0,40,0,434,11,8,0,3154,2
2022,8,2143927,854523,5878,0,107,0,1505,35,54,0,10114,10
2022,9,2088726,825129,5887,0,107,0,1503,35,55,0,9822,10
2022,10,2257429,846836,5898,0,107,0,1511,35,53,0,10364,8
2022,11,2464573,815495,5929,0,107,0,1515,35,48,0,11030,6
2022,12,2854507,833257,5945,0,107,0,1514,35,49,0,11106,8
2023,1,3128589,818301,5953,0,107,0,1514,35,47,0,11114,8
2023,2,2800573,694571,5949,0,107,0,1512,36,45,0,11532,10
2023,3,2596418,714166,5951,0,107,0,1512,36,46,0,11886,8
2023,4,2155255,739249,5951,0,107,0,1512,36,46,0,12100,8
2023,5,2198239,780753,5951,0,107,0,1512,36,46,0,12132,10
2023,6,2179029,808977,5964,0,109,0,1518,37,50,0,12390,12
2023,7,2226406,822112,5967,0,109,0,1526,37,49,0,12774,12
2023,8,2262492,850061,5973,0,109,0,1536,38,55,0,12816,14
2023,9,2189331,847322,5975,0,109,0,1539,38,48,0,13062,14
2023,10,2387030,935476,5989,0,109,0,1536,38,46,0,13188,14
2023,11,2591335,894922,5998,0,109,0,1540,38,44,0,13274,14
2023,12,3146019,892413,6014,0,109,0,1541,38,44,0,12484,14
2024,1,1477067,301373,6017,0,109,0,1543,38,44,0,13522,12
2022,8,13750708,40401382,40021,0,430,0,9644,250,481,8,71254,18
2022,9,13467123,50237966,40091,0,430,0,9660,250,471,0,69200,18
2022,10,14329921,46124512,40136,0,430,0,9658,250,466,0,71540,18
2022,11,15261727,51197763,40190,0,430,0,9683,251,484,0,70082,18
2022,12,17265844,46980266,40230,0,430,0,9687,252,483,0,71826,22
2023,1,18749294,51311340,40271,0,430,0,9714,252,472,0,72926,22
2023,2,16363396,45580631,40321,0,430,0,9724,253,467,0,74060,22
2023,3,16091027,53128383,40346,0,430,0,9737,252,464,0,74898,22
2023,4,13879225,47188950,40345,0,430,0,9737,252,464,0,78690,20
2023,5,14040720,49633924,40345,0,430,0,9737,252,464,0,77728,20
2023,6,13861988,46426421,40523,0,430,0,9780,252,458,0,79378,22
2023,7,14260618,47430388,40553,0,430,0,9793,252,450,0,80600,22
2023,8,14396866,38902557,40599,0,430,0,9787,253,449,0,79882,22
2023,9,14068808,50493157,40638,0,430,0,9794,253,447,0,81006,24
2023,10,15314372,52552792,40681,0,430,0,9806,254,441,0,81398,24
2023,11,16504261,44727805,40701,0,430,0,9820,254,451,0,80118,28
2023,12,19399720,45536283,40716,0,431,0,9826,254,449,0,81042,30
2024,1,8539673,5581350,40765,0,431,0,9843,255,433,0,83220,32
2022,8,1244857,3972386,2492,0,41,0,563,71,12,0,3048,2
2022,9,1016193,3372101,2491,0,41,0,565,71,12,0,3088,2
2022,10,916229,1704286,2489,0,41,0,566,71,12,0,3106,2
2022,11,872098,1546816,2491,0,41,0,563,71,12,0,3162,2
2022,12,934253,1700199,2488,0,41,0,563,71,12,0,3084,2
2023,1,990354,1292003,2488,0,41,0,562,71,12,0,3074,2
2023,2,902152,932085,2489,0,41,0,562,71,11,0,3446,2
2023,3,956026,1630261,2488,0,41,0,563,71,11,0,4016,2
2023,4,952857,2035436,2488,0,41,0,563,71,11,0,4244,2
2023,5,1004603,3285005,2488,0,41,0,563,71,11,0,4138,2
2023,6,1073509,3455828,2488,0,41,0,568,71,14,0,4424,2
2023,7,1287946,3506378,2493,0,41,0,567,71,22,0,4548,2
2023,8,1289957,4174985,2503,0,41,0,569,71,10,0,4616,2
2023,9,1035881,3333369,2504,0,41,0,568,71,10,0,4874,2
2023,10,970942,2175448,2502,0,41,0,566,71,10,0,5050,2
2023,11,921750,1362450,2500,0,41,0,566,71,10,0,5038,2
2023,12,1062682,1185985,2493,0,41,0,565,71,10,0,5142,2
2024,1,472790,232083,2495,0,41,0,562,71,10,0,5264,2
2022,8,3726180,12178856,9735,0,182,0,2225,133,41,0,12878,6
2022,9,3273495,11195992,9738,0,183,0,2229,134,41,0,12552,8
2022,10,3298701,10115215,9744,0,184,0,2228,134,40,0,13006,8
2022,11,3567773,9080574,9753,0,184,0,2233,134,40,0,13090,8
2022,12,4027364,8797902,9748,0,184,0,2228,134,49,0,12814,8
2023,1,4235552,9107586,9762,0,184,0,2227,134,41,0,12914,8
2023,2,3744243,8502858,9767,0,184,0,2233,134,40,0,13372,8
2023,3,3590008,9102222,9780,0,184,0,2233,135,40,0,13832,8
2023,4,3196196,8624420,9781,0,184,0,2232,135,40,0,14094,8
2023,5,3395216,9226103,9781,0,184,0,2232,135,40,0,14776,8
2023,6,3478198,9333365,9798,0,184,0,2254,136,42,0,15320,8
2023,7,3668611,10856483,9802,0,185,0,2259,136,40,0,15720,8
2023,8,3546356,12361266,9806,0,185,0,2261,136,39,0,16854,8
2023,9,3258891,11108599,9816,0,185,0,2262,137,40,0,17962,8
2023,10,3439254,10219832,9819,0,185,0,2265,137,37,0,19686,8
2023,11,3678067,9453122,9818,0,185,0,2263,137,37,0,19580,8
2023,12,4523542,8786362,9831,0,185,0,2268,137,47,0,19600,10
2024,1,1968828,3781155,9836,0,185,0,2271,137,36,0,21186,10
2022,8,2629109,393434,9879,0,177,0,1757,26,56,0,3510,2
2022,9,2415844,377909,9883,0,177,0,1757,26,58,0,3542,2
2022,10,2455248,374183,9889,0,177,0,1757,26,55,0,4052,2
2022,11,2698781,351657,9892,0,178,0,1756,26,57,0,4302,2
2022,12,3480190,375654,9887,0,178,0,1754,26,57,0,4386,2
2023,1,2943840,413169,9885,0,179,0,1747,26,52,0,4586,0
2023,2,2595794,365654,9896,0,179,0,1749,26,51,0,4908,2
2023,3,2602037,396938,9894,0,179,0,1753,25,50,0,5240,2
2023,4,2267403,345051,9894,0,179,0,1753,25,50,0,5342,2
2023,5,2298940,370115,9894,0,179,0,1753,25,50,0,5348,2
2023,6,2310620,391942,9926,0,179,0,1765,26,47,0,5450,2
2023,7,2554314,374529,9939,0,179,0,1776,26,45,0,5732,2
2023,8,2629423,354951,9941,0,179,0,1780,25,42,0,5596,2
2023,9,2452012,371507,9945,0,179,0,1784,25,39,0,5896,2
2023,10,2538114,387899,9952,0,179,0,1780,25,37,0,5836,2
2023,11,2649270,383122,9941,0,179,0,1782,25,40,0,6458,2
2023,12,3123420,410072,9940,0,179,0,1779,25,42,0,6556,2
2024,1,1356034,146326,9934,0,179,0,1779,25,38,0,6580,0
2022,8,18932214,13911853,43055,0,619,0,12134,375,546,20,30486,2
2022,9,18294165,15756410,43094,0,625,0,11786,375,541,20,31032,2
2022,10,19506964,17797094,43128,0,625,0,11584,377,542,20,32276,2
2022,11,20374292,17030375,43173,0,628,0,11542,376,552,20,32762,2
2022,12,22688446,15793823,43215,0,629,0,11531,376,558,20,33242,2
2023,1,23708280,17688974,43236,0,629,0,11529,377,532,20,33840,2
2023,2,20454681,15258365,43290,0,628,0,11539,377,536,20,36472,2
2023,3,20810602,17001187,43312,0,628,0,11565,376,532,20,38854,2
2023,4,18165405,14782997,43312,0,628,0,11565,376,532,20,42036,2
2023,5,18332097,15167757,43312,0,628,0,11565,376,532,20,43348,2
2023,6,18441601,15468749,43466,0,632,0,12276,377,538,0,49240,2
2023,7,19734368,16059173,43573,0,634,0,12378,378,526,0,53640,2
2023,8,18983409,13256225,43638,0,634,0,12329,378,517,0,55072,2
2023,9,18156210,14676647,43682,0,634,0,11999,378,509,0,59926,4
2023,10,19861576,17897896,43728,0,636,0,11823,381,505,0,60690,4
2023,11,21319956,17789707,43754,0,636,0,11782,381,522,0,63996,4
2023,12,24525969,15902168,43800,0,637,0,11779,382,520,0,65872,8
2024,1,11121809,5880938,43832,0,637,0,11786,380,497,0,68852,6
2022,8,292232,171228,1042,0,7,0,174,10,6,0,1632,2
2022,9,223446,139077,1043,0,7,0,174,10,2,0,1660,2
2022,10,207124,136425,1043,0,7,0,174,10,2,0,1688,2
2022,11,223972,122134,1045,0,7,0,174,10,2,0,1698,2
2022,12,269996,121784,1045,0,7,0,174,10,5,0,1816,2
2023,1,293833,128589,1044,0,7,0,175,10,2,0,1842,2
2023,2,259805,120616,1044,0,7,0,175,10,2,0,1924,2
2023,3,242686,135547,1045,0,7,0,175,10,2,0,1918,2
2023,4,208610,140506,1045,0,7,0,175,10,2,0,1942,2
2023,5,206087,160200,1045,0,7,0,175,10,2,0,1956,2
2023,6,237575,170153,1044,0,7,0,176,10,2,0,1944,2
2023,7,293618,189066,1045,0,7,0,176,10,2,0,1940,2
2023,8,309020,178301,1045,0,7,0,177,10,6,0,1918,2
2023,9,236189,153191,1045,0,7,0,176,10,3,0,1962,2
2023,10,224866,141641,1043,0,7,0,179,10,3,0,2010,2
2023,11,240196,120165,1045,0,7,0,181,10,3,0,1932,2
2023,12,302485,122138,1043,0,7,0,182,10,6,0,2028,2
2024,1,139066,76540,1042,0,7,0,183,10,3,0,1892,2
2022,8,9810893,7993233,39281,0,182,0,9174,66,241,0,61554,8
2022,9,9429542,7438074,39297,0,182,0,9200,66,247,0,59618,18
2022,10,9690173,7241283,39312,0,182,0,9206,66,244,0,63886,18
2022,11,9874592,7067506,39354,0,182,0,9219,66,244,0,62816,14
2022,12,11134994,6450806,39345,0,182,0,9217,66,247,0,63402,22
2023,1,12451150,6764526,39402,0,182,0,9225,66,243,0,63544,20
2023,2,11309659,6284611,39432,0,182,0,9234,67,242,0,66316,26
2023,3,10571263,6419083,39441,0,182,0,9239,65,241,0,64500,34
2023,4,9236578,6045651,39441,0,182,0,9239,65,241,0,66786,32
2023,5,9560974,6334343,39441,0,182,0,9239,65,241,0,62778,28
2023,6,9740387,6933872,39548,0,182,0,9282,65,245,0,70606,70
2023,7,10183492,7149953,39582,0,182,0,9314,65,249,0,68720,98
2023,8,10266581,6599635,39598,0,182,0,9339,65,244,0,68108,154
