concelho,nivel_de_tensao,ano,mes,energia_ativa_kwh
Resende,"Muito Alta, Alta e Média Tensões",2023,3,226479.507
Resende,"Muito Alta, Alta e Média Tensões",2023,4,203690.509
Resende,"Muito Alta, Alta e Média Tensões",2023,5,225901.668
Resende,"Muito Alta, Alta e Média Tensões",2023,6,238189.306
Resende,"Muito Alta, Alta e Média Tensões",2023,7,236004.228
Resende,"Muito Alta, Alta e Média Tensões",2023,8,234310.204
Resende,"Muito Alta, Alta e Média Tensões",2023,9,222288.569
Resende,"Muito Alta, Alta e Média Tensões",2023,10,239628.803
Resende,"Muito Alta, Alta e Média Tensões",2023,11,237466.029
Resende,"Muito Alta, Alta e Média Tensões",2023,12,243268.167
Resende,"Muito Alta, Alta e Média Tensões",2024,1,245684.243
Resende,"Muito Alta, Alta e Média Tensões",2024,2,85809.757
Ribeira de Pena,Baixa Tensão,2020,11,1122239.501
Ribeira de Pena,Baixa Tensão,2020,12,1163594.913
Ribeira de Pena,Baixa Tensão,2021,1,1157685.822
Ribeira de Pena,Baixa Tensão,2021,2,1012567.0480000001
Ribeira de Pena,Baixa Tensão,2021,3,1035107.576
Ribeira de Pena,Baixa Tensão,2021,4,935245.779
Ribeira de Pena,Baixa Tensão,2021,5,945617.331
Ribeira de Pena,Baixa Tensão,2021,6,905542.6159999999
Ribeira de Pena,Baixa Tensão,2021,7,979346.2250000001
Ribeira de Pena,Baixa Tensão,2021,8,1067701.648
Ribeira de Pena,Baixa Tensão,2021,9,992066.4450000001
Ribeira de Pena,Baixa Tensão,2021,10,1035257.036
Ribeira de Pena,Baixa Tensão,2021,11,1089052.071
Ribeira de Pena,Baixa Tensão,2021,12,1174523.403
Ribeira de Pena,Baixa Tensão,2022,1,1189833.746
Ribeira de Pena,Baixa Tensão,2022,2,1052571.706
Ribeira de Pena,Baixa Tensão,2022,3,1106475.189
Ribeira de Pena,Baixa Tensão,2022,4,999387.747
Ribeira de Pena,Baixa Tensão,2022,5,972207.343
Ribeira de Pena,Baixa Tensão,2022,6,962886.269
Ribeira de Pena,Baixa Tensão,2022,7,1095157.2170000002
Ribeira de Pena,Baixa Tensão,2022,8,1127113.4780000001
Ribeira de Pena,Baixa Tensão,2022,9,982098.765
Ribeira de Pena,Baixa Tensão,2022,10,992436.127
Ribeira de Pena,Baixa Tensão,2022,11,1048730.316
Ribeira de Pena,Baixa Tensão,2022,12,1168703.0969999998
Ribeira de Pena,Baixa Tensão,2023,1,1221394.193
Ribeira de Pena,Baixa Tensão,2023,2,1070372.713
Ribeira de Pena,Baixa Tensão,2023,3,1079312.9019999998
Ribeira de Pena,Baixa Tensão,2023,4,929612.506
Ribeira de Pena,Baixa Tensão,2023,5,927074.0
Ribeira de Pena,Baixa Tensão,2023,6,928314.686
Ribeira de Pena,Baixa Tensão,2023,7,1057330.146
Ribeira de Pena,Baixa Tensão,2023,8,1118695.206
Ribeira de Pena,Baixa Tensão,2023,9,981863.094
Ribeira de Pena,Baixa Tensão,2023,10,1025002.0240000001
Ribeira de Pena,Baixa Tensão,2023,11,1067402.684
Ribeira de Pena,Baixa Tensão,2023,12,1249004.846
Ribeira de Pena,Baixa Tensão,2024,1,1223265.9589999998
Ribeira de Pena,Baixa Tensão,2024,2,392607.041
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2020,11,243936.394
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2020,12,220341.768
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2021,1,255617.422
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2021,2,212697.935
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2021,3,214575.578
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2021,4,193800.927
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2021,5,199077.006
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2021,6,188503.799
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2021,7,206646.175
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2021,8,208103.545
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2021,9,212685.113
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2021,10,213742.371
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2021,11,230737.395
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2021,12,235919.734
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2022,1,241323.31
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2022,2,220952.18899999998
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2022,3,239109.307
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2022,4,216368.368
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2022,5,201363.217
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2022,6,201552.609
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2022,7,212372.774
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2022,8,217436.193
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2022,9,208613.233
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2022,10,218499.833
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2022,11,209645.034
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2022,12,199805.933
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2023,1,250258.381
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2023,2,229543.977
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2023,3,238029.223
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2023,4,220140.353
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2023,5,1566925.387
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2023,6,1295522.679
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2023,7,1225015.033
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2023,8,1206541.418
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2023,9,1228484.069
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2023,10,1423617.8360000001
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2023,11,1161813.109
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2023,12,1477120.535
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2024,1,1369833.773
Ribeira de Pena,"Muito Alta, Alta e Média Tensões",2024,2,67462.227
Rio Maior,Baixa Tensão,2020,11,3902741.433
Rio Maior,Baixa Tensão,2020,12,4364018.056
Rio Maior,Baixa Tensão,2021,1,4582966.254
Rio Maior,Baixa Tensão,2021,2,3845365.974
Rio Maior,Baixa Tensão,2021,3,3695192.4799999995
Rio Maior,Baixa Tensão,2021,4,3358833.551
Rio Maior,Baixa Tensão,2021,5,3465886.989
Rio Maior,Baixa Tensão,2021,6,3393169.65
Rio Maior,Baixa Tensão,2021,7,3616248.837
Rio Maior,Baixa Tensão,2021,8,3605044.985
Rio Maior,Baixa Tensão,2021,9,3445897.494
Rio Maior,Baixa Tensão,2021,10,3636237.1670000004
Rio Maior,Baixa Tensão,2021,11,3832256.456
Rio Maior,Baixa Tensão,2021,12,4215345.163
Rio Maior,Baixa Tensão,2022,1,4415768.467
Rio Maior,Baixa Tensão,2022,2,3898773.813
Rio Maior,Baixa Tensão,2022,3,4053238.8350000004
Rio Maior,Baixa Tensão,2022,4,3594260.052
Rio Maior,Baixa Tensão,2022,5,3575013.4000000004
Rio Maior,Baixa Tensão,2022,6,3412807.433
Rio Maior,Baixa Tensão,2022,7,3645624.823
Rio Maior,Baixa Tensão,2022,8,3592169.216
Rio Maior,Baixa Tensão,2022,9,3427996.0930000003
Rio Maior,Baixa Tensão,2022,10,3636132.245
Rio Maior,Baixa Tensão,2022,11,3866186.399
Rio Maior,Baixa Tensão,2022,12,4308534.224
Rio Maior,Baixa Tensão,2023,1,4593512.765000001
Rio Maior,Baixa Tensão,2023,2,4137613.9299999997
Rio Maior,Baixa Tensão,2023,3,4051251.531
Rio Maior,Baixa Tensão,2023,4,3425971.275
Rio Maior,Baixa Tensão,2023,5,3491446.7399999998
Rio Maior,Baixa Tensão,2023,6,3498527.759
Rio Maior,Baixa Tensão,2023,7,3673993.109
Rio Maior,Baixa Tensão,2023,8,3719415.103
Rio Maior,Baixa Tensão,2023,9,3496761.7879999997
Rio Maior,Baixa Tensão,2023,10,3757955.969
Rio Maior,Baixa Tensão,2023,11,4026301.875
Rio Maior,Baixa Tensão,2023,12,4864641.1559999995
Rio Maior,Baixa Tensão,2024,1,4848195.079
Rio Maior,Baixa Tensão,2024,2,1549980.921
Rio Maior,"Muito Alta, Alta e Média Tensões",2020,11,9333632.800999999
Rio Maior,"Muito Alta, Alta e Média Tensões",2020,12,8671888.174
Rio Maior,"Muito Alta, Alta e Média Tensões",2021,1,9262660.654000001
Rio Maior,"Muito Alta, Alta e Média Tensões",2021,2,8783645.44
Rio Maior,"Muito Alta, Alta e Média Tensões",2021,3,9989769.906
Rio Maior,"Muito Alta, Alta e Média Tensões",2021,4,9481056.533
Rio Maior,"Muito Alta, Alta e Média Tensões",2021,5,10020565.437
Rio Maior,"Muito Alta, Alta e Média Tensões",2021,6,10167583.302000001
Rio Maior,"Muito Alta, Alta e Média Tensões",2021,7,10665386.953000002
Rio Maior,"Muito Alta, Alta e Média Tensões",2021,8,11724078.027999999
Rio Maior,"Muito Alta, Alta e Média Tensões",2021,9,12339397.747
Rio Maior,"Muito Alta, Alta e Média Tensões",2021,10,10705803.981999999
Rio Maior,"Muito Alta, Alta e Média Tensões",2021,11,10096270.446
Rio Maior,"Muito Alta, Alta e Média Tensões",2021,12,10063799.572
Rio Maior,"Muito Alta, Alta e Média Tensões",2022,1,10205929.646
Rio Maior,"Muito Alta, Alta e Média Tensões",2022,2,9874241.644000001
Rio Maior,"Muito Alta, Alta e Média Tensões",2022,3,10634258.548999999
Rio Maior,"Muito Alta, Alta e Média Tensões",2022,4,9604710.842
Rio Maior,"Muito Alta, Alta e Média Tensões",2022,5,10544722.81
Rio Maior,"Muito Alta, Alta e Média Tensões",2022,6,10284134.509
Rio Maior,"Muito Alta, Alta e Média Tensões",2022,7,11117521.122
Rio Maior,"Muito Alta, Alta e Média Tensões",2022,8,12135097.748
Rio Maior,"Muito Alta, Alta e Média Tensões",2022,9,11424148.934
Rio Maior,"Muito Alta, Alta e Média Tensões",2022,10,10248983.05
Rio Maior,"Muito Alta, Alta e Média Tensões",2022,11,9831921.097
Rio Maior,"Muito Alta, Alta e Média Tensões",2022,12,9116733.048999999
Rio Maior,"Muito Alta, Alta e Média Tensões",2023,1,10289968.605
Rio Maior,"Muito Alta, Alta e Média Tensões",2023,2,9271342.287
Rio Maior,"Muito Alta, Alta e Média Tensões",2023,3,10114640.7
Rio Maior,"Muito Alta, Alta e Média Tensões",2023,4,9085680.315
Rio Maior,"Muito Alta, Alta e Média Tensões",2023,5,9981468.272
Rio Maior,"Muito Alta, Alta e Média Tensões",2023,6,9983414.820999999
Rio Maior,"Muito Alta, Alta e Média Tensões",2023,7,10437668.342
Rio Maior,"Muito Alta, Alta e Média Tensões",2023,8,11705711.24
Rio Maior,"Muito Alta, Alta e Média Tensões",2023,9,10039030.619
Rio Maior,"Muito Alta, Alta e Média Tensões",2023,10,10635325.554000001
Rio Maior,"Muito Alta, Alta e Média Tensões",2023,11,9696707.235
Rio Maior,"Muito Alta, Alta e Média Tensões",2023,12,8933397.01
Rio Maior,"Muito Alta, Alta e Média Tensões",2024,1,10140388.391
Rio Maior,"Muito Alta, Alta e Média Tensões",2024,2,3753000.609
Sabrosa,Baixa Tensão,2020,11,951728.5700000001
Sabrosa,Baixa Tensão,2020,12,1068147.682
Sabrosa,Baixa Tensão,2021,1,1077996.775
Sabrosa,Baixa Tensão,2021,2,907404.633
Sabrosa,Baixa Tensão,2021,3,927869.111
Sabrosa,Baixa Tensão,2021,4,831483.662
Sabrosa,Baixa Tensão,2021,5,832692.433
Sabrosa,Baixa Tensão,2021,6,822883.472
Sabrosa,Baixa Tensão,2021,7,898959.113
Sabrosa,Baixa Tensão,2021,8,948821.948
Sabrosa,Baixa Tensão,2021,9,921995.243
Sabrosa,Baixa Tensão,2021,10,949672.9269999999
Sabrosa,Baixa Tensão,2021,11,986421.213
Sabrosa,Baixa Tensão,2021,12,1106218.47
Sabrosa,Baixa Tensão,2022,1,1073515.983
Sabrosa,Baixa Tensão,2022,2,940793.667
Sabrosa,Baixa Tensão,2022,3,997065.4990000001
Sabrosa,Baixa Tensão,2022,4,911022.0419999999
Sabrosa,Baixa Tensão,2022,5,886429.675
Sabrosa,Baixa Tensão,2022,6,859601.134
Sabrosa,Baixa Tensão,2022,7,898432.181
Sabrosa,Baixa Tensão,2022,8,838730.665
Sabrosa,Baixa Tensão,2022,9,983550.167
Sabrosa,Baixa Tensão,2022,10,979634.084
Sabrosa,Baixa Tensão,2022,11,1021382.073
Sabrosa,Baixa Tensão,2022,12,1118218.83
Sabrosa,Baixa Tensão,2023,1,1118801.192
Sabrosa,Baixa Tensão,2023,2,968951.137
Sabrosa,Baixa Tensão,2023,3,966598.6560000001
Sabrosa,Baixa Tensão,2023,4,847748.543
Sabrosa,Baixa Tensão,2023,5,851981.4130000001
Sabrosa,Baixa Tensão,2023,6,848981.059
Sabrosa,Baixa Tensão,2023,7,934902.463
Sabrosa,Baixa Tensão,2023,8,1013326.953
Sabrosa,Baixa Tensão,2023,9,937877.468
Sabrosa,Baixa Tensão,2023,10,969400.269
Sabrosa,Baixa Tensão,2023,11,1026652.651
Sabrosa,Baixa Tensão,2023,12,1227537.196
Sabrosa,Baixa Tensão,2024,1,1194059.585
Sabrosa,Baixa Tensão,2024,2,418310.41500000004
Sabrosa,"Muito Alta, Alta e Média Tensões",2020,11,252261.858
Sabrosa,"Muito Alta, Alta e Média Tensões",2020,12,264219.466
Sabrosa,"Muito Alta, Alta e Média Tensões",2021,1,294097.104
Sabrosa,"Muito Alta, Alta e Média Tensões",2021,2,253021.711
Sabrosa,"Muito Alta, Alta e Média Tensões",2021,3,275549.185
Sabrosa,"Muito Alta, Alta e Média Tensões",2021,4,275311.567
Sabrosa,"Muito Alta, Alta e Média Tensões",2021,5,305351.373
Sabrosa,"Muito Alta, Alta e Média Tensões",2021,6,321731.62799999997
Sabrosa,"Muito Alta, Alta e Média Tensões",2021,7,391734.422
Sabrosa,"Muito Alta, Alta e Média Tensões",2021,8,435225.751
Sabrosa,"Muito Alta, Alta e Média Tensões",2021,9,453183.25899999996
Sabrosa,"Muito Alta, Alta e Média Tensões",2021,10,375217.771
Sabrosa,"Muito Alta, Alta e Média Tensões",2021,11,322197.93
Sabrosa,"Muito Alta, Alta e Média Tensões",2021,12,302143.299
Sabrosa,"Muito Alta, Alta e Média Tensões",2022,1,331794.48099999997
Sabrosa,"Muito Alta, Alta e Média Tensões",2022,2,307146.268
Sabrosa,"Muito Alta, Alta e Média Tensões",2022,3,337624.056
Sabrosa,"Muito Alta, Alta e Média Tensões",2022,4,312295.99600000004
Sabrosa,"Muito Alta, Alta e Média Tensões",2022,5,364903.778
Sabrosa,"Muito Alta, Alta e Média Tensões",2022,6,363972.421
Sabrosa,"Muito Alta, Alta e Média Tensões",2022,7,450716.066
Sabrosa,"Muito Alta, Alta e Média Tensões",2022,8,501260.29500000004
Sabrosa,"Muito Alta, Alta e Média Tensões",2022,9,476342.905
Sabrosa,"Muito Alta, Alta e Média Tensões",2022,10,420335.63800000004
Sabrosa,"Muito Alta, Alta e Média Tensões",2022,11,351295.032
Sabrosa,"Muito Alta, Alta e Média Tensões",2022,12,345861.064
Sabrosa,"Muito Alta, Alta e Média Tensões",2023,1,354333.131
Sabrosa,"Muito Alta, Alta e Média Tensões",2023,2,298424.938
Sabrosa,"Muito Alta, Alta e Média Tensões",2023,3,322746.028
Sabrosa,"Muito Alta, Alta e Média Tensões",2023,4,321066.069
Sabrosa,"Muito Alta, Alta e Média Tensões",2023,5,345638.89800000004
Sabrosa,"Muito Alta, Alta e Média Tensões",2023,6,353593.936
Sabrosa,"Muito Alta, Alta e Média Tensões",2023,7,435651.886
Sabrosa,"Muito Alta, Alta e Média Tensões",2023,8,484808.36799999996
Sabrosa,"Muito Alta, Alta e Média Tensões",2023,9,483984.212
Sabrosa,"Muito Alta, Alta e Média Tensões",2023,10,433994.601
Sabrosa,"Muito Alta, Alta e Média Tensões",2023,11,366388.533
Sabrosa,"Muito Alta, Alta e Média Tensões",2023,12,364754.4
Sabrosa,"Muito Alta, Alta e Média Tensões",2024,1,373389.38
Sabrosa,"Muito Alta, Alta e Média Tensões",2024,2,59635.589
Sabugal,Baixa Tensão,2020,11,2190660.564
Sabugal,Baixa Tensão,2020,12,2375047.48
Sabugal,Baixa Tensão,2021,1,2363838.773
Sabugal,Baixa Tensão,2021,2,2027148.97
Sabugal,Baixa Tensão,2021,3,2146267.0779999997
Sabugal,Baixa Tensão,2021,4,1979127.908
Sabugal,Baixa Tensão,2021,5,1938272.483
Sabugal,Baixa Tensão,2021,6,1870594.2449999999
Sabugal,Baixa Tensão,2021,7,2030775.101
Sabugal,Baixa Tensão,2021,8,2147457.036
Sabugal,Baixa Tensão,2021,9,1958712.475
Sabugal,Baixa Tensão,2021,10,2046101.367
Sabugal,Baixa Tensão,2021,11,2234043.448
Sabugal,Baixa Tensão,2021,12,2459608.116
Sabugal,Baixa Tensão,2022,1,2418377.576
Sabugal,Baixa Tensão,2022,2,2121346.254
Sabugal,Baixa Tensão,2022,3,2271598.699
Sabugal,Baixa Tensão,2022,4,2082417.151
Sabugal,Baixa Tensão,2022,5,1941336.374
Sabugal,Baixa Tensão,2022,6,1891543.946
Sabugal,Baixa Tensão,2022,7,2150387.359
Sabugal,Baixa Tensão,2022,8,2242336.662
Sabugal,Baixa Tensão,2022,9,1931811.916
Sabugal,Baixa Tensão,2022,10,1994195.5219999999
Sabugal,Baixa Tensão,2022,11,2107950.268
Sabugal,Baixa Tensão,2022,12,2400758.273
Sabugal,Baixa Tensão,2023,1,2489371.001
Sabugal,Baixa Tensão,2023,2,2217130.672
Sabugal,Baixa Tensão,2023,3,2172222.976
Sabugal,Baixa Tensão,2023,4,1885507.084
Sabugal,Baixa Tensão,2023,5,1832976.939
Sabugal,Baixa Tensão,2023,6,1830192.328
Sabugal,Baixa Tensão,2023,7,2131882.229
Sabugal,Baixa Tensão,2023,8,2358192.809
Sabugal,Baixa Tensão,2023,9,1940110.256
Sabugal,Baixa Tensão,2023,10,2070232.727
Sabugal,Baixa Tensão,2023,11,2278562.938
Sabugal,Baixa Tensão,2023,12,2707726.041
Sabugal,Baixa Tensão,2024,1,2606447.487
Sabugal,Baixa Tensão,2024,2,841624.513
Sabugal,"Muito Alta, Alta e Média Tensões",2020,11,389510.469
Sabugal,"Muito Alta, Alta e Média Tensões",2020,12,403731.116
Sabugal,"Muito Alta, Alta e Média Tensões",2021,1,410156.685
Sabugal,"Muito Alta, Alta e Média Tensões",2021,2,363601.171
Sabugal,"Muito Alta, Alta e Média Tensões",2021,3,412513.144
Sabugal,"Muito Alta, Alta e Média Tensões",2021,4,411667.79799999995
Sabugal,"Muito Alta, Alta e Média Tensões",2021,5,438250.07099999994
Sabugal,"Muito Alta, Alta e Média Tensões",2021,6,434659.658
Sabugal,"Muito Alta, Alta e Média Tensões",2021,7,463399.31
Sabugal,"Muito Alta, Alta e Média Tensões",2021,8,477676.968
Sabugal,"Muito Alta, Alta e Média Tensões",2021,9,426855.19499999995
Sabugal,"Muito Alta, Alta e Média Tensões",2021,10,423030.965
Sabugal,"Muito Alta, Alta e Média Tensões",2021,11,423327.402
Sabugal,"Muito Alta, Alta e Média Tensões",2021,12,452001.63300000003
Sabugal,"Muito Alta, Alta e Média Tensões",2022,1,443209.847
Sabugal,"Muito Alta, Alta e Média Tensões",2022,2,395493.763
Sabugal,"Muito Alta, Alta e Média Tensões",2022,3,423455.322
Sabugal,"Muito Alta, Alta e Média Tensões",2022,4,407579.336
Sabugal,"Muito Alta, Alta e Média Tensões",2022,5,439600.91
Sabugal,"Muito Alta, Alta e Média Tensões",2022,6,440484.822
Sabugal,"Muito Alta, Alta e Média Tensões",2022,7,518143.759
Sabugal,"Muito Alta, Alta e Média Tensões",2022,8,507094.949
Sabugal,"Muito Alta, Alta e Média Tensões",2022,9,455273.527
Sabugal,"Muito Alta, Alta e Média Tensões",2022,10,455347.23199999996
Sabugal,"Muito Alta, Alta e Média Tensões",2022,11,435192.886
Sabugal,"Muito Alta, Alta e Média Tensões",2022,12,449646.647
Sabugal,"Muito Alta, Alta e Média Tensões",2023,1,437786.55000000005
Sabugal,"Muito Alta, Alta e Média Tensões",2023,2,370861.946
Sabugal,"Muito Alta, Alta e Média Tensões",2023,3,388397.501
Sabugal,"Muito Alta, Alta e Média Tensões",2023,4,363262.893
Sabugal,"Muito Alta, Alta e Média Tensões",2023,5,375322.273
Sabugal,"Muito Alta, Alta e Média Tensões",2023,6,377004.837
Sabugal,"Muito Alta, Alta e Média Tensões",2023,7,438909.7
Sabugal,"Muito Alta, Alta e Média Tensões",2023,8,444654.207
Sabugal,"Muito Alta, Alta e Média Tensões",2023,9,403340.09500000003
Sabugal,"Muito Alta, Alta e Média Tensões",2023,10,399218.06500000006
Sabugal,"Muito Alta, Alta e Média Tensões",2023,11,391717.599
Sabugal,"Muito Alta, Alta e Média Tensões",2023,12,410873.334
Sabugal,"Muito Alta, Alta e Média Tensões",2024,1,405602.353
Sabugal,"Muito Alta, Alta e Média Tensões",2024,2,199214.338
Salvaterra de Magos,Baixa Tensão,2020,11,3944738.786
Salvaterra de Magos,Baixa Tensão,2020,12,4422033.456
Salvaterra de Magos,Baixa Tensão,2021,1,4660609.933
Salvaterra de Magos,Baixa Tensão,2021,2,3748373.458
Salvaterra de Magos,Baixa Tensão,2021,3,3940670.1270000003
Salvaterra de Magos,Baixa Tensão,2021,4,3718904.753
Salvaterra de Magos,Baixa Tensão,2021,5,3926306.252
Salvaterra de Magos,Baixa Tensão,2021,6,3983321.008
Salvaterra de Magos,Baixa Tensão,2021,7,4246845.1559999995
Salvaterra de Magos,Baixa Tensão,2021,8,4220052.517999999
Salvaterra de Magos,Baixa Tensão,2021,9,3830549.6059999997
Salvaterra de Magos,Baixa Tensão,2021,10,3904275.047
Salvaterra de Magos,Baixa Tensão,2021,11,4098077.057
Salvaterra de Magos,Baixa Tensão,2021,12,4482723.085
Salvaterra de Magos,Baixa Tensão,2022,1,4643661.166
Salvaterra de Magos,Baixa Tensão,2022,2,4089116.329
Salvaterra de Magos,Baixa Tensão,2022,3,4176367.53
Salvaterra de Magos,Baixa Tensão,2022,4,3856477.835
Salvaterra de Magos,Baixa Tensão,2022,5,4093493.0209999997
Salvaterra de Magos,Baixa Tensão,2022,6,4125232.119
Salvaterra de Magos,Baixa Tensão,2022,7,4720518.363
Salvaterra de Magos,Baixa Tensão,2022,8,4443926.3719999995
Salvaterra de Magos,Baixa Tensão,2022,9,3862398.935
Salvaterra de Magos,Baixa Tensão,2022,10,3785761.887
Salvaterra de Magos,Baixa Tensão,2022,11,3879716.889
Salvaterra de Magos,Baixa Tensão,2022,12,4433318.448
Salvaterra de Magos,Baixa Tensão,2023,1,4835205.047
Salvaterra de Magos,Baixa Tensão,2023,2,4336434.755
Salvaterra de Magos,Baixa Tensão,2023,3,4258974.223
Salvaterra de Magos,Baixa Tensão,2023,4,3922438.753
Salvaterra de Magos,Baixa Tensão,2023,5,4072416.965
Salvaterra de Magos,Baixa Tensão,2023,6,4170613.257
Salvaterra de Magos,Baixa Tensão,2023,7,4587122.309
Salvaterra de Magos,Baixa Tensão,2023,8,4545456.819
Salvaterra de Magos,Baixa Tensão,2023,9,4004779.861
Salvaterra de Magos,Baixa Tensão,2023,10,3942446.088
Salvaterra de Magos,Baixa Tensão,2023,11,4103875.839
Salvaterra de Magos,Baixa Tensão,2023,12,5178559.084
Salvaterra de Magos,Baixa Tensão,2024,1,5016578.944
Salvaterra de Magos,Baixa Tensão,2024,2,1742556.0559999999
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2020,11,1709358.0780000002
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2020,12,1507771.826
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2021,1,1539840.614
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2021,2,1353275.0489999999
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2021,3,1626733.337
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2021,4,1723633.3280000002
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2021,5,2104052.381
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2021,6,2580904.756
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2021,7,3004582.849
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2021,8,2603592.127
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2021,9,2064758.559
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2021,10,2083256.791
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2021,11,1745243.9
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2021,12,1574624.3090000001
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2022,1,1633289.9910000002
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2022,2,1551292.287
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2022,3,1659987.754
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2022,4,1755963.2119999998
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2022,5,2361085.876
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2022,6,2568412.88
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2022,7,3318428.239
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2022,8,2652001.6520000002
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2022,9,1946452.7989999999
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2022,10,1704379.9560000002
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2022,11,1448689.222
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2022,12,1371036.132
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2023,1,1480306.365
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2023,2,1388661.648
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2023,3,1679596.561
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2023,4,2038728.4540000001
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2023,5,2266672.553
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2023,6,2456544.419
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2023,7,2923352.3710000003
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2023,8,2471585.853
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2023,9,1957989.912
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2023,10,1640451.702
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2023,11,1361417.208
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2023,12,1364974.954
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2024,1,1441880.072
Salvaterra de Magos,"Muito Alta, Alta e Média Tensões",2024,2,540176.928
Santa Comba Dão,Baixa Tensão,2020,11,1701374.4949999999
Santa Comba Dão,Baixa Tensão,2020,12,1897941.692
Santa Comba Dão,Baixa Tensão,2021,1,1987276.007
Santa Comba Dão,Baixa Tensão,2021,2,1593955.12
Santa Comba Dão,Baixa Tensão,2021,3,1629803.971
Santa Comba Dão,Baixa Tensão,2021,4,1471057.7000000002
Santa Comba Dão,Baixa Tensão,2021,5,1463385.7110000001
