concelho,nivel_de_tensao,ano,mes,energia_ativa_kwh
Chamusca,Baixa Tensão,2022,2,1694589.8260000001
Chamusca,Baixa Tensão,2022,3,1743955.6949999998
Chamusca,Baixa Tensão,2022,4,1626631.9610000001
Chamusca,Baixa Tensão,2022,5,1892246.205
Chamusca,Baixa Tensão,2022,6,2095299.068
Chamusca,Baixa Tensão,2022,7,2580750.936
Chamusca,Baixa Tensão,2022,8,2329291.3619999997
Chamusca,Baixa Tensão,2022,9,1834620.1539999999
Chamusca,Baixa Tensão,2022,10,1687716.7010000001
Chamusca,Baixa Tensão,2022,11,1677761.665
Chamusca,Baixa Tensão,2022,12,1837547.414
Chamusca,Baixa Tensão,2023,1,1963004.311
Chamusca,Baixa Tensão,2023,2,1761626.082
Chamusca,Baixa Tensão,2023,3,1748008.278
Chamusca,Baixa Tensão,2023,4,1720264.121
Chamusca,Baixa Tensão,2023,5,1926216.72
Chamusca,Baixa Tensão,2023,6,2205003.488
Chamusca,Baixa Tensão,2023,7,2806075.594
Chamusca,Baixa Tensão,2023,8,2558322.873
Chamusca,Baixa Tensão,2023,9,1833004.7519999999
Chamusca,Baixa Tensão,2023,10,1645480.2489999998
Chamusca,Baixa Tensão,2023,11,1656358.091
Chamusca,Baixa Tensão,2023,12,2031230.4409999999
Chamusca,Baixa Tensão,2024,1,1956934.626
Chamusca,Baixa Tensão,2024,2,705157.374
Chamusca,"Muito Alta, Alta e Média Tensões",2020,11,2461723.482
Chamusca,"Muito Alta, Alta e Média Tensões",2020,12,2392831.1309999996
Chamusca,"Muito Alta, Alta e Média Tensões",2021,1,2450704.937
Chamusca,"Muito Alta, Alta e Média Tensões",2021,2,2335590.858
Chamusca,"Muito Alta, Alta e Média Tensões",2021,3,2476378.205
Chamusca,"Muito Alta, Alta e Média Tensões",2021,4,2526255.524
Chamusca,"Muito Alta, Alta e Média Tensões",2021,5,2620962.252
Chamusca,"Muito Alta, Alta e Média Tensões",2021,6,2950235.991
Chamusca,"Muito Alta, Alta e Média Tensões",2021,7,3332127.8419999997
Chamusca,"Muito Alta, Alta e Média Tensões",2021,8,3394536.341
Chamusca,"Muito Alta, Alta e Média Tensões",2021,9,2655164.05
Chamusca,"Muito Alta, Alta e Média Tensões",2021,10,2538277.452
Chamusca,"Muito Alta, Alta e Média Tensões",2021,11,2549116.5779999997
Chamusca,"Muito Alta, Alta e Média Tensões",2021,12,2318356.97
Chamusca,"Muito Alta, Alta e Média Tensões",2022,1,2552568.49
Chamusca,"Muito Alta, Alta e Média Tensões",2022,2,2273092.552
Chamusca,"Muito Alta, Alta e Média Tensões",2022,3,2563769.5640000002
Chamusca,"Muito Alta, Alta e Média Tensões",2022,4,2270735.4200000004
Chamusca,"Muito Alta, Alta e Média Tensões",2022,5,2822399.397
Chamusca,"Muito Alta, Alta e Média Tensões",2022,6,3093893.577
Chamusca,"Muito Alta, Alta e Média Tensões",2022,7,3682898.455
Chamusca,"Muito Alta, Alta e Média Tensões",2022,8,3408814.025
Chamusca,"Muito Alta, Alta e Média Tensões",2022,9,2635067.283
Chamusca,"Muito Alta, Alta e Média Tensões",2022,10,2620707.233
Chamusca,"Muito Alta, Alta e Média Tensões",2022,11,2701637.0199999996
Chamusca,"Muito Alta, Alta e Média Tensões",2022,12,2422387.984
Chamusca,"Muito Alta, Alta e Média Tensões",2023,1,2636654.003
Chamusca,"Muito Alta, Alta e Média Tensões",2023,2,2410291.491
Chamusca,"Muito Alta, Alta e Média Tensões",2023,3,2724000.6459999997
Chamusca,"Muito Alta, Alta e Média Tensões",2023,4,2949537.8850000002
Chamusca,"Muito Alta, Alta e Média Tensões",2023,5,3421231.221
Chamusca,"Muito Alta, Alta e Média Tensões",2023,6,3416273.7539999997
Chamusca,"Muito Alta, Alta e Média Tensões",2023,7,4026998.132
Chamusca,"Muito Alta, Alta e Média Tensões",2023,8,3730786.034
Chamusca,"Muito Alta, Alta e Média Tensões",2023,9,2974198.1040000003
Chamusca,"Muito Alta, Alta e Média Tensões",2023,10,2993204.729
Chamusca,"Muito Alta, Alta e Média Tensões",2023,11,2430730.649
Chamusca,"Muito Alta, Alta e Média Tensões",2023,12,2264274.352
Chamusca,"Muito Alta, Alta e Média Tensões",2024,1,2820442.681
Chamusca,"Muito Alta, Alta e Média Tensões",2024,2,472810.319
Chaves,Baixa Tensão,2020,11,6978658.675
Chaves,Baixa Tensão,2020,12,8014920.763
Chaves,Baixa Tensão,2021,1,8600071.523
Chaves,Baixa Tensão,2021,2,6658085.581
Chaves,Baixa Tensão,2021,3,6485816.826
Chaves,Baixa Tensão,2021,4,5796382.532
Chaves,Baixa Tensão,2021,5,5841524.11
Chaves,Baixa Tensão,2021,6,5674679.3549999995
Chaves,Baixa Tensão,2021,7,6174850.126999999
Chaves,Baixa Tensão,2021,8,6486753.167
Chaves,Baixa Tensão,2021,9,6018992.169
Chaves,Baixa Tensão,2021,10,6418420.59
Chaves,Baixa Tensão,2021,11,7346995.656
Chaves,Baixa Tensão,2021,12,8142538.364
Chaves,Baixa Tensão,2022,1,8442988.178
Chaves,Baixa Tensão,2022,2,7288186.983
Chaves,Baixa Tensão,2022,3,7167593.438
Chaves,Baixa Tensão,2022,4,6228572.452
Chaves,Baixa Tensão,2022,5,5936081.644
Chaves,Baixa Tensão,2022,6,5764222.305
Chaves,Baixa Tensão,2022,7,6784536.591
Chaves,Baixa Tensão,2022,8,6848511.792
Chaves,Baixa Tensão,2022,9,5956711.91
Chaves,Baixa Tensão,2022,10,6162813.84
Chaves,Baixa Tensão,2022,11,6859682.9290000005
Chaves,Baixa Tensão,2022,12,7906565.938
Chaves,Baixa Tensão,2023,1,8644363.948
Chaves,Baixa Tensão,2023,2,7519207.017
Chaves,Baixa Tensão,2023,3,7095029.597
Chaves,Baixa Tensão,2023,4,5817331.337
Chaves,Baixa Tensão,2023,5,5678920.5879999995
Chaves,Baixa Tensão,2023,6,5683229.513
Chaves,Baixa Tensão,2023,7,6364420.933
Chaves,Baixa Tensão,2023,8,6694221.356
Chaves,Baixa Tensão,2023,9,5883703.444
Chaves,Baixa Tensão,2023,10,6317702.913
Chaves,Baixa Tensão,2023,11,7134375.506
Chaves,Baixa Tensão,2023,12,8989295.848
Chaves,Baixa Tensão,2024,1,8831116.341
Chaves,Baixa Tensão,2024,2,2923025.659
Chaves,"Muito Alta, Alta e Média Tensões",2020,11,2712013.3510000003
Chaves,"Muito Alta, Alta e Média Tensões",2020,12,2525985.501
Chaves,"Muito Alta, Alta e Média Tensões",2021,1,2819456.903
Chaves,"Muito Alta, Alta e Média Tensões",2021,2,2399965.236
Chaves,"Muito Alta, Alta e Média Tensões",2021,3,2586912.861
Chaves,"Muito Alta, Alta e Média Tensões",2021,4,2263145.217
Chaves,"Muito Alta, Alta e Média Tensões",2021,5,2828739.92
Chaves,"Muito Alta, Alta e Média Tensões",2021,6,2994273.5190000003
Chaves,"Muito Alta, Alta e Média Tensões",2021,7,3232607.3540000003
Chaves,"Muito Alta, Alta e Média Tensões",2021,8,3262111.927
Chaves,"Muito Alta, Alta e Média Tensões",2021,9,2953775.063
Chaves,"Muito Alta, Alta e Média Tensões",2021,10,2942943.661
Chaves,"Muito Alta, Alta e Média Tensões",2021,11,2995074.13
Chaves,"Muito Alta, Alta e Média Tensões",2021,12,2795268.209
Chaves,"Muito Alta, Alta e Média Tensões",2022,1,3214019.56
Chaves,"Muito Alta, Alta e Média Tensões",2022,2,3029503.399
Chaves,"Muito Alta, Alta e Média Tensões",2022,3,3231759.351
Chaves,"Muito Alta, Alta e Média Tensões",2022,4,3096177.851
Chaves,"Muito Alta, Alta e Média Tensões",2022,5,3299618.532
Chaves,"Muito Alta, Alta e Média Tensões",2022,6,3006667.307
Chaves,"Muito Alta, Alta e Média Tensões",2022,7,3839767.659
Chaves,"Muito Alta, Alta e Média Tensões",2022,8,3941907.626
Chaves,"Muito Alta, Alta e Média Tensões",2022,9,3445136.704
Chaves,"Muito Alta, Alta e Média Tensões",2022,10,3473551.186
Chaves,"Muito Alta, Alta e Média Tensões",2022,11,3268335.233
Chaves,"Muito Alta, Alta e Média Tensões",2022,12,3264760.592
Chaves,"Muito Alta, Alta e Média Tensões",2023,1,3471613.644
Chaves,"Muito Alta, Alta e Média Tensões",2023,2,3234100.493
Chaves,"Muito Alta, Alta e Média Tensões",2023,3,3342380.721
Chaves,"Muito Alta, Alta e Média Tensões",2023,4,3096298.537
Chaves,"Muito Alta, Alta e Média Tensões",2023,5,2881350.349
Chaves,"Muito Alta, Alta e Média Tensões",2023,6,3415068.256
Chaves,"Muito Alta, Alta e Média Tensões",2023,7,3750390.261
Chaves,"Muito Alta, Alta e Média Tensões",2023,8,3840181.8770000003
Chaves,"Muito Alta, Alta e Média Tensões",2023,9,3464303.838
Chaves,"Muito Alta, Alta e Média Tensões",2023,10,3547368.038
Chaves,"Muito Alta, Alta e Média Tensões",2023,11,3417852.9990000003
Chaves,"Muito Alta, Alta e Média Tensões",2023,12,3318544.9869999997
Chaves,"Muito Alta, Alta e Média Tensões",2024,1,3523193.652
Chaves,"Muito Alta, Alta e Média Tensões",2024,2,782361.3470000001
Cinfães,Baixa Tensão,2020,11,2527505.907
Cinfães,Baixa Tensão,2020,12,2824359.517
Cinfães,Baixa Tensão,2021,1,2892205.372
Cinfães,Baixa Tensão,2021,2,2446768.737
Cinfães,Baixa Tensão,2021,3,2462986.7909999997
Cinfães,Baixa Tensão,2021,4,2226605.61
Cinfães,Baixa Tensão,2021,5,2280302.085
Cinfães,Baixa Tensão,2021,6,2254565.022
Cinfães,Baixa Tensão,2021,7,2412526.209
Cinfães,Baixa Tensão,2021,8,2432377.059
Cinfães,Baixa Tensão,2021,9,2325939.671
Cinfães,Baixa Tensão,2021,10,2440667.21
Cinfães,Baixa Tensão,2021,11,2469211.855
Cinfães,Baixa Tensão,2021,12,2672528.3789999997
Cinfães,Baixa Tensão,2022,1,2739782.98
Cinfães,Baixa Tensão,2022,2,2436996.46
Cinfães,Baixa Tensão,2022,3,2583060.428
Cinfães,Baixa Tensão,2022,4,2332726.539
Cinfães,Baixa Tensão,2022,5,2306164.903
Cinfães,Baixa Tensão,2022,6,2239553.69
Cinfães,Baixa Tensão,2022,7,2467836.33
Cinfães,Baixa Tensão,2022,8,2490232.829
Cinfães,Baixa Tensão,2022,9,2338326.282
Cinfães,Baixa Tensão,2022,10,2436833.106
Cinfães,Baixa Tensão,2022,11,2529948.087
Cinfães,Baixa Tensão,2022,12,2726642.366
Cinfães,Baixa Tensão,2023,1,2845903.706
Cinfães,Baixa Tensão,2023,2,2521076.893
Cinfães,Baixa Tensão,2023,3,2576902.532
Cinfães,Baixa Tensão,2023,4,2292949.724
Cinfães,Baixa Tensão,2023,5,2313628.0270000002
Cinfães,Baixa Tensão,2023,6,2291428.118
Cinfães,Baixa Tensão,2023,7,2449406.372
Cinfães,Baixa Tensão,2023,8,2527289.904
Cinfães,Baixa Tensão,2023,9,2342059.238
Cinfães,Baixa Tensão,2023,10,2458688.7199999997
Cinfães,Baixa Tensão,2023,11,2613163.559
Cinfães,Baixa Tensão,2023,12,3062506.207
Cinfães,Baixa Tensão,2024,1,3065914.8540000003
Cinfães,Baixa Tensão,2024,2,1008685.146
Cinfães,"Muito Alta, Alta e Média Tensões",2020,11,172608.619
Cinfães,"Muito Alta, Alta e Média Tensões",2020,12,141247.866
Cinfães,"Muito Alta, Alta e Média Tensões",2021,1,177561.004
Cinfães,"Muito Alta, Alta e Média Tensões",2021,2,107244.745
Cinfães,"Muito Alta, Alta e Média Tensões",2021,3,138134.024
Cinfães,"Muito Alta, Alta e Média Tensões",2021,4,180592.36
Cinfães,"Muito Alta, Alta e Média Tensões",2021,5,203716.255
Cinfães,"Muito Alta, Alta e Média Tensões",2021,6,214952.166
Cinfães,"Muito Alta, Alta e Média Tensões",2021,7,232797.8
Cinfães,"Muito Alta, Alta e Média Tensões",2021,8,259070.291
Cinfães,"Muito Alta, Alta e Média Tensões",2021,9,216122.755
Cinfães,"Muito Alta, Alta e Média Tensões",2021,10,190902.571
Cinfães,"Muito Alta, Alta e Média Tensões",2021,11,203831.665
Cinfães,"Muito Alta, Alta e Média Tensões",2021,12,190934.364
Cinfães,"Muito Alta, Alta e Média Tensões",2022,1,219544.61400000003
Cinfães,"Muito Alta, Alta e Média Tensões",2022,2,230608.1
Cinfães,"Muito Alta, Alta e Média Tensões",2022,3,179219.83599999998
Cinfães,"Muito Alta, Alta e Média Tensões",2022,4,214323.929
Cinfães,"Muito Alta, Alta e Média Tensões",2022,5,200856.794
Cinfães,"Muito Alta, Alta e Média Tensões",2022,6,232955.72699999998
Cinfães,"Muito Alta, Alta e Média Tensões",2022,7,312173.838
Cinfães,"Muito Alta, Alta e Média Tensões",2022,8,297101.582
Cinfães,"Muito Alta, Alta e Média Tensões",2022,9,240591.649
Cinfães,"Muito Alta, Alta e Média Tensões",2022,10,297941.225
Cinfães,"Muito Alta, Alta e Média Tensões",2022,11,181176.938
Cinfães,"Muito Alta, Alta e Média Tensões",2022,12,126721.76800000001
Cinfães,"Muito Alta, Alta e Média Tensões",2023,1,146768.03
Cinfães,"Muito Alta, Alta e Média Tensões",2023,2,138181.22100000002
Cinfães,"Muito Alta, Alta e Média Tensões",2023,3,179424.152
Cinfães,"Muito Alta, Alta e Média Tensões",2023,4,204421.896
Cinfães,"Muito Alta, Alta e Média Tensões",2023,5,258256.12
Cinfães,"Muito Alta, Alta e Média Tensões",2023,6,296325.581
Cinfães,"Muito Alta, Alta e Média Tensões",2023,7,293657.678
Cinfães,"Muito Alta, Alta e Média Tensões",2023,8,281482.58400000003
Cinfães,"Muito Alta, Alta e Média Tensões",2023,9,295130.572
Cinfães,"Muito Alta, Alta e Média Tensões",2023,10,199560.03999999998
Cinfães,"Muito Alta, Alta e Média Tensões",2023,11,139173.426
Cinfães,"Muito Alta, Alta e Média Tensões",2023,12,177363.7
Cinfães,"Muito Alta, Alta e Média Tensões",2024,1,156884.36500000002
Cinfães,"Muito Alta, Alta e Média Tensões",2024,2,39953.906
Coimbra,Baixa Tensão,2020,11,28195791.726
Coimbra,Baixa Tensão,2020,12,33178887.626
Coimbra,Baixa Tensão,2021,1,37530535.898
Coimbra,Baixa Tensão,2021,2,27012336.203
Coimbra,Baixa Tensão,2021,3,25817651.238
Coimbra,Baixa Tensão,2021,4,23584187.279999997
Coimbra,Baixa Tensão,2021,5,24217368.099
Coimbra,Baixa Tensão,2021,6,23395527.768
Coimbra,Baixa Tensão,2021,7,24067396.11
Coimbra,Baixa Tensão,2021,8,23840427.106
Coimbra,Baixa Tensão,2021,9,23795959.11
Coimbra,Baixa Tensão,2021,10,25640382.211999997
Coimbra,Baixa Tensão,2021,11,29435218.376
Coimbra,Baixa Tensão,2021,12,32793575.6
Coimbra,Baixa Tensão,2022,1,33690983.015
Coimbra,Baixa Tensão,2022,2,29449922.191
Coimbra,Baixa Tensão,2022,3,30052310.272
Coimbra,Baixa Tensão,2022,4,25830225.342
Coimbra,Baixa Tensão,2022,5,25188886.215
Coimbra,Baixa Tensão,2022,6,23993860.965
Coimbra,Baixa Tensão,2022,7,25709978.416
Coimbra,Baixa Tensão,2022,8,24266151.365
Coimbra,Baixa Tensão,2022,9,23838310.384999998
Coimbra,Baixa Tensão,2022,10,25193753.078
Coimbra,Baixa Tensão,2022,11,27792233.433
Coimbra,Baixa Tensão,2022,12,31271284.335
Coimbra,Baixa Tensão,2023,1,34950443.297
Coimbra,Baixa Tensão,2023,2,30315810.19
Coimbra,Baixa Tensão,2023,3,28799977.854
Coimbra,Baixa Tensão,2023,4,24039611.928
Coimbra,Baixa Tensão,2023,5,24456858.63
Coimbra,Baixa Tensão,2023,6,24217799.693
Coimbra,Baixa Tensão,2023,7,24549167.947
Coimbra,Baixa Tensão,2023,8,24716487.215
Coimbra,Baixa Tensão,2023,9,24423761.662
Coimbra,Baixa Tensão,2023,10,26721580.477
Coimbra,Baixa Tensão,2023,11,29141850.878
Coimbra,Baixa Tensão,2023,12,34944211.241
Coimbra,Baixa Tensão,2024,1,34774805.204
Coimbra,Baixa Tensão,2024,2,11164852.796
Coimbra,"Muito Alta, Alta e Média Tensões",2020,11,29281579.847
Coimbra,"Muito Alta, Alta e Média Tensões",2020,12,27292032.029
Coimbra,"Muito Alta, Alta e Média Tensões",2021,1,27247994.306
Coimbra,"Muito Alta, Alta e Média Tensões",2021,2,26208782.066
Coimbra,"Muito Alta, Alta e Média Tensões",2021,3,29033173.186
Coimbra,"Muito Alta, Alta e Média Tensões",2021,4,26999898.091999996
Coimbra,"Muito Alta, Alta e Média Tensões",2021,5,24009429.511
Coimbra,"Muito Alta, Alta e Média Tensões",2021,6,24944060.825
Coimbra,"Muito Alta, Alta e Média Tensões",2021,7,31080522.291
Coimbra,"Muito Alta, Alta e Média Tensões",2021,8,30420742.126
Coimbra,"Muito Alta, Alta e Média Tensões",2021,9,30042577.413999997
Coimbra,"Muito Alta, Alta e Média Tensões",2021,10,27930106.52
Coimbra,"Muito Alta, Alta e Média Tensões",2021,11,27805807.241
Coimbra,"Muito Alta, Alta e Média Tensões",2021,12,28294980.206
Coimbra,"Muito Alta, Alta e Média Tensões",2022,1,22681042.908999998
Coimbra,"Muito Alta, Alta e Média Tensões",2022,2,26418074.472
Coimbra,"Muito Alta, Alta e Média Tensões",2022,3,31702060.472999997
Coimbra,"Muito Alta, Alta e Média Tensões",2022,4,28830934.956
Coimbra,"Muito Alta, Alta e Média Tensões",2022,5,27660469.829
Coimbra,"Muito Alta, Alta e Média Tensões",2022,6,30221035.207
Coimbra,"Muito Alta, Alta e Média Tensões",2022,7,33251852.588
Coimbra,"Muito Alta, Alta e Média Tensões",2022,8,31181312.255
Coimbra,"Muito Alta, Alta e Média Tensões",2022,9,24740596.291
Coimbra,"Muito Alta, Alta e Média Tensões",2022,10,29439783.067
Coimbra,"Muito Alta, Alta e Média Tensões",2022,11,30239214.511
Coimbra,"Muito Alta, Alta e Média Tensões",2022,12,28307227.417
Coimbra,"Muito Alta, Alta e Média Tensões",2023,1,24300054.371
Coimbra,"Muito Alta, Alta e Média Tensões",2023,2,29085636.189999998
Coimbra,"Muito Alta, Alta e Média Tensões",2023,3,30698909.338999998
Coimbra,"Muito Alta, Alta e Média Tensões",2023,4,23544630.306
Coimbra,"Muito Alta, Alta e Média Tensões",2023,5,26342468.85
Coimbra,"Muito Alta, Alta e Média Tensões",2023,6,32780877.273000002
Coimbra,"Muito Alta, Alta e Média Tensões",2023,7,32949179.742000002
Coimbra,"Muito Alta, Alta e Média Tensões",2023,8,31508792.549
Coimbra,"Muito Alta, Alta e Média Tensões",2023,9,28096145.818
Coimbra,"Muito Alta, Alta e Média Tensões",2023,10,32338776.637
Coimbra,"Muito Alta, Alta e Média Tensões",2023,11,31022791.153
Coimbra,"Muito Alta, Alta e Média Tensões",2023,12,26469170.617
Coimbra,"Muito Alta, Alta e Média Tensões",2024,1,22601259.496
Coimbra,"Muito Alta, Alta e Média Tensões",2024,2,4996036.87
Condeixa-a-Nova,Baixa Tensão,2020,11,2398155.693
Condeixa-a-Nova,Baixa Tensão,2020,12,2815278.136
Condeixa-a-Nova,Baixa Tensão,2021,1,2969442.099
Condeixa-a-Nova,Baixa Tensão,2021,2,2377991.542
Condeixa-a-Nova,Baixa Tensão,2021,3,2254407.611
Condeixa-a-Nova,Baixa Tensão,2021,4,2067611.175
Condeixa-a-Nova,Baixa Tensão,2021,5,2102725.181
Condeixa-a-Nova,Baixa Tensão,2021,6,2032190.411
Condeixa-a-Nova,Baixa Tensão,2021,7,2108295.997
Condeixa-a-Nova,Baixa Tensão,2021,8,2087416.529
Condeixa-a-Nova,Baixa Tensão,2021,9,2060185.8930000002
Condeixa-a-Nova,Baixa Tensão,2021,10,2182077.5379999997
Condeixa-a-Nova,Baixa Tensão,2021,11,2344481.833
Condeixa-a-Nova,Baixa Tensão,2021,12,2583476.1909999996
Condeixa-a-Nova,Baixa Tensão,2022,1,2632012.586
Condeixa-a-Nova,Baixa Tensão,2022,2,2323432.0399999996
Condeixa-a-Nova,Baixa Tensão,2022,3,2407524.574
Condeixa-a-Nova,Baixa Tensão,2022,4,2130550.561
Condeixa-a-Nova,Baixa Tensão,2022,5,2085160.6879999998
Condeixa-a-Nova,Baixa Tensão,2022,6,2010308.551
Condeixa-a-Nova,Baixa Tensão,2022,7,2160498.015
Condeixa-a-Nova,Baixa Tensão,2022,8,1977606.0480000002
Condeixa-a-Nova,Baixa Tensão,2022,9,2066713.0080000001
Condeixa-a-Nova,Baixa Tensão,2022,10,2147626.2199999997
Condeixa-a-Nova,Baixa Tensão,2022,11,2281708.922
Condeixa-a-Nova,Baixa Tensão,2022,12,2583470.787
Condeixa-a-Nova,Baixa Tensão,2023,1,2800643.179
Condeixa-a-Nova,Baixa Tensão,2023,2,2441103.398
Condeixa-a-Nova,Baixa Tensão,2023,3,2321133.6969999997
Condeixa-a-Nova,Baixa Tensão,2023,4,1975365.623
Condeixa-a-Nova,Baixa Tensão,2023,5,2013666.607
Condeixa-a-Nova,Baixa Tensão,2023,6,2015083.496
Condeixa-a-Nova,Baixa Tensão,2023,7,2105398.553
Condeixa-a-Nova,Baixa Tensão,2023,8,2114330.337
Condeixa-a-Nova,Baixa Tensão,2023,9,2029351.149
Condeixa-a-Nova,Baixa Tensão,2023,10,2213610.051
Condeixa-a-Nova,Baixa Tensão,2023,11,2418137.194
Condeixa-a-Nova,Baixa Tensão,2023,12,2926165.716
Condeixa-a-Nova,Baixa Tensão,2024,1,2814332.917
Condeixa-a-Nova,Baixa Tensão,2024,2,981903.083
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2020,11,1674060.951
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2020,12,1478104.111
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2021,1,1509242.4840000002
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2021,2,1527528.732
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2021,3,1582263.784
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2021,4,1522882.472
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2021,5,1574488.366
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2021,6,1460229.682
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2021,7,1661459.533
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2021,8,1353949.972
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2021,9,1750496.9749999999
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2021,10,1751346.4849999999
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2021,11,1753218.084
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2021,12,1581086.4309999999
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2022,1,1598461.693
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2022,2,1648025.156
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2022,3,1764912.344
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2022,4,1567603.207
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2022,5,1749816.4109999998
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2022,6,1723546.189
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2022,7,1825664.759
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2022,8,1367441.606
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2022,9,1848930.0
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2022,10,1845367.2959999999
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2022,11,1838067.742
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2022,12,1692499.597
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2023,1,1833341.9789999998
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2023,2,2042588.45
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2023,3,2546572.055
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2023,4,2306824.715
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2023,5,2383386.588
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2023,6,2135267.213
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2023,7,1819676.921
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2023,8,1416197.08
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2023,9,1902870.898
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2023,10,2027029.5180000002
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2023,11,1961105.4190000002
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2023,12,1267669.1639999999
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2024,1,1239123.676
Condeixa-a-Nova,"Muito Alta, Alta e Média Tensões",2024,2,677382.324
Constância,Baixa Tensão,2020,11,742954.124
Constância,Baixa Tensão,2020,12,836936.5
Constância,Baixa Tensão,2021,1,892884.665
Constância,Baixa Tensão,2021,2,728982.8400000001
Constância,Baixa Tensão,2021,3,743952.549
Constância,Baixa Tensão,2021,4,643631.5819999999
Constância,Baixa Tensão,2021,5,657938.385
Constância,Baixa Tensão,2021,6,657739.809
Constância,Baixa Tensão,2021,7,696947.186
Constância,Baixa Tensão,2021,8,702786.478
Constância,Baixa Tensão,2021,9,662077.443
Constância,Baixa Tensão,2021,10,695990.497
Constância,Baixa Tensão,2021,11,755747.504
Constância,Baixa Tensão,2021,12,839344.0619999999
Constância,Baixa Tensão,2022,1,858086.095
Constância,Baixa Tensão,2022,2,746264.323
Constância,Baixa Tensão,2022,3,759199.532
Constância,Baixa Tensão,2022,4,672492.2320000001
Constância,Baixa Tensão,2022,5,682505.757
Constância,Baixa Tensão,2022,6,680958.061
Constância,Baixa Tensão,2022,7,752689.3809999999
Constância,Baixa Tensão,2022,8,715126.1969999999
Constância,Baixa Tensão,2022,9,657735.106
Constância,Baixa Tensão,2022,10,664119.482
Constância,Baixa Tensão,2022,11,701880.608
Constância,Baixa Tensão,2022,12,779001.226
Constância,Baixa Tensão,2023,1,842659.847
Constância,Baixa Tensão,2023,2,751996.8369999999
Constância,Baixa Tensão,2023,3,729003.3740000001
Constância,Baixa Tensão,2023,4,632261.008
Constância,Baixa Tensão,2023,5,640415.639
Constância,Baixa Tensão,2023,6,656675.295
Constância,Baixa Tensão,2023,7,720550.3049999999
Constância,Baixa Tensão,2023,8,724741.058
Constância,Baixa Tensão,2023,9,648159.999
Constância,Baixa Tensão,2023,10,685807.025
Constância,Baixa Tensão,2023,11,745704.2679999999
Constância,Baixa Tensão,2023,12,917238.345
Constância,Baixa Tensão,2024,1,891302.58
Constância,Baixa Tensão,2024,2,267646.42
Constância,"Muito Alta, Alta e Média Tensões",2020,11,7226361.771
Constância,"Muito Alta, Alta e Média Tensões",2020,12,7656337.5200000005
Constância,"Muito Alta, Alta e Média Tensões",2021,1,7402325.227000001
Constância,"Muito Alta, Alta e Média Tensões",2021,2,6749043.159
Constância,"Muito Alta, Alta e Média Tensões",2021,3,7453684.614
Constância,"Muito Alta, Alta e Média Tensões",2021,4,6983102.332
Constância,"Muito Alta, Alta e Média Tensões",2021,5,7367252.795
Constância,"Muito Alta, Alta e Média Tensões",2021,6,6849599.971
Constância,"Muito Alta, Alta e Média Tensões",2021,7,7606994.518999999
Constância,"Muito Alta, Alta e Média Tensões",2021,8,7344934.880999999
Constância,"Muito Alta, Alta e Média Tensões",2021,9,4929209.502
Constância,"Muito Alta, Alta e Média Tensões",2021,10,6466551.782
