ano,mes,energia_ativa_alta_tensao_kwh,cpes_domestico_alta_tensao,cpes_nao_domestico_alta_tensao,cpes_outros_alta_tensao,densidade_populacional_pessoas_km2,num_industrias_extrativas,num_industrias_transformadoras
2023,1,3349844.95 - 9260857.23,0,119,0,128,0,384
2023,2,3349844.95 - 9260857.23,0,120,0,128,0,384
2023,3,3349844.95 - 9260857.23,0,120,0,128,0,384
2023,4,3349844.95 - 9260857.23,0,120,0,128,0,384
2023,5,3349844.95 - 9260857.23,0,120,0,128,0,384
2023,6,3349844.95 - 9260857.23,0,120,0,128,0,384
2023,7,3349844.95 - 9260857.23,1,120,0,128,0,384
2023,8,3349844.95 - 9260857.23,1,120,0,128,0,384
2023,9,3349844.95 - 9260857.23,1,120,0,128,0,384
2023,10,3349844.95 - 9260857.23,1,120,0,128,0,384
2023,11,3349844.95 - 9260857.23,1,120,0,128,0,384
2023,12,3349844.95 - 9260857.23,1,120,0,128,0,384
2022,8,0.00 - 3349844.95,0,57,0,66,10,91
2022,9,0.00 - 3349844.95,0,57,0,66,10,91
2022,10,0.00 - 3349844.95,0,57,0,66,10,91
2022,11,0.00 - 3349844.95,0,57,0,66,10,91
2022,12,0.00 - 3349844.95,0,57,0,66,10,91
2023,1,0.00 - 3349844.95,0,57,0,66,10,91
2023,2,0.00 - 3349844.95,0,58,0,66,10,91
2023,3,0.00 - 3349844.95,0,58,0,66,10,91
2023,4,0.00 - 3349844.95,0,58,0,66,10,91
2023,5,0.00 - 3349844.95,0,58,0,66,10,91
2023,6,0.00 - 3349844.95,0,57,0,66,10,91
2023,7,0.00 - 3349844.95,0,57,0,66,10,91
2023,8,0.00 - 3349844.95,0,57,0,66,10,91
2023,9,0.00 - 3349844.95,0,57,0,66,10,91
2023,10,0.00 - 3349844.95,0,57,0,66,10,91
2023,11,0.00 - 3349844.95,0,57,0,66,10,91
2023,12,0.00 - 3349844.95,0,57,0,66,10,91
2022,8,3349844.95 - 9260857.23,0,43,0,46,1,129
2022,9,3349844.95 - 9260857.23,0,43,0,46,1,129
2022,10,3349844.95 - 9260857.23,0,43,0,46,1,129
2022,11,3349844.95 - 9260857.23,0,43,0,46,1,129
2022,12,3349844.95 - 9260857.23,0,43,0,46,1,129
2023,1,3349844.95 - 9260857.23,0,43,0,46,1,129
2023,2,3349844.95 - 9260857.23,0,43,0,46,1,129
2023,3,3349844.95 - 9260857.23,0,43,0,46,1,129
2023,4,3349844.95 - 9260857.23,0,43,0,46,1,129
2023,5,3349844.95 - 9260857.23,0,43,0,46,1,129
2023,6,3349844.95 - 9260857.23,0,43,0,46,1,129
2023,7,3349844.95 - 9260857.23,0,43,0,46,1,129
2023,8,3349844.95 - 9260857.23,0,43,0,46,1,129
2023,9,3349844.95 - 9260857.23,0,43,0,46,1,129
2023,10,3349844.95 - 9260857.23,0,43,0,46,1,129
2023,11,3349844.95 - 9260857.23,0,44,0,46,1,129
2023,12,3349844.95 - 9260857.23,0,44,0,46,1,129
2022,8,0.00 - 3349844.95,0,34,0,34,1,70
2022,9,0.00 - 3349844.95,0,35,0,34,1,70
2022,10,0.00 - 3349844.95,0,35,0,34,1,70
2022,11,0.00 - 3349844.95,0,35,0,34,1,70
2022,12,0.00 - 3349844.95,0,35,0,34,1,70
2023,1,0.00 - 3349844.95,0,34,0,34,1,70
2023,2,0.00 - 3349844.95,0,34,0,34,1,70
2023,3,0.00 - 3349844.95,0,34,0,34,1,70
2023,4,0.00 - 3349844.95,0,34,0,34,1,70
2023,5,0.00 - 3349844.95,0,34,0,34,1,70
2023,6,0.00 - 3349844.95,0,34,0,34,1,70
2023,7,0.00 - 3349844.95,0,34,0,34,1,70
2023,8,0.00 - 3349844.95,0,33,0,34,1,70
2023,9,0.00 - 3349844.95,0,33,0,34,1,70
2023,10,0.00 - 3349844.95,0,33,0,34,1,70
2023,11,0.00 - 3349844.95,0,33,0,34,1,70
2023,12,0.00 - 3349844.95,0,34,0,34,1,70
2022,8,0.00 - 3349844.95,0,39,0,49,1,26
2022,9,0.00 - 3349844.95,0,39,0,49,1,26
2022,10,0.00 - 3349844.95,0,39,0,49,1,26
2022,11,0.00 - 3349844.95,0,39,0,49,1,26
2022,12,0.00 - 3349844.95,0,39,0,49,1,26
2023,1,0.00 - 3349844.95,0,39,0,49,1,26
2023,2,0.00 - 3349844.95,0,39,0,49,1,26
2023,3,0.00 - 3349844.95,0,39,0,49,1,26
2023,4,0.00 - 3349844.95,0,39,0,49,1,26
2023,5,0.00 - 3349844.95,0,39,0,49,1,26
2023,6,0.00 - 3349844.95,0,39,0,49,1,26
2023,7,0.00 - 3349844.95,0,39,0,49,1,26
2023,8,0.00 - 3349844.95,0,39,0,49,1,26
2023,9,0.00 - 3349844.95,0,39,0,49,1,26
2023,10,0.00 - 3349844.95,0,39,0,49,1,26
2023,11,0.00 - 3349844.95,0,39,0,49,1,26
2023,12,0.00 - 3349844.95,0,40,0,49,1,26
2022,8,0.00 - 3349844.95,0,60,0,64,3,250
2022,9,0.00 - 3349844.95,0,60,0,64,3,250
2022,10,0.00 - 3349844.95,0,60,0,64,3,250
2022,11,0.00 - 3349844.95,0,60,0,64,3,250
2022,12,0.00 - 3349844.95,0,60,0,64,3,250
2023,1,0.00 - 3349844.95,0,60,0,64,3,250
2023,2,0.00 - 3349844.95,0,61,0,64,3,250
2023,3,0.00 - 3349844.95,0,61,0,64,3,250
2023,4,0.00 - 3349844.95,0,61,0,64,3,250
2023,5,0.00 - 3349844.95,0,61,0,64,3,250
2023,6,0.00 - 3349844.95,0,60,0,64,3,250
2023,7,0.00 - 3349844.95,0,59,0,64,3,250
2023,8,0.00 - 3349844.95,0,59,0,64,3,250
2023,9,0.00 - 3349844.95,0,59,0,64,3,250
2023,10,0.00 - 3349844.95,0,59,0,64,3,250
2023,11,0.00 - 3349844.95,0,59,0,64,3,250
2023,12,0.00 - 3349844.95,0,59,0,64,3,250
2022,8,0.00 - 3349844.95,0,59,0,10,5,74
2022,9,0.00 - 3349844.95,0,59,0,10,5,74
2022,10,0.00 - 3349844.95,0,59,0,10,5,74
2022,11,0.00 - 3349844.95,0,59,0,10,5,74
2022,12,0.00 - 3349844.95,0,59,0,10,5,74
2023,1,0.00 - 3349844.95,0,58,0,10,5,74
2023,2,0.00 - 3349844.95,0,59,0,10,5,74
2023,3,0.00 - 3349844.95,0,59,0,10,5,74
2023,4,0.00 - 3349844.95,0,59,0,10,5,74
2023,5,0.00 - 3349844.95,0,59,0,10,5,74
2023,6,0.00 - 3349844.95,0,61,0,10,5,74
2023,7,0.00 - 3349844.95,0,61,0,10,5,74
2023,8,0.00 - 3349844.95,0,61,0,10,5,74
2023,9,0.00 - 3349844.95,0,61,0,10,5,74
2023,10,0.00 - 3349844.95,0,62,0,10,5,74
2023,11,0.00 - 3349844.95,0,62,0,10,5,74
2023,12,0.00 - 3349844.95,0,62,0,10,5,74
2022,8,0.00 - 3349844.95,0,12,0,9,0,9
2022,9,0.00 - 3349844.95,0,12,0,9,0,9
2022,10,0.00 - 3349844.95,0,12,0,9,0,9
2022,11,0.00 - 3349844.95,0,11,0,9,0,9
2022,12,0.00 - 3349844.95,0,11,0,9,0,9
2023,1,0.00 - 3349844.95,0,11,0,9,0,9
2023,2,0.00 - 3349844.95,0,11,0,9,0,9
2023,3,0.00 - 3349844.95,0,11,0,9,0,9
2023,4,0.00 - 3349844.95,0,11,0,9,0,9
2023,5,0.00 - 3349844.95,0,11,0,9,0,9
2023,6,0.00 - 3349844.95,0,11,0,9,0,9
2023,7,0.00 - 3349844.95,0,11,0,9,0,9
2023,8,0.00 - 3349844.95,0,11,0,9,0,9
2023,9,0.00 - 3349844.95,0,11,0,9,0,9
2023,10,0.00 - 3349844.95,0,11,0,9,0,9
2023,11,0.00 - 3349844.95,0,11,0,9,0,9
2023,12,0.00 - 3349844.95,0,11,0,9,0,9
2022,8,0.00 - 3349844.95,0,35,0,188,0,102
2022,9,0.00 - 3349844.95,0,35,0,188,0,102
2022,10,0.00 - 3349844.95,0,35,0,188,0,102
2022,11,0.00 - 3349844.95,0,35,0,188,0,102
2022,12,0.00 - 3349844.95,0,35,0,188,0,102
2023,1,0.00 - 3349844.95,0,35,0,188,0,102
2023,2,0.00 - 3349844.95,0,36,0,188,0,102
2023,3,0.00 - 3349844.95,0,36,0,188,0,102
2023,4,0.00 - 3349844.95,0,36,0,188,0,102
2023,5,0.00 - 3349844.95,0,36,0,188,0,102
2023,6,0.00 - 3349844.95,0,37,0,188,0,102
2023,7,0.00 - 3349844.95,0,37,0,188,0,102
2023,8,0.00 - 3349844.95,0,38,0,188,0,102
2023,9,0.00 - 3349844.95,0,38,0,188,0,102
2023,10,0.00 - 3349844.95,0,38,0,188,0,102
2023,11,0.00 - 3349844.95,0,38,0,188,0,102
2023,12,0.00 - 3349844.95,0,38,0,188,0,102
2022,8,37334467.99 - 46622152.52,0,250,8,420,7,553
2022,9,46622152.52 - 54159764.39,0,250,0,420,7,553
2022,10,37334467.99 - 46622152.52,0,250,0,420,7,553
2022,11,46622152.52 - 54159764.39,0,251,0,420,7,553
2022,12,46622152.52 - 54159764.39,0,252,0,420,7,553
2023,1,46622152.52 - 54159764.39,0,252,0,420,7,553
2023,2,37334467.99 - 46622152.52,0,253,0,420,7,553
2023,3,46622152.52 - 54159764.39,0,252,0,420,7,553
2023,4,46622152.52 - 54159764.39,0,252,0,420,7,553
2023,5,46622152.52 - 54159764.39,0,252,0,420,7,553
2023,6,37334467.99 - 46622152.52,0,252,0,420,7,553
2023,7,46622152.52 - 54159764.39,0,252,0,420,7,553
2023,8,37334467.99 - 46622152.52,0,253,0,420,7,553
2023,9,46622152.52 - 54159764.39,0,253,0,420,7,553
2023,10,46622152.52 - 54159764.39,0,254,0,420,7,553
2023,11,37334467.99 - 46622152.52,0,254,0,420,7,553
2023,12,37334467.99 - 46622152.52,0,254,0,420,7,553
2022,8,3349844.95 - 9260857.23,0,71,0,6,0,20
2022,9,3349844.95 - 9260857.23,0,71,0,6,0,20
2022,10,0.00 - 3349844.95,0,71,0,6,0,20
2022,11,0.00 - 3349844.95,0,71,0,6,0,20
2022,12,0.00 - 3349844.95,0,71,0,6,0,20
2023,1,0.00 - 3349844.95,0,71,0,6,0,20
2023,2,0.00 - 3349844.95,0,71,0,6,0,20
2023,3,0.00 - 3349844.95,0,71,0,6,0,20
2023,4,0.00 - 3349844.95,0,71,0,6,0,20
2023,5,0.00 - 3349844.95,0,71,0,6,0,20
2023,6,3349844.95 - 9260857.23,0,71,0,6,0,20
2023,7,3349844.95 - 9260857.23,0,71,0,6,0,20
2023,8,3349844.95 - 9260857.23,0,71,0,6,0,20
2023,9,0.00 - 3349844.95,0,71,0,6,0,20
2023,10,0.00 - 3349844.95,0,71,0,6,0,20
2023,11,0.00 - 3349844.95,0,71,0,6,0,20
2023,12,0.00 - 3349844.95,0,71,0,6,0,20
2022,8,9260857.23 - 18073778.11,0,133,0,84,0,102
2022,9,9260857.23 - 18073778.11,0,134,0,84,0,102
2022,10,9260857.23 - 18073778.11,0,134,0,84,0,102
2022,11,3349844.95 - 9260857.23,0,134,0,84,0,102
2022,12,3349844.95 - 9260857.23,0,134,0,84,0,102
2023,1,3349844.95 - 9260857.23,0,134,0,84,0,102
2023,2,3349844.95 - 9260857.23,0,134,0,84,0,102
2023,3,3349844.95 - 9260857.23,0,135,0,84,0,102
2023,4,3349844.95 - 9260857.23,0,135,0,84,0,102
2023,5,3349844.95 - 9260857.23,0,135,0,84,0,102
2023,6,9260857.23 - 18073778.11,0,136,0,84,0,102
2023,7,9260857.23 - 18073778.11,0,136,0,84,0,102
2023,8,9260857.23 - 18073778.11,0,136,0,84,0,102
2023,9,9260857.23 - 18073778.11,0,137,0,84,0,102
2023,10,9260857.23 - 18073778.11,0,137,0,84,0,102
2023,11,9260857.23 - 18073778.11,0,137,0,84,0,102
2023,12,3349844.95 - 9260857.23,0,137,0,84,0,102
2022,8,0.00 - 3349844.95,0,26,0,99,0,74
2022,9,0.00 - 3349844.95,0,26,0,99,0,74
2022,10,0.00 - 3349844.95,0,26,0,99,0,74
2022,11,0.00 - 3349844.95,0,26,0,99,0,74
2022,12,0.00 - 3349844.95,0,26,0,99,0,74
2023,1,0.00 - 3349844.95,0,26,0,99,0,74
2023,2,0.00 - 3349844.95,0,26,0,99,0,74
2023,3,0.00 - 3349844.95,0,25,0,99,0,74
2023,4,0.00 - 3349844.95,0,25,0,99,0,74
2023,5,0.00 - 3349844.95,0,25,0,99,0,74
2023,6,0.00 - 3349844.95,0,26,0,99,0,74
2023,7,0.00 - 3349844.95,0,26,0,99,0,74
2023,8,0.00 - 3349844.95,0,25,0,99,0,74
2023,9,0.00 - 3349844.95,0,25,0,99,0,74
2023,10,0.00 - 3349844.95,0,25,0,99,0,74
2023,11,0.00 - 3349844.95,0,25,0,99,0,74
2023,12,0.00 - 3349844.95,0,25,0,99,0,74
2022,8,9260857.23 - 18073778.11,0,375,20,308,4,2531
2022,9,9260857.23 - 18073778.11,0,375,20,308,4,2531
2022,10,9260857.23 - 18073778.11,0,377,20,308,4,2531
2022,11,9260857.23 - 18073778.11,0,376,20,308,4,2531
2022,12,9260857.23 - 18073778.11,0,376,20,308,4,2531
2023,1,9260857.23 - 18073778.11,0,377,20,308,4,2531
2023,2,9260857.23 - 18073778.11,0,377,20,308,4,2531
2023,3,9260857.23 - 18073778.11,0,376,20,308,4,2531
2023,4,9260857.23 - 18073778.11,0,376,20,308,4,2531
2023,5,9260857.23 - 18073778.11,0,376,20,308,4,2531
2023,6,9260857.23 - 18073778.11,0,377,0,308,4,2531
2023,7,9260857.23 - 18073778.11,0,378,0,308,4,2531
2023,8,9260857.23 - 18073778.11,0,378,0,308,4,2531
2023,9,9260857.23 - 18073778.11,0,378,0,308,4,2531
2023,10,9260857.23 - 18073778.11,0,381,0,308,4,2531
2023,11,9260857.23 - 18073778.11,0,381,0,308,4,2531
2023,12,9260857.23 - 18073778.11,0,382,0,308,4,2531
2022,8,0.00 - 3349844.95,0,10,0,9,0,8
2022,9,0.00 - 3349844.95,0,10,0,9,0,8
2022,10,0.00 - 3349844.95,0,10,0,9,0,8
2022,11,0.00 - 3349844.95,0,10,0,9,0,8
2022,12,0.00 - 3349844.95,0,10,0,9,0,8
2023,1,0.00 - 3349844.95,0,10,0,9,0,8
2023,2,0.00 - 3349844.95,0,10,0,9,0,8
2023,3,0.00 - 3349844.95,0,10,0,9,0,8
2023,4,0.00 - 3349844.95,0,10,0,9,0,8
2023,5,0.00 - 3349844.95,0,10,0,9,0,8
2023,6,0.00 - 3349844.95,0,10,0,9,0,8
2023,7,0.00 - 3349844.95,0,10,0,9,0,8
2023,8,0.00 - 3349844.95,0,10,0,9,0,8
2023,9,0.00 - 3349844.95,0,10,0,9,0,8
2023,10,0.00 - 3349844.95,0,10,0,9,0,8
2023,11,0.00 - 3349844.95,0,10,0,9,0,8
2023,12,0.00 - 3349844.95,0,10,0,9,0,8
2022,8,3349844.95 - 9260857.23,0,66,0,2165,1,183
2022,9,3349844.95 - 9260857.23,0,66,0,2165,1,183
2022,10,3349844.95 - 9260857.23,0,66,0,2165,1,183
2022,11,3349844.95 - 9260857.23,0,66,0,2165,1,183
2022,12,3349844.95 - 9260857.23,0,66,0,2165,1,183
2023,1,3349844.95 - 9260857.23,0,66,0,2165,1,183
2023,2,3349844.95 - 9260857.23,0,67,0,2165,1,183
2023,3,3349844.95 - 9260857.23,0,65,0,2165,1,183
2023,4,3349844.95 - 9260857.23,0,65,0,2165,1,183
2023,5,3349844.95 - 9260857.23,0,65,0,2165,1,183
2023,6,3349844.95 - 9260857.23,0,65,0,2165,1,183
2023,7,3349844.95 - 9260857.23,0,65,0,2165,1,183
2023,8,3349844.95 - 9260857.23,0,65,0,2165,1,183
2023,9,3349844.95 - 9260857.23,0,65,0,2165,1,183
2023,10,3349844.95 - 9260857.23,0,65,0,2165,1,183
2023,11,3349844.95 - 9260857.23,0,65,0,2165,1,183
2023,12,3349844.95 - 9260857.23,0,65,0,2165,1,183
2022,8,3349844.95 - 9260857.23,0,98,0,154,15,204
2022,9,3349844.95 - 9260857.23,0,99,0,154,15,204
2022,10,3349844.95 - 9260857.23,0,99,0,154,15,204
2022,11,3349844.95 - 9260857.23,0,99,0,154,15,204
2022,12,3349844.95 - 9260857.23,0,99,0,154,15,204
2023,1,3349844.95 - 9260857.23,0,99,0,154,15,204
2023,2,3349844.95 - 9260857.23,0,99,0,154,15,204
2023,3,3349844.95 - 9260857.23,0,99,0,154,15,204
2023,4,3349844.95 - 9260857.23,0,99,0,154,15,204
2023,5,3349844.95 - 9260857.23,0,99,0,154,15,204
2023,6,3349844.95 - 9260857.23,0,99,0,154,15,204
2023,7,3349844.95 - 9260857.23,0,99,0,154,15,204
2023,8,0.00 - 3349844.95,0,99,0,154,15,204
2023,9,3349844.95 - 9260857.23,0,99,0,154,15,204
2023,10,3349844.95 - 9260857.23,0,99,0,154,15,204
2023,11,3349844.95 - 9260857.23,0,100,0,154,15,204
2023,12,3349844.95 - 9260857.23,0,100,0,154,15,204
2022,8,37334467.99 - 46622152.52,0,218,0,29,0,180
2022,9,27864901.18 - 37334467.99,0,218,0,29,0,180
2022,10,27864901.18 - 37334467.99,0,218,0,29,0,180
2022,11,27864901.18 - 37334467.99,0,218,0,29,0,180
2022,12,27864901.18 - 37334467.99,0,217,0,29,0,180
2023,1,27864901.18 - 37334467.99,0,217,0,29,0,180
2023,2,27864901.18 - 37334467.99,0,217,0,29,0,180
2023,3,27864901.18 - 37334467.99,0,217,0,29,0,180
2023,4,27864901.18 - 37334467.99,0,217,0,29,0,180
2023,5,3349844.95 - 9260857.23,0,217,0,29,0,180
2023,6,37334467.99 - 46622152.52,0,220,0,29,0,180
2023,7,37334467.99 - 46622152.52,0,220,0,29,0,180
2023,8,37334467.99 - 46622152.52,0,220,0,29,0,180
2023,9,27864901.18 - 37334467.99,0,220,0,29,0,180
2023,10,37334467.99 - 46622152.52,0,220,0,29,0,180
2023,11,27864901.18 - 37334467.99,0,223,0,29,0,180
2023,12,27864901.18 - 37334467.99,0,223,0,29,0,180
2022,8,0.00 - 3349844.95,0,15,0,52,1,40
2022,9,0.00 - 3349844.95,0,15,0,52,1,40
2022,10,0.00 - 3349844.95,0,15,0,52,1,40
2022,11,0.00 - 3349844.95,0,15,0,52,1,40
2022,12,0.00 - 3349844.95,0,15,0,52,1,40
2023,1,0.00 - 3349844.95,0,15,0,52,1,40
2023,2,0.00 - 3349844.95,0,15,0,52,1,40
2023,3,0.00 - 3349844.95,0,15,0,52,1,40
2023,4,0.00 - 3349844.95,0,15,0,52,1,40
2023,5,0.00 - 3349844.95,0,15,0,52,1,40
2023,6,0.00 - 3349844.95,0,15,0,52,1,40
2023,7,0.00 - 3349844.95,0,15,0,52,1,40
2023,8,0.00 - 3349844.95,0,15,0,52,1,40
2023,9,0.00 - 3349844.95,0,15,0,52,1,40
2023,10,0.00 - 3349844.95,0,15,0,52,1,40
2023,11,0.00 - 3349844.95,0,15,0,52,1,40
2023,12,0.00 - 3349844.95,0,15,0,52,1,40
2022,8,9260857.23 - 18073778.11,0,226,0,60,0,134
2022,9,9260857.23 - 18073778.11,0,226,0,60,0,134
2022,10,3349844.95 - 9260857.23,0,227,0,60,0,134
2022,11,3349844.95 - 9260857.23,0,228,0,60,0,134
2022,12,3349844.95 - 9260857.23,0,228,0,60,0,134
2023,1,3349844.95 - 9260857.23,0,226,0,60,0,134
2023,2,3349844.95 - 9260857.23,0,225,0,60,0,134
2023,3,3349844.95 - 9260857.23,0,225,0,60,0,134
2023,4,3349844.95 - 9260857.23,0,225,0,60,0,134
2023,5,3349844.95 - 9260857.23,0,225,0,60,0,134
2023,6,3349844.95 - 9260857.23,0,226,0,60,0,134
2023,7,3349844.95 - 9260857.23,0,227,0,60,0,134
2023,8,9260857.23 - 18073778.11,0,227,0,60,0,134
2023,9,9260857.23 - 18073778.11,0,227,0,60,0,134
2023,10,3349844.95 - 9260857.23,0,227,0,60,0,134
2023,11,3349844.95 - 9260857.23,0,226,0,60,0,134
2023,12,3349844.95 - 9260857.23,0,227,0,60,0,134
2022,8,0.00 - 3349844.95,0,60,0,146,1,89
2022,9,0.00 - 3349844.95,0,60,0,146,1,89
2022,10,0.00 - 3349844.95,0,60,0,146,1,89
2022,11,0.00 - 3349844.95,0,60,0,146,1,89
2022,12,0.00 - 3349844.95,0,60,0,146,1,89
2023,1,0.00 - 3349844.95,0,60,0,146,1,89
2023,2,0.00 - 3349844.95,0,60,0,146,1,89
2023,3,0.00 - 3349844.95,0,60,0,146,1,89
2023,4,0.00 - 3349844.95,0,60,0,146,1,89
2023,5,0.00 - 3349844.95,0,60,0,146,1,89
2023,6,0.00 - 3349844.95,0,59,0,146,1,89
2023,7,0.00 - 3349844.95,0,59,0,146,1,89
2023,8,0.00 - 3349844.95,0,59,0,146,1,89
2023,9,0.00 - 3349844.95,0,59,0,146,1,89
2023,10,0.00 - 3349844.95,0,59,0,146,1,89
2023,11,0.00 - 3349844.95,0,59,0,146,1,89
2023,12,0.00 - 3349844.95,0,59,0,146,1,89
2022,8,0.00 - 3349844.95,0,51,0,44,5,64
2022,9,0.00 - 3349844.95,0,51,0,44,5,64
2022,10,0.00 - 3349844.95,0,51,0,44,5,64
2022,11,0.00 - 3349844.95,0,52,0,44,5,64
2022,12,0.00 - 3349844.95,0,52,0,44,5,64
2023,1,0.00 - 3349844.95,0,52,0,44,5,64
2023,2,0.00 - 3349844.95,0,52,0,44,5,64
2023,3,0.00 - 3349844.95,0,52,0,44,5,64
2023,4,0.00 - 3349844.95,0,52,0,44,5,64
2023,5,0.00 - 3349844.95,0,52,0,44,5,64
2023,6,0.00 - 3349844.95,0,50,0,44,5,64
2023,7,0.00 - 3349844.95,0,50,0,44,5,64
2023,8,0.00 - 3349844.95,0,51,0,44,5,64
2023,9,0.00 - 3349844.95,0,51,0,44,5,64
2023,10,0.00 - 3349844.95,0,50,0,44,5,64
2023,11,0.00 - 3349844.95,0,50,0,44,5,64
2023,12,0.00 - 3349844.95,0,50,0,44,5,64
2022,8,0.00 - 3349844.95,0,25,0,15,4,39
2022,9,0.00 - 3349844.95,0,25,0,15,4,39
2022,10,0.00 - 3349844.95,0,25,0,15,4,39
2022,11,0.00 - 3349844.95,0,25,0,15,4,39
2022,12,0.00 - 3349844.95,0,25,0,15,4,39
2023,1,0.00 - 3349844.95,0,25,0,15,4,39
2023,2,0.00 - 3349844.95,0,25,0,15,4,39
2023,3,0.00 - 3349844.95,0,25,0,15,4,39
2023,4,0.00 - 3349844.95,0,25,0,15,4,39
2023,5,0.00 - 3349844.95,0,25,0,15,4,39
2023,6,0.00 - 3349844.95,0,25,0,15,4,39
2023,7,0.00 - 3349844.95,0,26,0,15,4,39
2023,8,0.00 - 3349844.95,0,26,0,15,4,39
2023,9,0.00 - 3349844.95,0,26,0,15,4,39
2023,10,0.00 - 3349844.95,0,26,0,15,4,39
2023,11,0.00 - 3349844.95,0,26,0,15,4,39
2023,12,0.00 - 3349844.95,0,26,0,15,4,39
2022,8,18073778.11 - 27864901.18,0,377,0,1071,17,1294
2022,9,18073778.11 - 27864901.18,0,375,0,1071,17,1294
2022,10,18073778.11 - 27864901.18,0,375,0,1071,17,1294
2022,11,18073778.11 - 27864901.18,0,375,0,1071,17,1294
2022,12,18073778.11 - 27864901.18,0,377,0,1071,17,1294
2023,1,27864901.18 - 37334467.99,0,377,0,1071,17,1294
2023,2,18073778.11 - 27864901.18,0,379,0,1071,17,1294
2023,3,18073778.11 - 27864901.18,0,379,0,1071,17,1294
2023,4,18073778.11 - 27864901.18,0,379,0,1071,17,1294
2023,5,18073778.11 - 27864901.18,0,379,0,1071,17,1294
2023,6,27864901.18 - 37334467.99,0,378,0,1071,17,1294
2023,7,27864901.18 - 37334467.99,0,379,0,1071,17,1294
2023,8,18073778.11 - 27864901.18,0,379,0,1071,17,1294
2023,9,18073778.11 - 27864901.18,0,380,0,1071,17,1294
2023,10,27864901.18 - 37334467.99,0,381,0,1071,17,1294
2023,11,27864901.18 - 37334467.99,0,381,0,1071,17,1294
2023,12,18073778.11 - 27864901.18,0,381,0,1071,17,1294
2022,8,3349844.95 - 9260857.23,0,88,0,30,6,150
2022,9,3349844.95 - 9260857.23,0,88,0,30,6,150
2022,10,3349844.95 - 9260857.23,0,89,0,30,6,150
2022,11,3349844.95 - 9260857.23,0,89,0,30,6,150
2022,12,3349844.95 - 9260857.23,0,89,0,30,6,150
2023,1,3349844.95 - 9260857.23,0,89,0,30,6,150
2023,2,3349844.95 - 9260857.23,0,89,0,30,6,150
2023,3,3349844.95 - 9260857.23,0,89,0,30,6,150
2023,4,0.00 - 3349844.95,0,89,0,30,6,150
2023,5,3349844.95 - 9260857.23,0,89,0,30,6,150
2023,6,3349844.95 - 9260857.23,0,89,0,30,6,150
2023,7,3349844.95 - 9260857.23,0,90,0,30,6,150
2023,8,3349844.95 - 9260857.23,0,91,0,30,6,150
2023,9,3349844.95 - 9260857.23,0,91,0,30,6,150
2023,10,3349844.95 - 9260857.23,0,91,0,30,6,150
2023,11,3349844.95 - 9260857.23,0,91,0,30,6,150
2023,12,3349844.95 - 9260857.23,0,91,0,30,6,150
2022,8,0.00 - 3349844.95,0,24,0,64,3,84
2022,9,0.00 - 3349844.95,0,24,0,64,3,84
2022,10,0.00 - 3349844.95,0,24,0,64,3,84
2022,11,0.00 - 3349844.95,0,24,0,64,3,84
2022,12,0.00 - 3349844.95,0,24,0,64,3,84
2023,1,0.00 - 3349844.95,0,24,0,64,3,84
2023,2,0.00 - 3349844.95,0,24,0,64,3,84
2023,3,0.00 - 3349844.95,0,24,0,64,3,84
2023,4,0.00 - 3349844.95,0,24,0,64,3,84
2023,5,0.00 - 3349844.95,0,24,0,64,3,84
2023,6,0.00 - 3349844.95,0,25,0,64,3,84
2023,7,0.00 - 3349844.95,0,25,0,64,3,84
2023,8,0.00 - 3349844.95,0,25,0,64,3,84
2023,9,0.00 - 3349844.95,0,25,0,64,3,84
2023,10,0.00 - 3349844.95,0,25,0,64,3,84
2023,11,0.00 - 3349844.95,0,25,0,64,3,84
2023,12,0.00 - 3349844.95,0,25,0,64,3,84
2022,8,0.00 - 3349844.95,0,42,0,80,7,56
2022,9,0.00 - 3349844.95,0,42,0,80,7,56
2022,10,0.00 - 3349844.95,0,42,0,80,7,56
2022,11,0.00 - 3349844.95,0,42,0,80,7,56
2022,12,0.00 - 3349844.95,0,42,0,80,7,56
2023,1,0.00 - 3349844.95,0,42,0,80,7,56
2023,2,0.00 - 3349844.95,0,42,0,80,7,56
2023,3,0.00 - 3349844.95,0,42,0,80,7,56
2023,4,0.00 - 3349844.95,0,42,0,80,7,56
2023,5,0.00 - 3349844.95,0,42,0,80,7,56
2023,6,0.00 - 3349844.95,0,42,0,80,7,56
2023,7,0.00 - 3349844.95,0,42,0,80,7,56
2023,8,0.00 - 3349844.95,0,42,0,80,7,56
2023,9,0.00 - 3349844.95,0,42,0,80,7,56
2023,10,0.00 - 3349844.95,0,42,0,80,7,56
2023,11,0.00 - 3349844.95,0,42,0,80,7,56
2023,12,0.00 - 3349844.95,0,42,0,80,7,56
2022,8,3349844.95 - 9260857.23,0,156,0,204,3,367
2022,9,3349844.95 - 9260857.23,0,156,0,204,3,367
2022,10,3349844.95 - 9260857.23,0,157,0,204,3,367
2022,11,3349844.95 - 9260857.23,0,157,0,204,3,367
2022,12,3349844.95 - 9260857.23,0,157,0,204,3,367
2023,1,3349844.95 - 9260857.23,0,157,0,204,3,367
2023,2,3349844.95 - 9260857.23,0,157,0,204,3,367
2023,3,3349844.95 - 9260857.23,0,157,0,204,3,367
2023,4,3349844.95 - 9260857.23,0,157,0,204,3,367
