ano,mes,energia_ativa_alta_tensao_kwh,cpes_domestico_alta_tensao,cpes_nao_domestico_alta_tensao,cpes_outros_alta_tensao,densidade_populacional_pessoas_km2,num_industrias_extrativas,num_industrias_transformadoras
2022,11,0.00 - 3349844.95,0,14,0,7,0,16
2022,12,0.00 - 3349844.95,0,14,0,7,0,16
2023,1,0.00 - 3349844.95,0,14,0,7,0,16
2023,2,0.00 - 3349844.95,0,14,0,7,0,16
2023,3,0.00 - 3349844.95,0,14,0,7,0,16
2023,4,0.00 - 3349844.95,0,14,0,7,0,16
2023,5,0.00 - 3349844.95,0,14,0,7,0,16
2023,6,0.00 - 3349844.95,0,14,0,7,0,16
2023,7,0.00 - 3349844.95,0,14,0,7,0,16
2023,8,0.00 - 3349844.95,0,14,0,7,0,16
2023,9,0.00 - 3349844.95,0,15,0,7,0,16
2023,10,0.00 - 3349844.95,0,15,0,7,0,16
2023,11,0.00 - 3349844.95,0,15,0,7,0,16
2023,12,0.00 - 3349844.95,0,15,0,7,0,16
2022,8,0.00 - 3349844.95,0,36,0,11,3,60
2022,9,0.00 - 3349844.95,0,36,0,11,3,60
2022,10,0.00 - 3349844.95,0,36,0,11,3,60
2022,11,0.00 - 3349844.95,0,36,0,11,3,60
2022,12,0.00 - 3349844.95,0,36,0,11,3,60
2023,1,0.00 - 3349844.95,0,36,0,11,3,60
2023,2,0.00 - 3349844.95,0,36,0,11,3,60
2023,3,0.00 - 3349844.95,0,36,0,11,3,60
2023,4,0.00 - 3349844.95,0,36,0,11,3,60
2023,5,0.00 - 3349844.95,0,36,0,11,3,60
2023,6,0.00 - 3349844.95,0,36,0,11,3,60
2023,7,0.00 - 3349844.95,0,36,0,11,3,60
2023,8,0.00 - 3349844.95,0,36,0,11,3,60
2023,9,0.00 - 3349844.95,0,36,0,11,3,60
2023,10,0.00 - 3349844.95,0,36,0,11,3,60
2023,11,0.00 - 3349844.95,0,36,0,11,3,60
2023,12,0.00 - 3349844.95,0,36,0,11,3,60
2022,8,0.00 - 3349844.95,0,89,0,13,0,86
2022,9,0.00 - 3349844.95,0,87,0,13,0,86
2022,10,0.00 - 3349844.95,0,87,0,13,0,86
2022,11,0.00 - 3349844.95,0,87,0,13,0,86
2022,12,0.00 - 3349844.95,0,87,0,13,0,86
2023,1,0.00 - 3349844.95,0,87,0,13,0,86
2023,2,0.00 - 3349844.95,0,87,0,13,0,86
2023,3,0.00 - 3349844.95,0,87,0,13,0,86
2023,4,0.00 - 3349844.95,0,87,0,13,0,86
2023,5,0.00 - 3349844.95,0,87,0,13,0,86
2023,6,0.00 - 3349844.95,0,87,0,13,0,86
2023,7,0.00 - 3349844.95,0,87,0,13,0,86
2023,8,0.00 - 3349844.95,0,87,0,13,0,86
2023,9,0.00 - 3349844.95,0,87,0,13,0,86
2023,10,0.00 - 3349844.95,0,87,0,13,0,86
2023,11,0.00 - 3349844.95,0,87,0,13,0,86
2023,12,0.00 - 3349844.95,0,87,0,13,0,86
2022,8,0.00 - 3349844.95,0,34,0,108,1,132
2022,9,0.00 - 3349844.95,0,34,0,108,1,132
2022,10,0.00 - 3349844.95,0,34,0,108,1,132
2022,11,0.00 - 3349844.95,0,34,0,108,1,132
2022,12,0.00 - 3349844.95,0,34,0,108,1,132
2023,1,0.00 - 3349844.95,0,34,0,108,1,132
2023,2,0.00 - 3349844.95,0,34,0,108,1,132
2023,3,0.00 - 3349844.95,0,34,0,108,1,132
2023,4,0.00 - 3349844.95,0,34,0,108,1,132
2023,5,0.00 - 3349844.95,0,34,0,108,1,132
2023,6,0.00 - 3349844.95,0,35,0,108,1,132
2023,7,0.00 - 3349844.95,0,35,0,108,1,132
2023,8,0.00 - 3349844.95,0,35,0,108,1,132
2023,9,0.00 - 3349844.95,0,36,0,108,1,132
2023,10,0.00 - 3349844.95,0,36,0,108,1,132
2023,11,0.00 - 3349844.95,0,36,0,108,1,132
2023,12,0.00 - 3349844.95,0,36,0,108,1,132
2022,8,3349844.95 - 9260857.23,0,152,0,164,0,214
2022,9,3349844.95 - 9260857.23,0,153,0,164,0,214
2022,10,3349844.95 - 9260857.23,0,153,0,164,0,214
2022,11,3349844.95 - 9260857.23,1,153,0,164,0,214
2022,12,3349844.95 - 9260857.23,1,152,0,164,0,214
2023,1,3349844.95 - 9260857.23,1,151,0,164,0,214
2023,2,3349844.95 - 9260857.23,1,153,0,164,0,214
2023,3,3349844.95 - 9260857.23,1,151,0,164,0,214
2023,4,3349844.95 - 9260857.23,1,151,0,164,0,214
2023,5,3349844.95 - 9260857.23,1,151,0,164,0,214
2023,6,3349844.95 - 9260857.23,1,152,0,164,0,214
2023,7,3349844.95 - 9260857.23,1,152,0,164,0,214
2023,8,3349844.95 - 9260857.23,1,152,0,164,0,214
2023,9,3349844.95 - 9260857.23,1,152,0,164,0,214
2023,10,3349844.95 - 9260857.23,1,153,0,164,0,214
2023,11,3349844.95 - 9260857.23,1,153,0,164,0,214
2023,12,3349844.95 - 9260857.23,2,153,0,164,0,214
2022,8,0.00 - 3349844.95,0,45,0,85,10,154
2022,9,0.00 - 3349844.95,0,45,0,85,10,154
2022,10,0.00 - 3349844.95,0,45,0,85,10,154
2022,11,0.00 - 3349844.95,0,45,0,85,10,154
2022,12,0.00 - 3349844.95,0,45,0,85,10,154
2023,1,0.00 - 3349844.95,0,45,0,85,10,154
2023,2,0.00 - 3349844.95,0,45,0,85,10,154
2023,3,0.00 - 3349844.95,0,45,0,85,10,154
2023,4,0.00 - 3349844.95,0,45,0,85,10,154
2023,5,0.00 - 3349844.95,0,45,0,85,10,154
2023,6,0.00 - 3349844.95,0,45,0,85,10,154
2023,7,0.00 - 3349844.95,0,45,0,85,10,154
2023,8,0.00 - 3349844.95,0,45,0,85,10,154
2023,9,0.00 - 3349844.95,0,47,0,85,10,154
2023,10,0.00 - 3349844.95,0,48,0,85,10,154
2023,11,0.00 - 3349844.95,0,48,0,85,10,154
2023,12,0.00 - 3349844.95,0,48,0,85,10,154
2022,8,0.00 - 3349844.95,0,36,0,9,0,37
2022,9,0.00 - 3349844.95,0,36,0,9,0,37
2022,10,0.00 - 3349844.95,0,36,0,9,0,37
2022,11,0.00 - 3349844.95,0,36,0,9,0,37
2022,12,0.00 - 3349844.95,0,36,0,9,0,37
2023,1,0.00 - 3349844.95,0,36,0,9,0,37
2023,2,0.00 - 3349844.95,0,36,0,9,0,37
2023,3,0.00 - 3349844.95,0,36,0,9,0,37
2023,4,0.00 - 3349844.95,0,36,0,9,0,37
2023,5,0.00 - 3349844.95,0,36,0,9,0,37
2023,6,0.00 - 3349844.95,0,36,0,9,0,37
2023,7,0.00 - 3349844.95,0,36,0,9,0,37
2023,8,0.00 - 3349844.95,0,36,0,9,0,37
2023,9,0.00 - 3349844.95,0,36,0,9,0,37
2023,10,0.00 - 3349844.95,0,36,0,9,0,37
2023,11,0.00 - 3349844.95,0,36,0,9,0,37
2023,12,0.00 - 3349844.95,0,36,0,9,0,37
2022,8,0.00 - 3349844.95,0,40,0,36,1,76
2022,9,0.00 - 3349844.95,0,40,0,36,1,76
2022,10,0.00 - 3349844.95,0,40,0,36,1,76
2022,11,0.00 - 3349844.95,0,40,0,36,1,76
2022,12,0.00 - 3349844.95,0,40,0,36,1,76
2023,1,0.00 - 3349844.95,0,40,0,36,1,76
2023,2,0.00 - 3349844.95,0,40,0,36,1,76
2023,3,0.00 - 3349844.95,0,40,0,36,1,76
2023,4,0.00 - 3349844.95,0,41,0,36,1,76
2023,5,0.00 - 3349844.95,0,41,0,36,1,76
2023,6,0.00 - 3349844.95,0,42,0,36,1,76
2023,7,0.00 - 3349844.95,0,42,0,36,1,76
2023,8,0.00 - 3349844.95,0,42,0,36,1,76
2023,9,0.00 - 3349844.95,0,42,0,36,1,76
2023,10,0.00 - 3349844.95,0,42,0,36,1,76
2023,11,3349844.95 - 9260857.23,0,42,0,36,1,76
2023,12,3349844.95 - 9260857.23,0,42,0,36,1,76
2022,8,0.00 - 3349844.95,0,76,0,14,3,77
2022,9,0.00 - 3349844.95,0,76,0,14,3,77
2022,10,0.00 - 3349844.95,0,76,0,14,3,77
2022,11,0.00 - 3349844.95,0,76,0,14,3,77
2022,12,0.00 - 3349844.95,0,76,0,14,3,77
2023,1,0.00 - 3349844.95,0,76,0,14,3,77
2023,2,0.00 - 3349844.95,0,75,0,14,3,77
2023,3,0.00 - 3349844.95,0,75,0,14,3,77
2023,4,0.00 - 3349844.95,0,75,0,14,3,77
2023,5,0.00 - 3349844.95,0,75,0,14,3,77
2023,6,0.00 - 3349844.95,0,75,0,14,3,77
2023,7,0.00 - 3349844.95,0,74,0,14,3,77
2023,8,0.00 - 3349844.95,0,74,0,14,3,77
2023,9,0.00 - 3349844.95,0,74,0,14,3,77
2023,10,0.00 - 3349844.95,0,74,0,14,3,77
2023,11,0.00 - 3349844.95,0,74,0,14,3,77
2023,12,0.00 - 3349844.95,0,74,0,14,3,77
2022,8,0.00 - 3349844.95,0,18,0,9,0,13
2022,9,0.00 - 3349844.95,0,18,0,9,0,13
2022,10,0.00 - 3349844.95,0,18,0,9,0,13
2022,11,0.00 - 3349844.95,0,18,0,9,0,13
2022,12,0.00 - 3349844.95,0,18,0,9,0,13
2023,1,0.00 - 3349844.95,0,18,0,9,0,13
2023,2,0.00 - 3349844.95,0,18,0,9,0,13
2023,3,0.00 - 3349844.95,0,18,0,9,0,13
2023,4,0.00 - 3349844.95,0,18,0,9,0,13
2023,5,0.00 - 3349844.95,0,18,0,9,0,13
2023,6,0.00 - 3349844.95,0,18,0,9,0,13
2023,7,0.00 - 3349844.95,0,17,0,9,0,13
2023,8,0.00 - 3349844.95,0,17,0,9,0,13
2023,9,0.00 - 3349844.95,0,17,0,9,0,13
2023,10,0.00 - 3349844.95,0,17,0,9,0,13
2023,11,0.00 - 3349844.95,0,17,0,9,0,13
2023,12,0.00 - 3349844.95,0,17,0,9,0,13
2022,8,0.00 - 3349844.95,0,20,0,146,0,48
2022,9,0.00 - 3349844.95,0,20,0,146,0,48
2022,10,0.00 - 3349844.95,0,20,0,146,0,48
2022,11,0.00 - 3349844.95,0,20,0,146,0,48
2022,12,0.00 - 3349844.95,0,20,0,146,0,48
2023,1,0.00 - 3349844.95,0,20,0,146,0,48
2023,2,0.00 - 3349844.95,0,20,0,146,0,48
2023,3,0.00 - 3349844.95,0,20,0,146,0,48
2023,4,0.00 - 3349844.95,0,20,0,146,0,48
2023,5,0.00 - 3349844.95,0,20,0,146,0,48
2023,6,0.00 - 3349844.95,0,20,0,146,0,48
2023,7,0.00 - 3349844.95,0,20,0,146,0,48
2023,8,0.00 - 3349844.95,0,20,0,146,0,48
2023,9,0.00 - 3349844.95,0,20,0,146,0,48
2023,10,0.00 - 3349844.95,0,20,0,146,0,48
2023,11,0.00 - 3349844.95,0,20,0,146,0,48
2023,12,0.00 - 3349844.95,0,21,0,146,0,48
2022,8,0.00 - 3349844.95,0,14,0,28,1,35
2022,9,0.00 - 3349844.95,0,14,0,28,1,35
2022,10,0.00 - 3349844.95,0,14,0,28,1,35
2022,11,0.00 - 3349844.95,0,14,0,28,1,35
2022,12,0.00 - 3349844.95,0,14,0,28,1,35
2023,1,0.00 - 3349844.95,0,14,0,28,1,35
2023,2,0.00 - 3349844.95,0,14,0,28,1,35
2023,3,0.00 - 3349844.95,0,14,0,28,1,35
2023,4,0.00 - 3349844.95,0,14,0,28,1,35
2023,5,0.00 - 3349844.95,0,14,0,28,1,35
2023,6,0.00 - 3349844.95,0,14,0,28,1,35
2023,7,0.00 - 3349844.95,0,14,0,28,1,35
2023,8,0.00 - 3349844.95,0,14,0,28,1,35
2023,9,0.00 - 3349844.95,0,14,0,28,1,35
2023,10,0.00 - 3349844.95,0,14,0,28,1,35
2023,11,0.00 - 3349844.95,0,14,0,28,1,35
2023,12,0.00 - 3349844.95,0,14,0,28,1,35
2022,8,0.00 - 3349844.95,0,35,0,5,0,35
2022,9,0.00 - 3349844.95,0,35,0,5,0,35
2022,10,0.00 - 3349844.95,0,35,0,5,0,35
2022,11,0.00 - 3349844.95,0,35,0,5,0,35
2022,12,0.00 - 3349844.95,0,35,0,5,0,35
2023,1,0.00 - 3349844.95,0,35,0,5,0,35
2023,2,0.00 - 3349844.95,0,35,0,5,0,35
2023,3,0.00 - 3349844.95,0,35,0,5,0,35
2023,4,0.00 - 3349844.95,0,35,0,5,0,35
2023,5,0.00 - 3349844.95,0,35,0,5,0,35
2023,6,0.00 - 3349844.95,0,35,0,5,0,35
2023,7,0.00 - 3349844.95,0,35,0,5,0,35
2023,8,0.00 - 3349844.95,0,35,0,5,0,35
2023,9,0.00 - 3349844.95,0,35,0,5,0,35
2023,10,0.00 - 3349844.95,0,35,0,5,0,35
2023,11,0.00 - 3349844.95,0,35,0,5,0,35
2023,12,0.00 - 3349844.95,0,35,0,5,0,35
2022,8,0.00 - 3349844.95,0,16,0,16,1,39
2022,9,0.00 - 3349844.95,0,16,0,16,1,39
2022,10,0.00 - 3349844.95,0,16,0,16,1,39
2022,11,0.00 - 3349844.95,0,16,0,16,1,39
2022,12,0.00 - 3349844.95,0,16,0,16,1,39
2023,1,0.00 - 3349844.95,0,16,0,16,1,39
2023,2,0.00 - 3349844.95,0,16,0,16,1,39
2023,3,0.00 - 3349844.95,0,16,0,16,1,39
2023,4,0.00 - 3349844.95,0,16,0,16,1,39
2023,5,0.00 - 3349844.95,0,16,0,16,1,39
2023,6,0.00 - 3349844.95,0,16,0,16,1,39
2023,7,0.00 - 3349844.95,0,16,0,16,1,39
2023,8,0.00 - 3349844.95,0,16,0,16,1,39
2023,9,0.00 - 3349844.95,0,16,0,16,1,39
2023,10,0.00 - 3349844.95,0,16,0,16,1,39
2023,11,0.00 - 3349844.95,0,16,0,16,1,39
2023,12,0.00 - 3349844.95,0,16,0,16,1,39
2022,8,0.00 - 3349844.95,0,36,0,183,1,76
2022,9,0.00 - 3349844.95,0,36,0,183,1,76
2022,10,3349844.95 - 9260857.23,0,35,0,183,1,76
2022,11,3349844.95 - 9260857.23,0,35,0,183,1,76
2022,12,0.00 - 3349844.95,0,35,0,183,1,76
2023,1,3349844.95 - 9260857.23,0,35,0,183,1,76
2023,2,0.00 - 3349844.95,0,35,0,183,1,76
2023,3,3349844.95 - 9260857.23,0,35,0,183,1,76
2023,4,0.00 - 3349844.95,0,35,0,183,1,76
2023,5,3349844.95 - 9260857.23,0,35,0,183,1,76
2023,6,0.00 - 3349844.95,0,35,0,183,1,76
2023,7,3349844.95 - 9260857.23,0,35,0,183,1,76
2023,8,0.00 - 3349844.95,0,35,0,183,1,76
2023,9,0.00 - 3349844.95,0,35,0,183,1,76
2023,10,0.00 - 3349844.95,0,35,0,183,1,76
2023,11,0.00 - 3349844.95,0,35,0,183,1,76
2023,12,0.00 - 3349844.95,0,35,0,183,1,76
2022,8,3349844.95 - 9260857.23,0,47,0,105,0,80
2022,9,9260857.23 - 18073778.11,0,47,0,105,0,80
2022,10,9260857.23 - 18073778.11,0,47,0,105,0,80
2022,11,9260857.23 - 18073778.11,0,47,0,105,0,80
2022,12,9260857.23 - 18073778.11,0,47,0,105,0,80
2023,1,9260857.23 - 18073778.11,0,47,0,105,0,80
2023,2,9260857.23 - 18073778.11,0,47,0,105,0,80
2023,3,9260857.23 - 18073778.11,0,47,0,105,0,80
2023,4,9260857.23 - 18073778.11,0,47,0,105,0,80
2023,5,9260857.23 - 18073778.11,0,47,0,105,0,80
2023,6,9260857.23 - 18073778.11,0,47,0,105,0,80
2023,7,9260857.23 - 18073778.11,0,48,0,105,0,80
2023,8,3349844.95 - 9260857.23,0,48,0,105,0,80
2023,9,9260857.23 - 18073778.11,0,48,0,105,0,80
2023,10,9260857.23 - 18073778.11,0,48,0,105,0,80
2023,11,9260857.23 - 18073778.11,0,48,0,105,0,80
2023,12,9260857.23 - 18073778.11,0,48,0,105,0,80
2022,8,0.00 - 3349844.95,0,28,0,10,1,70
2022,9,0.00 - 3349844.95,0,28,0,10,1,70
2022,10,0.00 - 3349844.95,0,28,0,10,1,70
2022,11,0.00 - 3349844.95,0,28,0,10,1,70
2022,12,0.00 - 3349844.95,0,28,0,10,1,70
2023,1,0.00 - 3349844.95,0,28,0,10,1,70
2023,2,0.00 - 3349844.95,0,28,0,10,1,70
2023,3,0.00 - 3349844.95,0,28,0,10,1,70
2023,4,0.00 - 3349844.95,0,28,0,10,1,70
2023,5,0.00 - 3349844.95,0,28,0,10,1,70
2023,6,0.00 - 3349844.95,0,29,0,10,1,70
2023,7,0.00 - 3349844.95,0,28,0,10,1,70
2023,8,0.00 - 3349844.95,0,28,0,10,1,70
2023,9,0.00 - 3349844.95,0,28,0,10,1,70
2023,10,0.00 - 3349844.95,0,28,0,10,1,70
2023,11,0.00 - 3349844.95,0,28,0,10,1,70
2023,12,0.00 - 3349844.95,0,28,0,10,1,70
2022,8,0.00 - 3349844.95,0,107,0,18,0,136
2022,9,0.00 - 3349844.95,0,107,0,18,0,136
2022,10,0.00 - 3349844.95,0,107,0,18,0,136
2022,11,0.00 - 3349844.95,0,107,0,18,0,136
2022,12,0.00 - 3349844.95,0,107,0,18,0,136
2023,1,0.00 - 3349844.95,0,108,0,18,0,136
2023,2,0.00 - 3349844.95,0,109,0,18,0,136
2023,3,0.00 - 3349844.95,0,109,0,18,0,136
2023,4,0.00 - 3349844.95,0,109,0,18,0,136
2023,5,0.00 - 3349844.95,0,109,0,18,0,136
2023,6,0.00 - 3349844.95,0,110,0,18,0,136
2023,7,0.00 - 3349844.95,0,110,0,18,0,136
2023,8,0.00 - 3349844.95,0,110,0,18,0,136
2023,9,0.00 - 3349844.95,0,110,0,18,0,136
2023,10,0.00 - 3349844.95,0,110,0,18,0,136
2023,11,0.00 - 3349844.95,0,110,0,18,0,136
2023,12,0.00 - 3349844.95,0,110,0,18,0,136
2022,8,3349844.95 - 9260857.23,0,72,0,5642,0,483
2022,9,3349844.95 - 9260857.23,0,72,0,5642,0,483
2022,10,3349844.95 - 9260857.23,0,72,0,5642,0,483
2022,11,3349844.95 - 9260857.23,0,72,0,5642,0,483
2022,12,3349844.95 - 9260857.23,0,72,0,5642,0,483
2023,1,3349844.95 - 9260857.23,0,73,0,5642,0,483
2023,2,3349844.95 - 9260857.23,0,74,0,5642,0,483
2023,3,3349844.95 - 9260857.23,0,74,0,5642,0,483
2023,4,3349844.95 - 9260857.23,0,74,0,5642,0,483
2023,5,3349844.95 - 9260857.23,0,74,0,5642,0,483
2023,6,3349844.95 - 9260857.23,0,74,0,5642,0,483
2023,7,3349844.95 - 9260857.23,0,74,0,5642,0,483
2023,8,3349844.95 - 9260857.23,0,74,0,5642,0,483
2023,9,3349844.95 - 9260857.23,0,74,0,5642,0,483
2023,10,3349844.95 - 9260857.23,0,74,0,5642,0,483
2023,11,3349844.95 - 9260857.23,0,74,0,5642,0,483
2023,12,3349844.95 - 9260857.23,0,75,0,5642,0,483
2022,8,18073778.11 - 27864901.18,0,291,8,3755,3,484
2022,9,18073778.11 - 27864901.18,0,291,0,3755,3,484
2022,10,18073778.11 - 27864901.18,0,292,0,3755,3,484
2022,11,18073778.11 - 27864901.18,0,293,0,3755,3,484
2022,12,18073778.11 - 27864901.18,0,293,0,3755,3,484
2023,1,18073778.11 - 27864901.18,0,293,0,3755,3,484
2023,2,18073778.11 - 27864901.18,0,293,0,3755,3,484
2023,3,18073778.11 - 27864901.18,0,293,0,3755,3,484
2023,4,18073778.11 - 27864901.18,0,293,0,3755,3,484
2023,5,18073778.11 - 27864901.18,0,293,0,3755,3,484
2023,6,18073778.11 - 27864901.18,0,292,0,3755,3,484
2023,7,18073778.11 - 27864901.18,0,292,0,3755,3,484
2023,8,18073778.11 - 27864901.18,0,292,0,3755,3,484
2023,9,18073778.11 - 27864901.18,0,293,0,3755,3,484
2023,10,18073778.11 - 27864901.18,0,293,0,3755,3,484
2023,11,18073778.11 - 27864901.18,0,293,0,3755,3,484
2023,12,18073778.11 - 27864901.18,0,293,0,3755,3,484
2022,8,0.00 - 3349844.95,0,13,0,10,0,44
2022,9,0.00 - 3349844.95,0,13,0,10,0,44
2022,10,0.00 - 3349844.95,0,14,0,10,0,44
2022,11,0.00 - 3349844.95,0,14,0,10,0,44
2022,12,0.00 - 3349844.95,0,14,0,10,0,44
2023,1,0.00 - 3349844.95,0,14,0,10,0,44
2023,2,0.00 - 3349844.95,0,14,0,10,0,44
2023,3,0.00 - 3349844.95,0,14,0,10,0,44
2023,4,0.00 - 3349844.95,0,14,0,10,0,44
2023,5,0.00 - 3349844.95,0,14,0,10,0,44
2023,6,0.00 - 3349844.95,0,14,0,10,0,44
2023,7,0.00 - 3349844.95,0,14,0,10,0,44
2023,8,0.00 - 3349844.95,0,14,0,10,0,44
2023,9,0.00 - 3349844.95,0,14,0,10,0,44
2023,10,0.00 - 3349844.95,0,14,0,10,0,44
2023,11,0.00 - 3349844.95,0,14,0,10,0,44
2023,12,0.00 - 3349844.95,0,14,0,10,0,44
2022,8,0.00 - 3349844.95,0,63,0,341,6,202
2022,9,0.00 - 3349844.95,0,63,0,341,6,202
2022,10,0.00 - 3349844.95,0,63,0,341,6,202
2022,11,0.00 - 3349844.95,0,63,0,341,6,202
2022,12,0.00 - 3349844.95,0,63,0,341,6,202
2023,1,0.00 - 3349844.95,0,63,0,341,6,202
2023,2,0.00 - 3349844.95,0,63,0,341,6,202
2023,3,0.00 - 3349844.95,0,63,0,341,6,202
2023,4,0.00 - 3349844.95,0,63,0,341,6,202
2023,5,0.00 - 3349844.95,0,63,0,341,6,202
2023,6,0.00 - 3349844.95,0,63,0,341,6,202
2023,7,0.00 - 3349844.95,0,63,0,341,6,202
2023,8,0.00 - 3349844.95,0,63,0,341,6,202
2023,9,0.00 - 3349844.95,0,63,0,341,6,202
2023,10,0.00 - 3349844.95,0,64,0,341,6,202
2023,11,0.00 - 3349844.95,0,64,0,341,6,202
2023,12,0.00 - 3349844.95,0,64,0,341,6,202
2022,8,9260857.23 - 18073778.11,0,236,0,414,4,1108
2022,9,18073778.11 - 27864901.18,0,236,0,414,4,1108
2022,10,18073778.11 - 27864901.18,0,235,0,414,4,1108
2022,11,18073778.11 - 27864901.18,0,236,0,414,4,1108
2022,12,18073778.11 - 27864901.18,0,236,0,414,4,1108
2023,1,18073778.11 - 27864901.18,0,238,0,414,4,1108
2023,2,18073778.11 - 27864901.18,0,238,0,414,4,1108
2023,3,18073778.11 - 27864901.18,0,240,0,414,4,1108
2023,4,18073778.11 - 27864901.18,0,240,0,414,4,1108
2023,5,18073778.11 - 27864901.18,0,240,0,414,4,1108
2023,6,18073778.11 - 27864901.18,0,241,0,414,4,1108
2023,7,18073778.11 - 27864901.18,0,241,0,414,4,1108
2023,8,9260857.23 - 18073778.11,0,241,0,414,4,1108
2023,9,18073778.11 - 27864901.18,0,241,0,414,4,1108
2023,10,18073778.11 - 27864901.18,0,242,0,414,4,1108
2023,11,18073778.11 - 27864901.18,0,244,0,414,4,1108
2023,12,18073778.11 - 27864901.18,0,245,0,414,4,1108
2022,8,0.00 - 3349844.95,0,65,0,66,3,81
2022,9,0.00 - 3349844.95,0,65,0,66,3,81
2022,10,0.00 - 3349844.95,0,66,0,66,3,81
2022,11,0.00 - 3349844.95,0,66,0,66,3,81
2022,12,0.00 - 3349844.95,0,65,0,66,3,81
2023,1,0.00 - 3349844.95,0,65,0,66,3,81
2023,2,0.00 - 3349844.95,0,65,0,66,3,81
2023,3,0.00 - 3349844.95,0,65,0,66,3,81
2023,4,0.00 - 3349844.95,0,65,0,66,3,81
2023,5,0.00 - 3349844.95,0,65,0,66,3,81
2023,6,0.00 - 3349844.95,0,65,0,66,3,81
2023,7,0.00 - 3349844.95,0,66,0,66,3,81
2023,8,0.00 - 3349844.95,0,66,0,66,3,81
2023,9,0.00 - 3349844.95,0,66,0,66,3,81
2023,10,0.00 - 3349844.95,0,66,0,66,3,81
2023,11,0.00 - 3349844.95,0,67,0,66,3,81
2023,12,0.00 - 3349844.95,0,67,0,66,3,81
2022,8,3349844.95 - 9260857.23,0,101,0,274,3,324
2022,9,3349844.95 - 9260857.23,0,102,0,274,3,324
2022,10,3349844.95 - 9260857.23,0,103,0,274,3,324
2022,11,3349844.95 - 9260857.23,0,102,0,274,3,324
2022,12,3349844.95 - 9260857.23,0,102,0,274,3,324
2023,1,3349844.95 - 9260857.23,0,102,0,274,3,324
2023,2,3349844.95 - 9260857.23,0,102,0,274,3,324
2023,3,3349844.95 - 9260857.23,0,102,0,274,3,324
2023,4,3349844.95 - 9260857.23,0,102,0,274,3,324
2023,5,3349844.95 - 9260857.23,0,102,0,274,3,324
2023,6,3349844.95 - 9260857.23,0,102,0,274,3,324
2023,7,3349844.95 - 9260857.23,0,102,0,274,3,324
2023,8,3349844.95 - 9260857.23,0,102,0,274,3,324
2023,9,3349844.95 - 9260857.23,0,102,0,274,3,324
2023,10,3349844.95 - 9260857.23,0,102,0,274,3,324
2023,11,9260857.23 - 18073778.11,0,102,0,274,3,324
2023,12,3349844.95 - 9260857.23,0,102,0,274,3,324
2022,8,0.00 - 3349844.95,0,51,0,83,3,161
2022,9,3349844.95 - 9260857.23,0,51,0,83,3,161
2022,10,3349844.95 - 9260857.23,0,51,0,83,3,161
2022,11,3349844.95 - 9260857.23,0,51,0,83,3,161
2022,12,3349844.95 - 9260857.23,0,51,0,83,3,161
2023,1,3349844.95 - 9260857.23,0,51,0,83,3,161
2023,2,3349844.95 - 9260857.23,0,51,0,83,3,161
2023,3,3349844.95 - 9260857.23,0,51,0,83,3,161
2023,4,3349844.95 - 9260857.23,0,51,0,83,3,161
2023,5,3349844.95 - 9260857.23,0,51,0,83,3,161
2023,6,3349844.95 - 9260857.23,0,50,0,83,3,161
2023,7,3349844.95 - 9260857.23,0,50,0,83,3,161
2023,8,0.00 - 3349844.95,0,50,0,83,3,161
2023,9,3349844.95 - 9260857.23,0,50,0,83,3,161
2023,10,3349844.95 - 9260857.23,0,50,0,83,3,161
2023,11,3349844.95 - 9260857.23,0,50,0,83,3,161
2023,12,3349844.95 - 9260857.23,0,50,0,83,3,161
2022,8,0.00 - 3349844.95,0,26,0,7,0,32
2022,9,0.00 - 3349844.95,0,26,0,7,0,32
2022,10,0.00 - 3349844.95,0,26,0,7,0,32
2022,11,0.00 - 3349844.95,0,26,0,7,0,32
2022,12,0.00 - 3349844.95,0,26,0,7,0,32
2023,1,0.00 - 3349844.95,0,26,0,7,0,32
2023,2,0.00 - 3349844.95,0,26,0,7,0,32
2023,3,0.00 - 3349844.95,0,26,0,7,0,32
2023,4,0.00 - 3349844.95,0,26,0,7,0,32
2023,5,0.00 - 3349844.95,0,26,0,7,0,32
2023,6,0.00 - 3349844.95,0,26,0,7,0,32
2023,7,0.00 - 3349844.95,0,26,0,7,0,32
2023,8,0.00 - 3349844.95,0,26,0,7,0,32
2023,9,0.00 - 3349844.95,0,26,0,7,0,32
2023,10,0.00 - 3349844.95,0,26,0,7,0,32
2023,11,0.00 - 3349844.95,0,26,0,7,0,32
2023,12,0.00 - 3349844.95,0,26,0,7,0,32
2022,8,3349844.95 - 9260857.23,0,247,0,109,11,450
2022,9,3349844.95 - 9260857.23,0,247,0,109,11,450
2022,10,3349844.95 - 9260857.23,0,247,0,109,11,450
2022,11,3349844.95 - 9260857.23,0,247,0,109,11,450
2022,12,3349844.95 - 9260857.23,0,247,0,109,11,450
2023,1,3349844.95 - 9260857.23,0,246,0,109,11,450
2023,2,3349844.95 - 9260857.23,0,247,0,109,11,450
2023,3,3349844.95 - 9260857.23,0,246,0,109,11,450
2023,4,3349844.95 - 9260857.23,0,246,0,109,11,450
2023,5,3349844.95 - 9260857.23,0,246,0,109,11,450
2023,6,3349844.95 - 9260857.23,0,245,0,109,11,450
