ano,mes,energia_ativa_baixa_tensao_kwh,cpes_domestico_baixa_tensao,cpes_iluminacao_publica_baixa_tensao,cpes_nao_domestico_baixa_tensao,cpes_outros_baixa_tensao,cpes_mobilidade_eletrica_nao_baixa_tensao,cpes_mobilidade_eletrica_sim_baixa_tensao,densidade_populacional_pessoas_km2
2023,11,718666,2033,30,460,29,3884,2,12
2023,12,878032,2036,30,461,15,4326,2,12
2022,8,5636856,17703,348,5875,61,33232,6,38
2022,9,4666669,17715,348,5882,60,32930,6,38
2022,10,4649376,17736,348,5879,57,34182,6,38
2022,11,5184958,17729,349,5865,56,34614,6,38
2022,12,6009627,17734,349,5866,59,34490,6,38
2023,1,6401832,17739,349,5861,59,34478,6,38
2023,2,5640065,17743,349,5860,58,35900,6,38
2023,3,5316966,17745,349,5869,58,36560,6,38
2023,4,4467251,17745,349,5869,58,37250,6,38
2023,5,4495977,17745,349,5869,58,35908,4,38
2023,6,4686430,17814,349,5913,68,38420,4,38
2023,7,5413538,17823,349,5924,65,39002,6,38
2023,8,5614275,17838,349,5930,62,39000,6,38
2023,9,4662832,17855,349,5928,55,39424,6,38
2023,10,4956962,17865,349,5941,57,39628,6,38
2023,11,5577849,17880,349,5946,59,40328,6,38
2023,12,6709284,17877,350,5948,61,41344,6,38
2022,8,723421,2887,45,564,9,3768,2,11
2022,9,650792,2892,45,565,8,4416,2,11
2022,10,654200,2892,45,566,9,4780,2,11
2022,11,684262,2890,44,565,9,5234,2,11
2022,12,779060,2891,44,564,8,5310,2,11
2023,1,815042,2893,44,565,8,5402,2,11
2023,2,722174,2900,44,565,7,5740,2,11
2023,3,703530,2902,44,566,7,5780,2,11
2023,4,622784,2902,44,566,7,5848,2,11
2023,5,624441,2902,44,566,7,6188,2,11
2023,6,635315,2902,44,569,7,6290,2,11
2023,7,728221,2906,44,571,5,6386,2,11
2023,8,765911,2907,44,571,5,6354,2,11
2023,9,665055,2906,44,571,5,6034,2,11
2023,10,684857,2904,44,569,5,6160,2,11
2023,11,734719,2906,44,569,5,6072,2,11
2023,12,881696,2903,44,569,5,5996,2,11
2022,8,2465807,2942,43,1220,19,5342,2,64
2022,9,1512539,2947,43,1179,20,5316,2,64
2022,10,1244313,2951,43,1168,26,5444,2,64
2022,11,1220202,2954,43,1155,19,5530,2,64
2022,12,1241555,2955,43,1138,18,5770,2,64
2023,1,1379491,2953,43,1136,17,5812,2,64
2023,2,1287212,2958,43,1138,18,6034,2,64
2023,3,1233944,2952,43,1144,18,6220,2,64
2023,4,1310400,2952,43,1144,18,5988,2,64
2023,5,1788981,2952,43,1144,18,6138,2,64
2023,6,2239139,2959,43,1223,17,6560,2,64
2023,7,2852181,2961,43,1225,19,6614,2,64
2023,8,2402000,2966,43,1219,17,6590,2,64
2023,9,1398660,2966,43,1185,17,6682,2,64
2023,10,1204018,2972,43,1185,40,6862,2,64
2023,11,1274023,2974,43,1180,18,6962,2,64
2023,12,1493079,2979,43,1174,18,7042,2,64
2022,8,21583586,69505,548,12347,407,59450,6,1260
2022,9,21270795,69534,548,12368,444,60606,6,1260
2022,10,23454786,69554,548,12373,398,63210,6,1260
2022,11,25002836,69605,549,12361,401,64942,8,1260
2022,12,27969333,69629,549,12360,404,66204,8,1260
2023,1,28847883,69653,550,12386,403,68906,8,1260
2023,2,25007466,69713,550,12384,398,70902,14,1260
2023,3,25369400,69729,550,12389,393,72778,16,1260
2023,4,22120722,69728,550,12390,393,73216,16,1260
2023,5,21964051,69728,550,12390,393,74254,16,1260
2023,6,21247220,69847,550,12409,403,77696,14,1260
2023,7,21644344,69859,551,12411,384,79100,14,1260
2023,8,21566653,69880,551,12419,392,77836,20,1260
2023,9,21322719,69915,551,12432,428,82780,26,1260
2023,10,23305499,69961,551,12439,377,85306,28,1260
2023,11,25135603,69971,551,12434,417,87112,28,1260
2023,12,29715600,69959,551,12435,414,87926,26,1260
2022,8,1988846,8963,142,1687,50,12944,2,40
2022,9,1810212,8965,142,1685,48,12876,2,40
2022,10,1900953,8959,142,1685,46,13150,2,40
2022,11,2084067,8970,143,1687,46,12822,2,40
2022,12,2387295,8964,143,1691,46,13344,2,40
2023,1,2527379,8954,143,1693,45,13726,2,40
2023,2,2227229,8955,143,1695,44,14028,2,40
2023,3,2144821,8947,143,1693,44,14778,2,40
2023,4,1790829,8947,143,1693,44,16150,2,40
2023,5,1716050,8947,143,1693,44,16648,2,40
2023,6,1687095,8936,142,1699,44,17424,2,40
2023,7,1854383,8942,142,1702,45,18008,2,40
2023,8,1964323,8945,143,1709,43,18228,2,40
2023,9,1774618,8935,143,1710,41,17882,2,40
2023,10,1974220,8943,143,1708,39,18816,2,40
2023,11,2240045,8943,143,1710,37,19110,2,40
2023,12,2674410,8948,143,1717,40,19372,2,40
2022,8,5045008,9835,194,2335,106,19740,4,17
2022,9,4342711,9842,194,2338,104,19990,4,17
2022,10,4141409,9851,194,2342,107,20710,4,17
2022,11,4087681,9845,197,2340,111,20868,4,17
2022,12,4530589,9848,198,2341,110,20774,6,17
2023,1,5018689,9862,198,2346,111,21190,6,17
2023,2,4591069,9861,204,2348,116,20736,4,17
2023,3,4478195,9872,205,2347,123,20984,6,17
2023,4,4087261,9872,205,2347,123,20640,4,17
2023,5,4274368,9872,205,2347,123,20436,6,17
2023,6,4526899,9916,205,2357,115,20814,8,17
2023,7,5284133,9940,205,2363,112,20952,8,17
2023,8,5467396,9957,205,2364,113,20634,8,17
2023,9,4583233,9968,204,2366,114,21728,8,17
2023,10,4378365,9976,204,2372,115,21484,8,17
2023,11,4388200,9975,205,2409,117,22026,8,17
2023,12,5255135,9979,205,2415,115,21984,8,17
2022,8,6395943,24024,473,5822,92,35942,6,56
2022,9,5848333,24022,473,5827,91,35660,6,56
2022,10,6404634,24027,473,5822,91,36826,8,56
2022,11,7430267,24041,473,5828,91,37534,6,56
2022,12,8647118,24050,473,5829,97,37774,6,56
2023,1,9218200,24077,475,5841,88,38668,6,56
2023,2,8089870,24069,475,5843,85,39546,8,56
2023,3,7597773,24082,476,5850,85,39288,8,56
2023,4,6106243,24082,476,5850,85,40550,6,56
2023,5,5969368,24082,476,5850,85,40598,6,56
2023,6,5810315,24102,477,5867,89,40694,10,56
2023,7,6115480,24099,478,5880,91,40768,10,56
2023,8,6264087,24127,478,5881,88,40500,10,56
2023,9,5835895,24159,478,5879,89,41854,10,56
2023,10,6751806,24191,478,5872,86,42984,10,56
2023,11,7789646,24197,478,5890,93,43772,8,56
2023,12,9206470,24205,479,5895,92,44184,10,56
2022,8,23681795,62725,804,13343,634,83714,18,649
2022,9,22422357,62769,804,13340,635,83070,16,649
2022,10,23974043,62848,804,13381,631,84742,18,649
2022,11,25730724,62934,806,13406,647,85958,18,649
2022,12,29064815,62968,807,13408,658,86844,34,649
2023,1,30978166,63038,807,13440,636,89246,34,649
2023,2,26599018,63083,807,13460,622,92698,50,649
2023,3,26550460,63143,809,13492,615,94924,58,649
2023,4,22660433,63144,809,13491,615,97752,58,649
2023,5,22758359,63144,809,13491,615,96860,56,649
2023,6,22935559,63490,810,13555,655,101780,90,649
2023,7,24092803,63554,810,13567,681,104268,90,649
2023,8,23531578,63670,810,13598,602,104844,96,649
2023,9,22469531,63727,810,13610,599,109300,96,649
2023,10,24855043,63792,810,13625,601,109790,96,649
2023,11,27286466,63871,810,13639,619,112992,100,649
2023,12,32116164,63929,810,13647,621,117368,102,649
2022,8,847931,4197,94,666,17,1550,2,14
2022,9,820192,4200,94,665,13,1686,2,14
2022,10,1005288,4198,94,667,13,2112,2,14
2022,11,849343,4199,94,668,13,2372,2,14
2022,12,908830,4198,94,666,13,2474,2,14
2023,1,932264,4194,94,665,14,2664,2,14
2023,2,819395,4195,94,666,14,2888,2,14
2023,3,817727,4191,94,666,14,3432,2,14
2023,4,715797,4191,94,666,14,3680,2,14
2023,5,708501,4191,94,666,14,3742,2,14
2023,6,705248,4197,94,676,13,4188,2,14
2023,7,800889,4201,94,680,14,4522,2,14
2023,8,886112,4204,94,683,13,4472,2,14
2023,9,769014,4198,94,681,14,4754,2,14
2023,10,795037,4198,94,681,13,4966,2,14
2023,11,854277,4199,94,681,13,5302,2,14
2023,12,1002308,4196,94,678,13,5590,2,14
2022,8,2388117,8723,121,1837,30,6288,2,6
2022,9,1959156,8726,121,1839,29,6152,2,6
2022,10,1871121,8727,121,1843,29,6382,2,6
2022,11,1957027,8725,121,1841,28,6744,2,6
2022,12,2221259,8726,121,1841,29,6944,2,6
2023,1,2352619,8723,122,1836,27,7134,2,6
2023,2,2081563,8719,122,1836,26,7616,2,6
2023,3,2016041,8714,122,1834,26,8248,2,6
2023,4,1778102,8714,122,1834,26,9078,2,6
2023,5,1743601,8714,122,1834,26,8432,2,6
2023,6,1777604,8717,122,1840,29,9224,2,6
2023,7,2186217,8723,122,1846,35,9132,2,6
2023,8,2303671,8719,122,1848,31,8906,2,6
2023,9,1864258,8718,122,1850,28,10398,2,6
2023,10,1921783,8717,122,1852,28,10752,2,6
2023,11,2074560,8709,122,1844,29,11416,2,6
2023,12,2449067,8712,122,1843,31,11562,2,6
2022,8,10229580,19677,242,4069,118,26010,6,274
2022,9,8924220,19665,242,4067,117,26170,4,274
2022,10,8488762,19666,242,4068,118,27340,6,274
2022,11,7927203,19681,242,4066,114,27672,6,274
2022,12,8505487,19685,242,4067,116,28544,6,274
2023,1,9606669,19690,242,4069,113,29346,6,274
2023,2,9061122,19689,242,4081,113,30056,6,274
2023,3,8882871,19715,242,4086,112,31154,6,274
2023,4,7946664,19715,242,4086,112,31916,6,274
2023,5,8267658,19715,242,4086,112,33270,6,274
2023,6,8969952,19756,242,4098,109,34668,4,274
2023,7,10837826,19782,242,4099,109,36386,6,274
2023,8,11246347,19792,242,4110,108,37372,6,274
2023,9,9299742,19786,242,4116,109,38078,6,274
2023,10,8823880,19787,242,4125,111,38500,6,274
2023,11,8326210,19783,242,4126,110,40192,6,274
2023,12,9490724,19774,242,4123,113,40640,6,274
2022,8,11751011,26853,311,6871,179,32412,6,158
2022,9,10700560,26866,311,6877,176,31440,6,158
2022,10,10517563,26877,309,6880,172,31510,6,158
2022,11,10002518,26885,309,6886,170,32938,6,158
2022,12,10821859,26892,309,6892,175,33584,8,158
2023,1,11979009,26897,310,6904,171,34190,8,158
2023,2,11187799,26905,310,6907,172,36534,8,158
2023,3,10972642,26926,310,6911,171,38574,8,158
2023,4,9962396,26926,310,6911,171,40220,10,158
2023,5,10306101,26926,310,6911,171,40764,8,158
2023,6,10809134,26986,311,6937,173,41778,8,158
2023,7,12199028,27029,313,6948,173,43254,8,158
2023,8,12737420,27046,313,6961,168,43934,8,158
2023,9,11275956,27071,314,6969,168,44952,12,158
2023,10,10945025,27076,315,6961,166,46512,14,158
2023,11,10523507,27081,315,6972,167,48028,14,158
2023,12,11958877,27091,315,6973,166,49222,16,158
2022,8,4040473,14065,173,3576,135,23920,8,146
2022,9,3590357,14078,173,3584,69,24316,8,146
2022,10,3559046,14087,173,3577,66,24346,8,146
2022,11,3898432,14094,173,3576,68,23446,8,146
2022,12,4548064,14090,173,3566,68,23418,8,146
2023,1,4856847,14083,173,3566,65,23354,8,146
2023,2,4225651,14084,173,3568,66,24912,8,146
2023,3,3972940,14085,173,3571,63,24256,8,146
2023,4,3316490,14086,173,3570,63,24370,2,146
2023,5,3284760,14086,173,3570,63,24162,6,146
2023,6,3279206,14125,173,3599,67,24204,8,146
2023,7,3638006,14156,173,3599,78,24216,8,146
2023,8,3854776,14168,174,3601,131,25160,8,146
2023,9,3469270,14179,174,3606,56,24966,8,146
2023,10,3603969,14178,174,3607,57,25514,8,146
2023,11,4010621,14178,174,3603,54,24642,6,146
2023,12,5046592,14181,174,3601,50,24832,6,146
2022,8,23422431,64677,926,15533,532,93046,22,231
2022,9,22642044,64745,927,15555,523,91884,22,231
2022,10,24013805,64780,927,15576,524,94398,24,231
2022,11,25505206,64836,931,15599,518,93942,24,231
2022,12,28341362,64922,931,15615,502,95226,28,231
2023,1,30999329,64992,933,15639,496,99864,24,231
2023,2,27414157,65058,933,15658,479,104270,28,231
2023,3,26385952,65087,933,15673,470,106336,28,231
2023,4,22674472,65087,933,15673,470,108714,28,231
2023,5,22986449,65087,933,15673,470,108886,28,231
2023,6,22448911,65329,934,15738,468,114456,34,231
2023,7,23383230,65400,934,15755,475,116310,34,231
2023,8,23671485,65446,934,15776,466,114832,38,231
2023,9,22896402,65521,936,15799,458,118812,42,231
2023,10,24829201,65582,936,15816,443,120680,44,231
2023,11,26759219,65644,936,15821,439,120882,46,231
2023,12,31643019,65666,937,15827,443,120886,48,231
2022,8,125284990,307165,1173,79110,2186,487472,214,5466
2022,9,122981313,307698,1175,79233,2125,472100,220,5466
2022,10,126835646,307977,1176,79298,2129,482110,236,5466
2022,11,129965040,308379,1177,79394,2135,474658,236,5466
2022,12,144360730,308633,1177,79418,2175,475200,252,5466
2023,1,163380671,308860,1179,79418,2087,470242,256,5466
2023,2,148417625,309125,1179,79458,2092,488232,262,5466
2023,3,141330622,309408,1179,79463,2087,474062,268,5466
2023,4,120918847,309407,1179,79464,2087,483278,282,5466
2023,5,124979942,309407,1179,79464,2087,454214,276,5466
2023,6,126764435,310351,1183,79701,2120,496296,290,5466
2023,7,131689881,310813,1184,79787,2138,493388,292,5466
2023,8,130387438,311046,1183,79799,2110,496082,304,5466
2023,9,127350396,311250,1183,79863,2075,504620,320,5466
2023,10,133851003,311628,1183,79905,2077,498704,346,5466
2023,11,136741319,311813,1183,79949,2133,500948,354,5466
2023,12,159846061,311824,1183,79956,2168,528158,368,5466
2022,8,36008420,60126,835,15344,387,69794,18,95
2022,9,30598254,60141,835,15355,375,69466,18,95
2022,10,29467371,60108,836,15365,373,71992,16,95
2022,11,27643038,60107,836,15379,372,72916,18,95
2022,12,29538594,60101,836,15380,393,73272,20,95
2023,1,32531922,60134,839,15399,368,75388,20,95
2023,2,30037944,60171,840,15419,370,76342,20,95
2023,3,30007366,60141,840,15433,375,77466,24,95
2023,4,28075453,60142,840,15433,375,79068,24,95
2023,5,29631878,60142,840,15433,375,76696,24,95
2023,6,31865323,60363,840,15547,406,80648,30,95
2023,7,38543231,60419,840,15573,409,82600,28,95
2023,8,39633599,60499,840,15587,399,82126,30,95
2023,9,32646058,60511,841,15600,396,85186,34,95
2023,10,30948521,60534,841,15619,406,86404,36,95
2023,11,29479347,60509,841,15647,426,86660,32,95
2023,12,33563268,60473,841,15647,424,89442,32,95
2022,8,27606649,88641,556,19400,555,116358,64,1215
2022,9,27137570,88711,556,19419,548,112152,62,1215
2022,10,28652051,88798,556,19444,545,120060,62,1215
2022,11,29571693,88868,556,19463,543,120442,64,1215
2022,12,33026755,88931,557,19476,549,122764,66,1215
2023,1,36128557,89001,561,19497,536,125780,62,1215
2023,2,32526153,89081,561,19511,537,134256,74,1215
2023,3,31458980,89178,561,19524,540,138060,74,1215
2023,4,27173951,89178,561,19524,540,142906,70,1215
2023,5,27809193,89178,561,19524,540,139944,76,1215
2023,6,27827304,89481,561,19601,540,155204,76,1215
2023,7,28633975,89576,562,19633,537,157770,76,1215
2023,8,28677937,89622,562,19637,528,157854,84,1215
2023,9,28091079,89725,562,19640,528,162772,92,1215
2023,10,29987450,89794,563,19676,525,159862,98,1215
2023,11,31163857,89869,563,19692,522,162380,106,1215
2023,12,36964149,89890,563,19706,531,168044,114,1215
2022,8,5129686,15288,194,3086,136,26174,2,185
2022,9,4815296,15305,194,3100,132,26090,2,185
2022,10,4944286,15317,195,3092,128,26594,2,185
2022,11,5205184,15330,196,3098,126,27142,2,185
2022,12,5987585,15336,196,3097,128,27084,2,185
2023,1,6340410,15353,197,3103,121,27456,2,185
2023,2,5743069,15363,197,3113,119,27848,6,185
2023,3,5520501,15428,197,3122,115,29174,4,185
2023,4,4782182,15428,197,3122,115,30162,6,185
2023,5,4868328,15428,197,3122,115,30096,6,185
2023,6,4803485,15508,197,3139,116,31368,6,185
2023,7,5210038,15542,197,3141,116,32024,6,185
2023,8,5354482,15556,198,3148,122,32212,6,185
2023,9,5046409,15585,198,3155,115,31124,4,185
2023,10,5250535,15599,198,3157,111,31416,6,185
2023,11,5477843,15603,198,3163,120,30318,6,185
2023,12,6652081,15601,198,3164,121,28174,8,185
2022,8,6816642,17246,247,4447,223,7934,6,497
2022,9,6510904,17270,247,4443,217,7952,6,497
2022,10,7151446,17290,247,4440,218,8858,6,497
2022,11,7592897,17312,247,4447,218,9754,6,497
2022,12,8443538,17334,247,4454,221,10288,6,497
2023,1,8905454,17348,247,4458,223,11154,6,497
2023,2,7757681,17364,247,4473,217,12776,6,497
2023,3,7725866,17365,247,4478,216,15020,6,497
2023,4,6568900,17365,247,4478,216,16116,6,497
2023,5,6614174,17365,247,4478,216,17580,6,497
2023,6,6629284,17465,246,4536,230,20652,6,497
2023,7,7027085,17483,247,4546,309,23316,6,497
2023,8,6962407,17503,247,4554,224,24382,10,497
2023,9,6573966,17533,247,4551,208,26760,10,497
2023,10,7347002,17557,247,4558,205,28732,12,497
2023,11,8130606,17596,247,4563,212,29846,12,497
2023,12,9668062,17630,247,4562,210,30010,12,497
2022,8,2657314,9453,121,1930,34,16482,6,124
2022,9,2496458,9448,121,1922,34,16450,6,124
2022,10,2582509,9464,121,1923,32,16970,6,124
2022,11,2806762,9484,121,1916,39,17596,6,124
2022,12,3121533,9496,121,1909,39,17622,6,124
2023,1,3466728,9496,121,1911,34,17304,6,124
2023,2,3023026,9500,121,1916,33,17808,6,124
2023,3,2837468,9505,121,1918,33,17476,6,124
2023,4,2415343,9505,121,1918,33,17526,6,124
2023,5,2436307,9505,121,1918,33,17864,6,124
2023,6,2417987,9526,122,1929,34,19482,6,124
2023,7,2545994,9520,122,1924,32,19556,6,124
2023,8,2595851,9539,122,1925,31,19348,6,124
2023,9,2438802,9552,122,1928,30,19718,6,124
2023,10,2631347,9569,122,1933,30,20036,6,124
2023,11,2935231,9564,122,1935,36,20028,4,124
2023,12,3608795,9576,122,1936,35,20604,6,124
2022,8,2775440,10136,151,2107,114,10120,2,20
2022,9,2443606,10140,151,2111,116,9812,2,20
2022,10,2380899,10141,151,2106,110,10288,2,20
2022,11,2764909,10133,152,2106,108,10760,2,20
2022,12,3402756,10140,152,2104,109,10850,0,20
2023,1,3501823,10142,152,2105,108,11458,0,20
2023,2,2979717,10142,153,2110,109,11670,0,20
2023,3,2851585,10145,154,2111,112,11830,0,20
2023,4,2359539,10145,154,2111,112,12122,2,20
2023,5,2298204,10145,154,2111,112,12302,2,20
2023,6,2279266,10159,154,2119,109,12438,2,20
2023,7,2513439,10173,154,2120,111,12792,2,20
2023,8,2643085,10177,154,2128,108,12970,2,20
2023,9,2359305,10170,154,2128,111,12636,2,20
2023,10,2554030,10173,154,2126,106,12824,2,20
2023,11,2972631,10169,154,2130,105,13198,2,20
2023,12,3747187,10159,154,2130,106,13366,2,20
2022,8,14720882,40497,512,8385,229,28542,20,303
2022,9,15153440,40542,512,8399,229,28818,24,303
2022,10,16271504,40572,512,8402,228,30384,26,303
2022,11,16715357,40635,513,8408,229,32760,32,303
2022,12,18464209,40660,513,8412,232,33634,34,303
2023,1,19156271,40688,513,8418,228,37190,36,303
2023,2,17071449,40733,513,8432,226,39606,32,303
2023,3,16759042,40765,513,8434,230,41774,42,303
2023,4,14408088,40761,513,8434,230,44322,42,303
2023,5,14347554,40761,513,8434,230,45086,44,303
2023,6,13904720,40927,513,8474,237,51084,50,303
2023,7,14358246,40983,513,8486,237,54394,48,303
2023,8,14558162,41032,513,8496,237,57298,58,303
2023,9,14295524,41071,513,8494,235,60556,68,303
2023,10,15484458,41106,513,8503,234,62666,76,303
2023,11,16584295,41139,513,8523,228,64832,76,303
2023,12,19531786,41160,515,8525,224,66950,82,303
2022,8,21998612,56639,635,12638,393,48960,10,1674
2022,9,21759578,56658,635,12592,378,50210,14,1674
2022,10,23437104,56685,635,12595,385,53424,14,1674
2022,11,24884460,56723,636,12613,389,57246,14,1674
2022,12,27918366,56751,636,12617,389,62838,16,1674
2023,1,29613424,56776,636,12620,383,66694,14,1674
2023,2,25889531,56828,636,12613,381,73086,18,1674
2023,3,26197772,56857,635,12619,381,77842,18,1674
2023,4,22678220,56857,635,12619,381,81034,18,1674
2023,5,22547946,56857,635,12619,381,82742,18,1674
2023,6,21916103,57016,634,12720,420,87460,26,1674
2023,7,22269327,57050,634,12737,399,90012,30,1674
2023,8,22046919,57070,634,12741,412,94558,36,1674
2023,9,21921193,57111,634,12735,401,100130,38,1674
2023,10,24178060,57160,634,12737,401,103636,46,1674
2023,11,26183688,57178,634,12747,408,106418,50,1674
2023,12,30502804,57180,635,12740,410,108928,60,1674
2022,8,3068975,10283,192,2662,88,16400,2,84
2022,9,2758402,10284,192,2663,85,16248,2,84
2022,10,2883184,10296,192,2665,88,16860,2,84
2022,11,3133012,10295,192,2668,87,17200,2,84
2022,12,3555086,10299,192,2673,92,17290,2,84
2023,1,3743880,10296,192,2678,84,17684,2,84
2023,2,3236012,10299,192,2681,87,18586,2,84
2023,3,3163196,10292,193,2687,85,19270,2,84
2023,4,2743981,10293,193,2686,85,19640,2,84
2023,5,2742725,10293,193,2686,85,19966,2,84
2023,6,2742583,10315,193,2701,80,20676,2,84
2023,7,3021052,10319,193,2700,77,21180,2,84
2023,8,3148391,10347,193,2701,74,20824,4,84
2023,9,2850381,10354,193,2698,72,21692,4,84
2023,10,3078170,10366,193,2702,90,22542,6,84
2023,11,3381369,10369,194,2705,79,22908,8,84
2023,12,3929989,10367,194,2710,79,23322,8,84
2022,8,689920,2312,34,381,22,2036,2,24
2022,9,623326,2310,34,381,21,2102,2,24
2022,10,657331,2305,34,382,22,2316,2,24
2022,11,734365,2306,34,381,21,2576,2,24
2022,12,844749,2306,34,381,21,3010,2,24
2023,1,883884,2303,34,382,20,3090,2,24
2023,2,794953,2305,34,383,20,3154,2,24
2023,3,753814,2304,34,383,20,3228,2,24
2023,4,621943,2304,34,383,20,3274,2,24
2023,5,593317,2304,34,383,20,3406,2,24
2023,6,581531,2307,35,382,20,3442,2,24
2023,7,632125,2310,35,383,20,3512,2,24
2023,8,687981,2314,35,382,20,3460,2,24
2023,9,623923,2309,35,383,19,3594,2,24
2023,10,696405,2315,35,384,20,3606,2,24
2023,11,776990,2313,35,384,19,3640,2,24
2023,12,908600,2312,35,383,19,3704,2,24
2022,8,8002279,21619,339,4302,210,13078,6,245
2022,9,7486088,21627,340,4313,209,13480,6,245
2022,10,7829922,21653,342,4319,209,14864,6,245
2022,11,8418312,21669,343,4325,227,15578,6,245
2022,12,9830996,21693,343,4341,225,15558,6,245
2023,1,10593931,21736,344,4345,203,16288,6,245
2023,2,9051330,21768,345,4352,200,17442,6,245
2023,3,8943138,21782,345,4363,197,18710,6,245
2023,4,7645215,21780,345,4362,197,19924,6,245
2023,5,7545834,21780,345,4362,197,20794,6,245
2023,6,7519005,21882,346,4408,199,22208,6,245
2023,7,7974270,21920,346,4415,195,23320,6,245
2023,8,8067052,21951,346,4419,178,23672,8,245
2023,9,7544226,21968,346,4423,174,24320,8,245
2023,10,8178953,21985,346,4432,168,24548,6,245
2023,11,9050335,22005,346,4433,184,26936,8,245
2023,12,11133283,22035,346,4428,185,28156,8,245
2022,8,6515214,20165,207,4193,104,39966,2,212
2022,9,6237614,20174,207,4186,96,38472,2,212
2022,10,6522195,20177,207,4189,95,39954,2,212
2022,11,6994073,20199,207,4204,100,39922,2,212
2022,12,7905955,20202,208,4202,97,39554,2,212
2023,1,8812052,20212,208,4208,86,40200,2,212
2023,2,7755730,20227,208,4217,87,40102,2,212
2023,3,7317166,20234,208,4225,90,39416,2,212
2023,4,6173158,20234,208,4225,90,39456,2,212
2023,5,6224053,20234,208,4225,90,39234,2,212
2023,6,6121483,20268,208,4250,90,40682,2,212
2023,7,6369256,20291,208,4253,94,40254,2,212
2023,8,6388621,20304,208,4256,93,40808,2,212
2023,9,6110202,20309,208,4257,87,41656,6,212
2023,10,6582725,20318,208,4268,89,41420,6,212
2023,11,7241760,20330,209,4269,91,42314,6,212
2023,12,8663423,20338,209,4266,92,43046,6,212
2022,8,746007,2242,65,488,15,1434,2,20
2022,9,655171,2244,65,487,14,1444,2,20
2022,10,664191,2246,66,487,13,1608,2,20
2022,11,727117,2247,66,487,13,1552,2,20
2022,12,825386,2247,66,486,13,1660,2,20
2023,1,855636,2248,66,484,13,1484,2,20
2023,2,758439,2246,66,485,12,1692,2,20
2023,3,738040,2247,66,484,11,1996,2,20
2023,4,633668,2247,66,484,11,2200,2,20
2023,5,605215,2247,66,484,11,2296,2,20
