ano,mes,energia_ativa_baixa_tensao_kwh,cpes_domestico_baixa_tensao,cpes_iluminacao_publica_baixa_tensao,cpes_nao_domestico_baixa_tensao,cpes_outros_baixa_tensao,cpes_mobilidade_eletrica_nao_baixa_tensao,cpes_mobilidade_eletrica_sim_baixa_tensao,densidade_populacional_pessoas_km2
2023,10,1545014,8953,180,1271,45,2840,2,11
2023,11,1645895,8944,180,1275,43,2644,2,11
2023,12,1868182,8936,180,1275,50,3058,2,11
2022,8,3785583,8286,132,2190,52,16006,2,13
2022,9,3326463,8284,132,2191,51,16144,2,13
2022,10,3277955,8301,132,2198,52,16026,2,13
2022,11,3482138,8310,132,2203,52,16254,2,13
2022,12,4019998,8305,132,2206,50,16414,2,13
2023,1,4481347,8319,132,2208,46,16620,2,13
2023,2,4065131,8329,132,2203,46,16900,4,13
2023,3,3816420,8338,132,2205,47,16192,4,13
2023,4,3360959,8338,132,2205,47,16698,4,13
2023,5,3425164,8338,132,2205,47,16364,2,13
2023,6,3520327,8357,131,2210,50,16892,4,13
2023,7,3872875,8356,131,2212,53,17434,4,13
2023,8,3913343,8361,132,2212,51,17218,4,13
2023,9,3369998,8360,132,2212,49,17514,2,13
2023,10,3463405,8364,132,2220,51,17546,2,13
2023,11,3703654,8363,132,2229,55,17112,4,13
2023,12,4523555,8365,132,2226,56,17142,4,13
2022,8,4156653,10666,183,3307,72,6756,4,108
2022,9,4069943,10674,183,3272,66,6622,4,108
2022,10,3961775,10683,183,3258,68,7288,4,108
2022,11,3933172,10679,183,3242,72,7658,4,108
2022,12,4332890,10688,183,3234,66,7750,4,108
2023,1,4458041,10696,183,3227,63,8162,2,108
2023,2,3860973,10704,183,3222,57,9104,4,108
2023,3,3929785,10725,183,3217,57,9288,2,108
2023,4,3522950,10725,183,3217,57,9308,4,108
2023,5,3603562,10725,183,3217,57,9182,4,108
2023,6,3557900,10759,183,3334,53,9426,4,108
2023,7,3783714,10774,183,3335,52,9150,4,108
2023,8,3841962,10779,183,3321,58,9868,4,108
2023,9,3644216,10781,183,3280,49,11036,4,108
2023,10,3859384,10782,183,3263,49,11774,4,108
2023,11,4068333,10787,184,3243,52,13748,4,108
2023,12,4701629,10802,184,3245,55,14166,4,108
2022,8,10074403,24055,280,7658,212,51770,2,164
2022,9,9296922,24110,280,7668,212,51776,2,164
2022,10,9297180,24155,280,7666,211,52008,2,164
2022,11,9417552,24198,280,7678,219,52930,2,164
2022,12,10595513,24228,280,7679,216,54348,4,164
2023,1,11758539,24250,280,7681,205,54388,4,164
2023,2,10627568,24277,280,7699,205,55688,4,164
2023,3,10137094,24305,280,7698,207,56446,4,164
2023,4,9041144,24304,280,7698,207,56156,4,164
2023,5,9483924,24304,280,7698,207,55980,4,164
2023,6,9835890,24457,280,7736,285,57294,6,164
2023,7,10537916,24486,280,7745,211,57336,6,164
2023,8,10561943,24505,280,7744,217,57860,14,164
2023,9,9666067,24523,280,7769,208,58420,14,164
2023,10,9855356,24535,280,7773,206,58760,16,164
2023,11,9948999,24535,281,7768,217,60364,16,164
2023,12,11960070,24530,281,7776,208,60808,16,164
2022,8,3544030,12292,184,2282,98,10968,2,85
2022,9,3186404,12299,184,2278,99,10786,2,85
2022,10,3243606,12303,184,2280,92,11272,2,85
2022,11,3444783,12311,184,2277,94,11582,2,85
2022,12,3927946,12316,184,2274,110,12022,2,85
2023,1,4192893,12323,184,2274,101,12488,2,85
2023,2,3686595,12334,184,2271,104,13230,2,85
2023,3,3616303,12343,184,2270,106,14078,2,85
2023,4,3061601,12343,184,2270,106,14292,2,85
2023,5,3019652,12343,184,2270,106,14224,2,85
2023,6,3033460,12379,184,2307,103,17234,2,85
2023,7,3411140,12384,184,2323,106,19200,2,85
2023,8,3651091,12400,185,2329,101,20092,2,85
2023,9,3195519,12403,187,2331,96,22082,2,85
2023,10,3330513,12404,187,2324,96,21770,2,85
2023,11,3692851,12416,187,2322,104,22170,2,85
2023,12,4574560,12418,187,2320,100,23570,2,85
2022,8,1039124,2970,35,584,11,2304,2,9
2022,9,891356,2972,35,581,9,2402,2,9
2022,10,875545,2969,35,580,9,2626,2,9
2022,11,893804,2966,35,579,9,2772,2,9
2022,12,986308,2964,35,582,9,2818,2,9
2023,1,1075054,2963,35,581,8,2942,2,9
2023,2,957763,2966,35,579,9,3174,2,9
2023,3,936030,2965,35,578,8,3570,2,9
2023,4,867803,2965,35,578,8,3902,2,9
2023,5,895642,2965,35,578,8,3892,2,9
2023,6,952845,2968,35,584,8,4288,2,9
2023,7,1104559,2978,35,585,8,4500,2,9
2023,8,1104551,2982,35,586,10,4530,2,9
2023,9,912158,2985,35,586,9,4628,2,9
2023,10,898670,2987,35,586,7,4040,2,9
2023,11,920343,2982,35,586,6,4102,2,9
2023,12,1086738,2982,35,587,6,4484,2,9
2022,8,1486257,5445,123,1024,30,7090,2,36
2022,9,1390342,5453,123,1025,30,7040,2,36
2022,10,1425033,5455,123,1026,29,7302,2,36
2022,11,1471598,5456,123,1026,28,7388,2,36
2022,12,1614963,5457,123,1028,28,7428,2,36
2023,1,1669159,5457,123,1029,25,7470,2,36
2023,2,1472503,5462,123,1027,26,7634,2,36
2023,3,1468875,5462,123,1029,25,7852,2,36
2023,4,1280371,5462,123,1029,25,7758,2,36
2023,5,1284517,5462,123,1029,25,7862,2,36
2023,6,1265088,5482,123,1029,22,8516,2,36
2023,7,1383109,5492,123,1032,24,8874,2,36
2023,8,1479538,5491,123,1035,25,8980,2,36
2023,9,1350182,5501,123,1037,23,9372,2,36
2023,10,1410357,5506,124,1041,22,9982,2,36
2023,11,1491514,5507,124,1045,22,10588,2,36
2023,12,1738224,5504,124,1045,22,10630,2,36
2022,8,3106138,8166,78,1991,25,9252,2,14
2022,9,2544817,8173,78,1992,25,9912,2,14
2022,10,2379743,8178,78,2000,21,9858,2,14
2022,11,2440770,8184,79,2000,23,9758,2,14
2022,12,2802164,8186,79,2000,24,10112,2,14
2023,1,3109334,8192,79,2002,20,10726,2,14
2023,2,2806612,8193,79,2004,20,11100,2,14
2023,3,2626770,8203,79,2004,20,11638,2,14
2023,4,2346768,8203,79,2004,20,13946,2,14
2023,5,2456492,8203,79,2004,20,13012,2,14
2023,6,2724934,8220,79,2019,28,13672,2,14
2023,7,3262816,8228,79,2024,24,13556,2,14
2023,8,3203122,8227,79,2025,20,14012,2,14
2023,9,2603819,8227,79,2030,22,14218,2,14
2023,10,2523021,8222,79,2025,20,15814,2,14
2023,11,2632713,8216,80,2026,21,16332,2,14
2023,12,3317086,8209,80,2028,24,16238,2,14
2022,8,605327,1554,15,362,8,1540,2,9
2022,9,503228,1554,15,364,8,1522,2,9
2022,10,480212,1553,15,366,8,1902,2,9
2022,11,498635,1555,15,367,12,1944,2,9
2022,12,576182,1556,15,366,11,1638,2,9
2023,1,649418,1555,15,366,11,1740,2,9
2023,2,581629,1556,15,366,7,2104,2,9
2023,3,547273,1552,16,366,7,2124,2,9
2023,4,490203,1552,16,366,7,2156,2,9
2023,5,502399,1552,16,366,7,2168,2,9
2023,6,558130,1552,16,369,7,2168,2,9
2023,7,642217,1556,16,371,7,2176,2,9
2023,8,655085,1557,16,372,11,2186,2,9
2023,9,538125,1556,16,370,7,2292,2,9
2023,10,500837,1561,16,370,7,2692,2,9
2023,11,534250,1561,16,369,12,2582,2,9
2023,12,656825,1563,16,368,12,2640,2,9
2022,8,1862260,7252,67,1159,68,6236,2,146
2022,9,1792380,7246,67,1156,50,6236,2,146
2022,10,1855834,7248,68,1143,50,6476,2,146
2022,11,1881535,7252,68,1140,57,6684,2,146
2022,12,2115637,7260,68,1141,57,6990,2,146
2023,1,2161809,7263,68,1142,53,7476,2,146
2023,2,1879650,7264,68,1141,53,10116,2,146
2023,3,1886184,7265,68,1139,52,11388,2,146
2023,4,1650476,7265,68,1139,52,12458,2,146
2023,5,1676336,7265,68,1139,52,12858,2,146
2023,6,1696881,7272,68,1159,51,14370,2,146
2023,7,1903643,7286,68,1161,47,14814,2,146
2023,8,1986838,7289,68,1161,50,14596,2,146
2023,9,1791145,7291,68,1160,49,15160,2,146
2023,10,1820945,7291,68,1159,50,15330,2,146
2023,11,1927837,7300,68,1159,55,15516,2,146
2023,12,2289056,7300,68,1161,54,15572,2,146
2022,8,803478,3619,61,723,22,3984,2,28
2022,9,706007,3617,61,726,21,3916,2,28
2022,10,902906,3619,61,727,19,4262,2,28
2022,11,980827,3614,61,732,19,4458,2,28
2022,12,1085188,3615,61,734,19,4500,4,28
2023,1,1151283,3617,61,746,18,4634,4,28
2023,2,1000428,3620,61,750,18,4802,4,28
2023,3,982028,3622,61,752,17,4884,4,28
2023,4,832369,3625,61,752,17,5050,4,28
2023,5,806238,3625,61,752,17,5292,4,28
2023,6,790956,3625,61,752,21,5768,4,28
2023,7,884503,3628,61,754,21,6022,4,28
2023,8,936450,3630,61,753,21,6086,4,28
2023,9,809345,3630,61,752,19,6144,4,28
2023,10,852830,3630,61,756,19,5922,4,28
2023,11,957742,3634,61,758,18,6524,4,28
2023,12,1158419,3629,61,757,17,7240,2,28
2022,8,1486820,6623,120,1184,33,3454,2,5
2022,9,1258968,6630,120,1185,33,3552,2,5
2022,10,1203383,6635,120,1184,32,4330,2,5
2022,11,1179047,6629,120,1183,32,4604,2,5
2022,12,1323442,6627,120,1183,32,4838,2,5
2023,1,1407085,6626,120,1185,33,5102,2,5
2023,2,1268630,6631,120,1186,34,5324,2,5
2023,3,1252548,6633,120,1187,35,7234,2,5
2023,4,1139575,6633,120,1187,35,8390,2,5
2023,5,1205498,6633,120,1187,35,9348,2,5
2023,6,1290829,6642,120,1186,35,9548,2,5
2023,7,1515183,6650,120,1186,36,9780,2,5
2023,8,1583076,6654,120,1186,35,10306,2,5
2023,9,1276931,6659,121,1188,34,10666,2,5
2023,10,1242538,6654,121,1190,34,11812,2,5
2023,11,1232500,6651,121,1190,34,11944,2,5
2023,12,1467398,6651,121,1189,34,12814,0,5
2022,8,914624,4024,115,891,14,3546,2,16
2022,9,795103,4015,115,892,12,3624,2,16
2022,10,832912,4014,116,894,12,3852,2,16
2022,11,859314,4013,116,896,11,3962,2,16
2022,12,997169,4014,116,895,13,4010,2,16
2023,1,1007760,4014,117,897,11,4294,2,16
2023,2,883945,4011,117,897,11,5042,2,16
2023,3,868102,4011,118,899,10,5268,2,16
2023,4,755958,4011,118,899,10,5486,2,16
2023,5,726667,4011,118,899,10,5726,2,16
2023,6,720264,4011,118,899,14,6242,2,16
2023,7,813268,4012,118,901,10,6854,2,16
2023,8,912731,4011,118,901,11,6848,2,16
2023,9,798173,4017,118,901,10,7336,2,16
2023,10,838070,4016,118,902,10,7778,2,16
2023,11,914630,4012,118,901,10,8068,2,16
2023,12,1125976,4014,118,900,10,8224,2,16
2022,8,3768369,12413,101,2533,99,20818,10,183
2022,9,3337457,12410,101,2543,89,21034,10,183
2022,10,3248370,12409,101,2546,89,20984,10,183
2022,11,3300258,12403,101,2548,95,21012,10,183
2022,12,3704202,12420,101,2553,93,21326,10,183
2023,1,3991893,12423,101,2553,88,21450,8,183
2023,2,3572214,12424,101,2555,91,22866,10,183
2023,3,3468851,12433,101,2554,92,23154,8,183
2023,4,3054672,12433,101,2554,92,23798,10,183
2023,5,3137389,12433,101,2554,92,23184,8,183
2023,6,3173196,12508,101,2578,93,24886,16,183
2023,7,3608253,12525,101,2574,91,24908,16,183
2023,8,3794322,12536,101,2576,111,24928,16,183
2023,9,3368665,12545,101,2577,86,25124,18,183
2023,10,3360589,12546,101,2573,89,25610,20,183
2023,11,3441543,12541,101,2576,91,25390,20,183
2023,12,4072169,12547,101,2577,96,24746,20,183
2022,8,1939925,7222,113,2032,74,8686,0,105
2022,9,1810830,7215,113,2036,72,8776,0,105
2022,10,1921307,7220,113,2040,73,9210,0,105
2022,11,2111427,7221,113,2040,72,9496,0,105
2022,12,2384071,7221,113,2039,78,9418,0,105
2023,1,2494867,7229,113,2036,72,10078,0,105
2023,2,2190691,7239,113,2038,71,10278,2,105
2023,3,2133915,7243,113,2038,70,10542,2,105
2023,4,1783817,7243,113,2038,70,10622,2,105
2023,5,1756878,7243,113,2038,70,10592,2,105
2023,6,1738757,7251,113,2043,69,10840,2,105
2023,7,1864698,7249,113,2045,69,11412,2,105
2023,8,1962915,7253,113,2046,69,11322,4,105
2023,9,1839317,7259,113,2048,69,11740,6,105
2023,10,2005752,7257,113,2052,69,11506,6,105
2023,11,2208954,7265,113,2050,66,11330,6,105
2023,12,2619257,7259,113,2052,70,11724,4,105
2022,8,1286207,5454,54,1311,6,7520,2,10
2022,9,1095736,5447,54,1307,7,7336,2,10
2022,10,1108490,5451,54,1306,7,7606,2,10
2022,11,1222219,5455,55,1308,7,7750,2,10
2022,12,1403849,5452,55,1311,8,7774,2,10
2023,1,1484318,5455,55,1311,7,7522,2,10
2023,2,1316719,5464,55,1310,7,7236,2,10
2023,3,1261138,5465,54,1320,8,7678,2,10
2023,4,1078909,5465,54,1320,8,7344,2,10
2023,5,1059783,5465,54,1320,8,7700,2,10
2023,6,1094284,5465,54,1325,9,8096,2,10
2023,7,1241426,5474,54,1326,10,7706,2,10
2023,8,1322852,5476,54,1328,9,7552,2,10
2023,9,1109227,5473,54,1333,8,8190,2,10
2023,10,1161365,5473,54,1336,9,8336,2,10
2023,11,1278368,5469,54,1335,10,8284,2,10
2023,12,1544569,5461,54,1329,10,8638,2,10
2022,8,5805118,15884,387,3762,103,8104,6,18
2022,9,6212976,15884,387,3763,100,8206,6,18
2022,10,5723227,15892,387,3763,91,8188,6,18
2022,11,5377657,15893,387,3766,91,8994,6,18
2022,12,5824892,15886,387,3767,124,9596,6,18
2023,1,6283473,15895,387,3770,94,11782,6,18
2023,2,5729719,15897,387,3779,96,12206,8,18
2023,3,5759728,15905,387,3783,91,12126,8,18
2023,4,5303964,15904,387,3783,91,12684,8,18
2023,5,5369228,15904,387,3783,91,12894,8,18
2023,6,5341357,15908,387,3789,97,13228,8,18
2023,7,5701635,15921,387,3800,99,14046,8,18
2023,8,5827894,15922,387,3801,103,14554,8,18
2023,9,5316513,15922,387,3800,93,15284,8,18
2023,10,5372850,15938,387,3809,87,16642,8,18
2023,11,5491837,15943,387,3810,95,18528,8,18
2023,12,6377458,15932,387,3808,115,19800,8,18
2022,8,17751281,67143,327,13408,241,75286,14,5642
2022,9,17499144,67156,327,13431,234,73290,14,5642
2022,10,18376185,67228,327,13467,235,74816,14,5642
2022,11,19040577,67292,327,13486,239,79578,14,5642
2022,12,21583588,67358,327,13493,234,80624,14,5642
2023,1,23446202,67385,327,13506,234,84778,12,5642
2023,2,21054473,67439,327,13518,231,88834,20,5642
2023,3,20368541,67501,328,13506,231,92646,24,5642
2023,4,17672838,67501,328,13505,231,95332,24,5642
2023,5,18110614,67501,328,13505,231,92606,24,5642
2023,6,18066802,67704,328,13558,238,103118,30,5642
2023,7,18631764,67730,328,13563,233,105666,30,5642
2023,8,18701916,67807,328,13573,231,108022,34,5642
2023,9,18340850,67847,328,13598,228,113032,36,5642
2023,10,19651290,67950,328,13623,225,116848,50,5642
2023,11,20327698,67989,328,13644,224,120330,56,5642
2023,12,24186139,68014,328,13640,224,125906,60,5642
2022,8,27613851,84177,448,17277,426,91274,70,3755
2022,9,27361027,84154,448,17304,408,90488,68,3755
2022,10,28750190,84243,448,17306,417,92812,68,3755
2022,11,29782105,84311,448,17321,448,92972,72,3755
2022,12,33356244,84349,451,17332,443,95046,80,3755
2023,1,36711968,84373,451,17341,404,93372,74,3755
2023,2,33034203,84429,451,17337,406,98246,90,3755
2023,3,31964478,84431,451,17346,404,101690,96,3755
2023,4,27340771,84432,451,17345,404,105204,98,3755
2023,5,27942519,84432,451,17345,404,102796,96,3755
2023,6,27599340,84484,451,17408,417,111146,110,3755
2023,7,28361123,84562,451,17437,418,114674,110,3755
2023,8,28148456,84602,451,17448,417,116630,124,3755
2023,9,27755003,84621,451,17473,409,121622,132,3755
2023,10,29668996,84643,451,17483,436,123510,142,3755
2023,11,30836829,84691,451,17497,444,127016,154,3755
2023,12,36558032,84697,451,17501,441,132004,168,3755
2022,8,899281,4285,157,1185,16,1596,4,10
2022,9,830523,4285,157,1184,16,1360,4,10
2022,10,877940,4280,157,1184,16,1736,4,10
2022,11,912260,4277,157,1181,14,1868,4,10
2022,12,997107,4276,157,1182,14,1958,4,10
2023,1,1028414,4276,157,1179,13,1828,4,10
2023,2,909874,4271,157,1182,12,2232,4,10
2023,3,919327,4270,157,1182,12,2354,4,10
2023,4,817724,4270,157,1182,12,2404,4,10
2023,5,815085,4270,157,1182,12,2648,4,10
2023,6,793324,4282,157,1184,14,2818,4,10
2023,7,897320,4289,157,1184,14,3584,4,10
2023,8,941427,4285,157,1183,12,3712,4,10
2023,9,840601,4284,157,1181,10,4456,4,10
2023,10,894797,4281,157,1177,10,5500,4,10
2023,11,965694,4281,157,1178,11,6404,4,10
2023,12,1095344,4281,157,1178,11,6724,4,10
2022,8,8774194,24049,236,5718,100,19352,4,341
2022,9,7785114,24052,236,5723,96,19374,4,341
2022,10,7633402,24066,236,5727,97,20766,4,341
2022,11,7461523,24065,236,5719,96,22704,4,341
2022,12,8163508,24068,237,5728,99,23484,4,341
2023,1,8813763,24083,237,5732,93,25308,4,341
2023,2,8060655,24102,237,5734,92,25616,4,341
2023,3,7895841,24113,237,5746,91,26628,4,341
2023,4,7153427,24114,237,5746,91,27990,4,341
2023,5,7612446,24114,237,5746,91,27764,4,341
2023,6,8128150,24213,237,5775,92,30244,4,341
2023,7,9604817,24233,237,5777,92,32212,4,341
2023,8,9780736,24245,237,5788,90,33900,4,341
2023,9,8214065,24260,237,5794,89,36826,4,341
2023,10,7808697,24262,237,5798,89,38078,4,341
2023,11,7639021,24274,237,5813,88,37754,46,341
2023,12,8976378,24276,237,5818,91,40652,54,341
2022,8,9021597,26451,338,5822,269,28484,2,414
2022,9,8771374,26466,338,5819,275,28230,2,414
2022,10,9586447,26474,338,5810,270,28936,2,414
2022,11,10102532,26512,338,5804,276,29526,2,414
2022,12,11476622,26546,338,5801,277,29438,2,414
2023,1,12142976,26563,338,5809,272,29952,2,414
2023,2,10437412,26565,338,5812,275,30640,2,414
2023,3,10567666,26570,339,5812,274,31342,2,414
2023,4,9077121,26569,339,5812,274,31840,2,414
2023,5,9166956,26569,339,5812,274,32780,2,414
2023,6,8997237,26622,339,5845,284,34800,2,414
2023,7,9268741,26627,339,5869,288,35266,2,414
2023,8,8942415,26618,339,5866,275,35522,2,414
2023,9,8891165,26628,339,5842,283,36974,2,414
2023,10,9880741,26662,339,5837,268,38668,4,414
2023,11,10747982,26674,339,5834,288,39082,6,414
2023,12,12192778,26680,339,5830,283,39980,6,414
2022,8,1548882,5143,133,1359,37,1958,2,66
2022,9,1480913,5151,133,1360,33,2046,2,66
2022,10,1562717,5150,133,1356,31,2398,2,66
2022,11,1626265,5154,133,1361,32,2652,2,66
2022,12,1792324,5156,133,1364,31,2680,2,66
2023,1,1842466,5153,133,1363,31,2792,2,66
2023,2,1638446,5155,133,1366,32,3172,2,66
2023,3,1655929,5154,133,1364,31,3796,2,66
2023,4,1422282,5154,133,1364,31,4822,2,66
2023,5,1432760,5154,133,1364,31,5670,2,66
2023,6,1432334,5161,133,1377,33,6964,2,66
2023,7,1531051,5168,134,1378,30,7378,2,66
2023,8,1571724,5167,134,1385,31,6942,2,66
2023,9,1464984,5167,134,1390,30,7884,2,66
2023,10,1578907,5170,134,1393,30,8588,2,66
2023,11,1724332,5167,134,1395,32,9676,2,66
2023,12,2002609,5170,134,1396,30,10018,2,66
2022,8,3638836,10447,160,2812,118,13870,2,274
2022,9,3497337,10456,160,2801,120,14080,2,274
2022,10,3723134,10458,160,2803,119,13938,2,274
2022,11,4023708,10470,160,2790,117,15118,2,274
2022,12,4591156,10474,161,2787,117,15210,2,274
2023,1,4898148,10490,161,2780,116,15548,2,274
2023,2,4301028,10506,161,2782,116,15928,2,274
2023,3,4217815,10514,161,2778,113,16040,2,274
2023,4,3513049,10514,161,2778,113,16772,2,274
2023,5,3546654,10514,161,2778,113,16522,2,274
2023,6,3552943,10547,161,2813,117,18856,2,274
2023,7,3759287,10563,161,2817,115,19522,2,274
2023,8,3724781,10567,161,2805,115,19390,2,274
2023,9,3582288,10569,161,2807,116,20748,2,274
2023,10,3940412,10578,161,2795,113,20344,2,274
2023,11,4323441,10587,161,2790,115,21798,2,274
2023,12,5147656,10594,161,2790,112,22602,2,274
2022,8,3329239,11181,177,3217,66,5344,2,83
2022,9,3212802,11182,177,3215,63,5244,2,83
2022,10,3346500,11198,177,3216,61,5518,2,83
2022,11,3468020,11201,177,3213,58,6150,2,83
2022,12,3814259,11203,177,3214,57,6338,2,83
2023,1,3999233,11203,177,3222,58,6478,2,83
2023,2,3485365,11207,179,3223,57,6814,2,83
2023,3,3484633,11215,179,3223,57,8742,2,83
2023,4,3046843,11215,179,3223,57,9178,2,83
2023,5,3021847,11215,179,3223,57,10214,2,83
2023,6,2985897,11219,183,3233,53,10810,2,83
2023,7,3138975,11224,183,3227,57,11198,2,83
2023,8,3223634,11237,183,3229,52,11694,2,83
2023,9,3076704,11243,183,3231,50,12446,2,83
2023,10,3353810,11254,183,3230,50,13582,4,83
2023,11,3638763,11259,183,3234,50,14800,4,83
2023,12,4179231,11261,183,3236,50,15090,4,83
2022,8,1023425,3237,118,745,14,1168,0,7
2022,9,957968,3241,118,750,13,1260,0,7
2022,10,980811,3239,118,751,11,1464,0,7
2022,11,980664,3239,118,751,11,1568,0,7
2022,12,1067373,3237,118,755,14,1676,0,7
2023,1,1149843,3243,118,759,11,2096,0,7
2023,2,1040700,3243,118,759,11,2260,0,7
2023,3,1014224,3246,119,760,13,2404,2,7
2023,4,896414,3246,119,760,13,3056,2,7
2023,5,911873,3246,119,760,13,3480,2,7
2023,6,937497,3253,119,761,11,3742,2,7
2023,7,1013177,3254,119,759,11,3986,2,7
2023,8,1038851,3254,119,759,11,4596,2,7
2023,9,929033,3253,119,759,11,4816,2,7
2023,10,959641,3258,119,759,11,5272,2,7
2023,11,1000084,3259,119,759,12,5838,2,7
2023,12,1188984,3258,119,758,15,6016,2,7
2022,8,8355982,25607,409,5606,114,35424,2,109
2022,9,7806093,25636,410,5612,112,35034,2,109
2022,10,8180070,25650,411,5621,112,36140,2,109
2022,11,8644082,25677,411,5624,111,37048,2,109
2022,12,9790257,25689,411,5630,115,37364,2,109
2023,1,10183149,25720,411,5651,106,38712,2,109
2023,2,9130454,25739,411,5659,106,40152,2,109
2023,3,8848270,25751,412,5663,109,40580,2,109
2023,4,7656418,25751,412,5663,109,41874,2,109
2023,5,7772778,25751,412,5663,109,41552,2,109
2023,6,7636335,25826,412,5691,107,43648,2,109
2023,7,8247078,25834,412,5691,111,43858,2,109
2023,8,8716104,25887,412,5693,105,44194,2,109
2023,9,8053761,25906,412,5703,104,44560,2,109
2023,10,8671360,25930,413,5702,100,44656,2,109
2023,11,9198813,25945,413,5714,103,46686,2,109
2023,12,10783357,25932,413,5725,105,47748,2,109
2022,8,8521780,26122,282,5416,272,32360,6,377
2022,9,8240695,26123,282,5382,252,32248,6,377
2022,10,8792230,26126,282,5376,247,33952,6,377
2022,11,9352184,26133,282,5368,243,35474,6,377
2022,12,10622609,26141,282,5358,250,36042,6,377
2023,1,11263894,26168,282,5366,238,36694,6,377
2023,2,9867531,26169,282,5372,235,39218,6,377
2023,3,9731046,26181,283,5376,236,41344,6,377
2023,4,8338035,26182,283,5376,236,42934,6,377
2023,5,8313826,26182,283,5376,236,43092,6,377
2023,6,8105152,26253,283,5465,239,45340,6,377
2023,7,8443859,26278,284,5478,233,46212,10,377
2023,8,8499190,26296,284,5464,246,46496,12,377
2023,9,8204518,26309,284,5424,221,47778,14,377
2023,10,8960942,26311,284,5416,222,49704,16,377
2023,11,9764604,26314,284,5422,229,51336,16,377
2023,12,11510562,26307,284,5424,232,52896,16,377
2022,8,11926862,28276,482,9551,297,48214,6,152
2022,9,11112504,28278,482,9555,241,47632,8,152
2022,10,11185861,28297,482,9556,247,48730,8,152
2022,11,11625836,28342,482,9557,243,49046,10,152
2022,12,13411984,28369,482,9563,242,48588,10,152
2023,1,14871414,28408,482,9581,232,49098,10,152
2023,2,13350068,28426,482,9592,236,51176,12,152
2023,3,12554087,28442,482,9602,229,52954,12,152
2023,4,10942149,28443,482,9602,229,55378,12,152
2023,5,11307197,28443,482,9602,229,54370,12,152
2023,6,11581069,28518,487,9680,237,57878,12,152
2023,7,12465597,28581,488,9693,228,59258,12,152
2023,8,12503547,28619,489,9711,285,59616,12,152
2023,9,11383841,28620,490,9707,222,61478,12,152
2023,10,11649999,28679,490,9708,220,60708,12,152
2023,11,12239248,28717,490,9705,216,60206,14,152
2023,12,15115906,28754,490,9707,218,62580,14,152
2022,8,850856,4449,101,780,4,3770,2,10
2022,9,745918,4444,101,778,3,3520,2,10
2022,10,750746,4443,101,779,3,3818,2,10
2022,11,773816,4444,101,778,5,3992,2,10
2022,12,824854,4436,101,779,5,3998,2,10
2023,1,845546,4433,101,778,4,4184,2,10
2023,2,758278,4434,101,776,2,4468,2,10
2023,3,762891,4433,101,776,3,4866,2,10
2023,4,679950,4433,101,776,3,5182,2,10
2023,5,673087,4433,101,776,3,5368,2,10
2023,6,682248,4444,101,784,4,5698,2,10
2023,7,789041,4448,101,785,5,6198,2,10
2023,8,862031,4450,101,788,4,6320,2,10
2023,9,735998,4448,101,787,4,6686,2,10
2023,10,758072,4451,101,787,4,7100,2,10
2023,11,792947,4445,101,789,4,7766,2,10
2023,12,894683,4446,101,789,6,8036,2,10
2022,8,9987066,25123,340,6681,276,32098,4,543
2022,9,9639019,25149,340,6662,271,31616,4,543
2022,10,10423601,25169,340,6665,267,32290,4,543
2022,11,11232095,25207,340,6663,270,32918,6,543
2022,12,12666849,25223,340,6674,266,33948,6,543
2023,1,13563278,25263,340,6685,253,34700,6,543
2023,2,11715569,25300,340,6692,249,36056,6,543
2023,3,11686620,25335,340,6696,242,37408,6,543
2023,4,9859480,25335,340,6696,242,38140,6,543
2023,5,9869608,25335,340,6696,242,38876,8,543
2023,6,9873954,25411,341,6738,245,40218,8,543
2023,7,10269907,25448,341,6760,228,41342,8,543
2023,8,10110985,25470,341,6762,222,41712,8,543
2023,9,9785747,25514,341,6754,215,42488,8,543
2023,10,10833461,25544,341,6760,211,44946,8,543
2023,11,11952526,25573,342,6776,219,49922,10,543
2023,12,14178210,25586,342,6785,218,50446,8,543
2022,8,1424357,5547,113,822,49,3482,2,63
2022,9,1294769,5547,113,824,46,3542,2,63
2022,10,1359354,5547,113,824,46,4142,2,63
2022,11,1440979,5551,113,823,49,4224,2,63
2022,12,1605342,5554,113,823,49,4304,2,63
2023,1,1660596,5557,113,823,40,4552,2,63
2023,2,1441032,5558,113,826,42,4652,2,63
2023,3,1470221,5557,113,826,44,4760,2,63
2023,4,1287893,5558,113,826,44,4962,2,63
2023,5,1269526,5558,113,826,44,5968,2,63
2023,6,1244789,5564,113,828,53,6174,2,63
2023,7,1366459,5567,113,831,60,6782,2,63
2023,8,1444403,5572,113,830,51,6820,2,63
2023,9,1303106,5578,113,830,51,6996,2,63
2023,10,1402318,5583,113,830,45,6642,2,63
2023,11,1528315,5582,113,830,48,7040,2,63
2023,12,1756362,5580,113,832,50,6970,2,63
2022,8,8540135,19243,262,5947,206,14098,4,786
2022,9,8357981,19257,262,5949,200,14052,2,786
2022,10,9111962,19285,262,5952,193,14606,4,786
2022,11,9941471,19310,262,5949,194,15200,4,786
2022,12,11325080,19335,262,5956,201,15478,6,786
2023,1,11993887,19351,262,5972,195,15876,6,786
2023,2,10233984,19361,263,5974,199,16556,6,786
2023,3,10417136,19373,263,5982,199,18290,6,786
2023,4,8786296,19373,263,5982,199,20338,6,786
