ano,mes,energia_ativa_alta_tensao_kwh,cpes_domestico_alta_tensao,cpes_nao_domestico_alta_tensao,cpes_outros_alta_tensao
2023,7,851052,0,42,0
2023,8,1630095,0,42,0
2023,9,2206997,0,42,0
2023,10,1992433,0,42,0
2023,11,1683393,0,42,0
2023,12,1466585,0,42,0
2024,1,779612,0,42,0
2022,8,6094987,0,156,0
2022,9,6461906,0,156,0
2022,10,6329524,0,157,0
2022,11,6012114,0,157,0
2022,12,5607586,0,157,0
2023,1,6289360,0,157,0
2023,2,5502436,0,157,0
2023,3,5937526,0,157,0
2023,4,5225545,0,157,0
2023,5,5594168,0,157,0
2023,6,5735160,0,159,0
2023,7,5843542,0,159,0
2023,8,6046892,0,159,0
2023,9,6254379,0,159,0
2023,10,6433278,0,159,0
2023,11,6188643,0,160,0
2023,12,5581286,0,160,0
2024,1,1730368,0,161,0
2022,8,304707,0,24,0
2022,9,254412,0,24,0
2022,10,227937,0,24,0
2022,11,223898,0,24,0
2022,12,243706,0,24,0
2023,1,256882,0,24,0
2023,2,233272,0,24,0
2023,3,229132,0,24,0
2023,4,213597,0,24,0
2023,5,218667,0,24,0
2023,6,224398,0,24,0
2023,7,278266,0,24,0
2023,8,293785,0,24,0
2023,9,254692,0,24,0
2023,10,235891,0,24,0
2023,11,248953,0,24,0
2023,12,279236,0,24,0
2024,1,0,0,0,0
2022,8,3104717,0,46,0
2022,9,2878961,0,46,0
2022,10,2641363,0,46,0
2022,11,2629708,0,46,0
2022,12,2232046,0,46,0
2023,1,2700477,0,46,0
2023,2,2312230,0,46,0
2023,3,2637656,0,46,0
2023,4,2352329,0,46,0
2023,5,2907499,0,46,0
2023,6,3020824,0,46,0
2023,7,3286240,0,46,0
2023,8,2858751,0,46,0
2023,9,2748381,0,46,0
2023,10,2679337,0,46,0
2023,11,2608743,0,46,0
2023,12,2214921,0,45,0
2024,1,843952,0,44,0
2022,8,10552142,0,118,0
2022,9,12317089,0,118,0
2022,10,12597128,0,118,0
2022,11,11972109,0,118,0
2022,12,10937480,0,128,0
2023,1,12048771,0,128,0
2023,2,11501166,0,128,0
2023,3,12491504,0,128,0
2023,4,10438945,0,128,0
2023,5,10764534,0,128,0
2023,6,10751460,0,128,0
2023,7,10972134,0,130,0
2023,8,7971152,0,129,0
2023,9,10889274,0,129,0
2023,10,11998606,0,130,0
2023,11,11920513,0,131,0
2023,12,9744259,0,131,0
2024,1,1456493,0,132,0
2022,8,0,0,0,0
2022,9,0,0,0,0
2022,10,0,0,0,0
2022,11,0,0,0,0
2022,12,0,0,0,0
2023,1,0,0,0,0
2023,2,0,0,0,0
2023,3,0,0,0,0
2023,4,0,0,0,0
2023,5,0,0,0,0
2023,6,0,0,0,0
2023,7,0,0,0,0
2023,8,0,0,0,0
2023,9,0,0,0,0
2023,10,0,0,0,0
2023,11,0,0,0,0
2023,12,0,0,0,0
2024,1,0,0,0,0
2022,8,1025417,0,32,0
2022,9,1069442,0,33,0
2022,10,1060253,0,33,0
2022,11,1067639,0,33,0
2022,12,934838,0,33,0
2023,1,1202516,0,33,0
2023,2,1062743,0,33,0
2023,3,1103301,0,34,0
2023,4,940238,0,34,0
2023,5,979585,0,34,0
2023,6,1011664,0,34,0
2023,7,990589,0,34,0
2023,8,812435,0,34,0
2023,9,844717,0,34,0
2023,10,1064798,0,35,0
2023,11,1107590,0,35,0
2023,12,936863,0,35,0
2024,1,668151,0,35,0
2022,8,5451516,0,96,0
2022,9,4807715,0,96,0
2022,10,3804500,0,96,0
2022,11,3431691,0,96,0
2022,12,3078009,0,96,0
2023,1,3427253,0,96,0
2023,2,3295148,0,96,0
2023,3,3452616,0,96,0
2023,4,3595643,0,96,0
2023,5,3837270,0,96,0
2023,6,3889062,0,97,0
2023,7,4887627,0,97,0
2023,8,5989129,0,96,0
2023,9,4841599,0,95,0
2023,10,3631853,0,95,0
2023,11,3317759,0,95,0
2023,12,2956361,0,95,0
2024,1,1118698,0,96,0
2022,8,12828107,0,210,0
2022,9,12768246,0,211,0
2022,10,12443059,0,211,0
2022,11,11634891,0,212,0
2022,12,11646183,0,212,0
2023,1,11856935,0,212,0
2023,2,10661796,0,212,0
2023,3,11529069,0,212,0
2023,4,11166440,0,212,0
2023,5,12245239,0,212,0
2023,6,12701681,0,212,0
2023,7,13052416,0,213,0
2023,8,13510882,0,215,0
2023,9,12873805,0,215,0
2023,10,13146377,0,215,0
2023,11,11801625,0,215,0
2023,12,11824223,0,215,0
2024,1,3319332,0,214,0
2022,8,253151,0,9,0
2022,9,324717,0,9,0
2022,10,331358,0,9,0
2022,11,262848,0,9,0
2022,12,211984,0,9,0
2023,1,254728,0,9,0
2023,2,217493,0,8,0
2023,3,286653,0,8,0
2023,4,261209,0,8,0
2023,5,318372,0,8,0
2023,6,324242,0,8,0
2023,7,319842,0,8,0
2023,8,220176,0,8,0
2023,9,315362,0,8,0
2023,10,328188,0,8,0
2023,11,274491,0,8,0
2023,12,261011,0,8,0
2024,1,223762,0,8,0
2022,8,7934890,0,139,0
2022,9,7563910,0,140,0
2022,10,7459378,0,140,0
2022,11,7243756,0,141,0
2022,12,7168194,0,141,0
2023,1,7990950,0,141,0
2023,2,6993474,0,141,0
2023,3,7176521,0,142,0
2023,4,6386159,0,142,0
2023,5,6718217,0,142,0
2023,6,7207098,0,142,0
2023,7,7868982,0,142,0
2023,8,7476026,0,142,0
2023,9,7089553,0,142,0
2023,10,7588853,0,144,0
2023,11,7430077,0,144,0
2023,12,7196401,0,144,0
2024,1,2979009,0,144,0
2022,8,1378532,0,34,0
2022,9,1321921,0,34,0
2022,10,1602580,0,34,0
2022,11,1441571,0,34,0
2022,12,1383055,0,34,0
2023,1,1486601,0,34,0
2023,2,1343995,0,34,0
2023,3,1416397,0,34,0
2023,4,1378221,0,34,0
2023,5,1481550,0,34,0
2023,6,1486374,0,33,0
2023,7,1539348,0,33,0
2023,8,1547505,0,33,0
2023,9,1507990,0,33,0
2023,10,1357227,0,33,0
2023,11,1435299,0,34,0
2023,12,1462382,0,34,0
2024,1,282973,0,34,0
2022,8,732241,0,15,0
2022,9,600256,0,15,0
2022,10,488365,0,15,0
2022,11,335037,0,15,0
2022,12,424829,0,15,0
2023,1,430613,0,15,0
2023,2,419809,0,15,0
2023,3,539795,0,15,0
2023,4,549950,0,15,0
2023,5,590905,0,15,0
2023,6,605317,0,15,0
2023,7,706323,0,15,0
2023,8,689875,0,15,0
2023,9,559144,0,15,0
2023,10,562440,0,15,0
2023,11,510815,0,15,0
2023,12,535482,0,16,0
2024,1,274339,0,16,0
2022,8,2786875,0,40,0
2022,9,2187369,0,40,0
2022,10,1824004,0,40,0
2022,11,1252427,0,39,0
2022,12,1046798,0,39,0
2023,1,1265232,0,39,0
2023,2,1199391,0,39,0
2023,3,1458766,0,39,0
2023,4,1990642,0,39,0
2023,5,2294819,0,39,0
2023,6,2423221,0,41,0
2023,7,3033210,0,41,0
2023,8,3236959,0,41,0
2023,9,2638010,0,41,0
2023,10,2038420,0,41,0
2023,11,1608624,0,41,0
2023,12,1654274,0,41,0
2024,1,246533,0,41,0
2022,8,318544,0,31,0
2022,9,301456,0,31,0
2022,10,316532,0,31,0
2022,11,306968,0,31,0
2022,12,336609,0,31,0
2023,1,355139,0,31,0
2023,2,311410,0,31,0
2023,3,327231,0,31,0
2023,4,303534,0,31,0
2023,5,25681111,0,31,0
2023,6,329735,0,32,0
2023,7,365216,0,32,0
2023,8,416266,0,32,0
2023,9,356105,0,32,0
2023,10,381504,0,32,0
2023,11,369302,0,32,0
2023,12,349539,0,32,0
2024,1,92662,0,32,0
2022,8,272152,0,25,0
2022,9,245270,0,25,0
2022,10,266110,0,25,0
2022,11,247386,0,25,0
2022,12,266597,0,25,0
2023,1,253008,0,25,0
2023,2,221571,0,25,0
2023,3,240936,0,25,0
2023,4,232117,0,25,0
2023,5,247971,0,25,0
2023,6,290793,0,25,0
2023,7,286316,0,25,0
2023,8,287253,0,25,0
2023,9,271730,0,26,0
2023,10,264720,0,26,0
2023,11,274015,0,26,0
2023,12,292970,0,26,0
2024,1,98511,0,28,0
2022,8,674795,0,32,0
2022,9,946213,0,32,0
2022,10,1263997,0,32,0
2022,11,1242903,0,32,0
2022,12,986455,0,33,0
2023,1,1196846,0,33,0
2023,2,1172602,0,33,0
2023,3,1184311,0,33,0
2023,4,985354,0,33,0
2023,5,1067039,0,33,0
2023,6,1114199,0,34,0
2023,7,1151479,0,33,0
2023,8,834770,0,33,0
2023,9,1031825,0,33,0
2023,10,1401594,0,33,0
2023,11,1379983,0,33,0
2023,12,1064549,0,33,0
2024,1,436040,0,33,0
2022,8,3408814,0,76,0
2022,9,2635067,0,76,0
2022,10,2620707,0,76,0
2022,11,2701637,0,76,0
2022,12,2422387,0,76,0
2023,1,2636654,0,75,0
2023,2,2410291,0,76,0
2023,3,2724000,0,76,0
2023,4,2949537,0,76,0
2023,5,3421231,0,76,0
2023,6,3416273,0,75,0
2023,7,4026998,0,75,0
2023,8,3730786,0,75,0
2023,9,2974198,0,75,0
2023,10,2993204,0,75,0
2023,11,2430730,0,75,0
2023,12,2264274,0,75,0
2024,1,514438,0,75,0
2022,8,3941907,0,100,0
2022,9,3445136,0,100,0
2022,10,3473551,0,100,0
2022,11,3268335,0,100,0
2022,12,3264760,0,100,0
2023,1,3471613,0,100,0
2023,2,3234100,0,100,0
2023,3,3342380,0,101,0
2023,4,3096298,0,101,0
2023,5,2881350,0,101,0
2023,6,3415068,0,101,0
2023,7,3750390,0,102,0
2023,8,3840181,0,103,0
2023,9,3464303,0,103,0
2023,10,3547368,0,103,0
2023,11,3417852,0,103,0
2023,12,3316151,0,103,0
2024,1,922966,0,103,0
2022,8,297101,0,32,0
2022,9,240591,0,32,0
2022,10,297941,0,32,0
2022,11,181176,0,32,0
2022,12,126721,0,32,0
2023,1,146768,0,32,0
2023,2,138181,0,32,0
2023,3,179424,0,31,0
2023,4,204421,0,31,0
2023,5,258256,0,31,0
2023,6,296325,0,31,0
2023,7,293657,0,31,0
2023,8,281482,0,31,0
2023,9,295130,0,31,0
2023,10,199560,0,31,0
2023,11,139173,0,31,0
2023,12,177363,0,31,0
2024,1,44325,0,31,0
2022,8,31181312,0,278,0
2022,9,24740596,0,277,0
2022,10,29439783,0,278,0
2022,11,30239214,0,278,0
2022,12,28307227,0,278,0
2023,1,24317711,0,279,0
2023,2,29094555,0,280,0
2023,3,30716011,0,279,0
2023,4,23554159,0,279,0
2023,5,26351527,0,279,0
2023,6,32791839,0,280,0
2023,7,32949179,0,280,0
2023,8,31508792,0,290,0
2023,9,28095974,0,289,0
2023,10,32339957,0,289,0
2023,11,31022578,0,289,0
2023,12,26466831,0,289,0
2024,1,5573583,0,289,0
2022,8,1367441,0,36,0
2022,9,1848930,0,36,0
2022,10,1845367,0,36,0
2022,11,1838067,0,36,0
2022,12,1692499,0,36,0
2023,1,1833341,0,36,0
2023,2,2042588,0,36,0
2023,3,2546572,0,36,0
2023,4,2306824,0,36,0
2023,5,2383386,0,36,0
2023,6,2135267,0,36,0
2023,7,1819676,0,36,0
2023,8,1416196,0,36,0
2023,9,1902870,0,36,0
2023,10,2027029,0,36,0
2023,11,1961106,0,36,0
2023,12,1267686,0,36,0
2024,1,802883,0,36,0
2022,8,6730921,0,21,0
2022,9,6550885,0,21,0
2022,10,6348669,0,21,0
2022,11,6234726,0,21,0
2022,12,4664377,0,21,0
2023,1,6701634,0,21,0
2023,2,2393041,0,20,0
2023,3,2530029,0,20,0
2023,4,2527341,0,20,0
2023,5,2684292,0,20,0
2023,6,2927283,0,20,0
2023,7,3007288,0,19,0
2023,8,2941476,0,19,0
2023,9,2703636,0,19,0
2023,10,2563002,0,19,0
2023,11,2455225,0,19,0
2023,12,2688863,0,20,0
2024,1,500785,0,20,0
2022,8,4902465,0,154,0
2022,9,5363294,0,154,0
2022,10,5234990,0,154,0
2022,11,5028425,0,155,0
2022,12,3997536,0,155,0
2023,1,5149523,0,155,0
2023,2,4867112,0,154,0
2023,3,5206132,0,154,0
2023,4,4621108,0,154,0
2023,5,5215291,0,154,0
2023,6,5326115,0,158,0
2023,7,6290728,0,158,0
2023,8,4871764,0,159,0
2023,9,5307319,0,159,0
2023,10,5041791,0,161,0
2023,11,4957310,0,161,0
2023,12,4006105,0,161,0
2024,1,768438,0,160,0
2022,8,7083776,0,134,12
2022,9,7595315,0,134,4
2022,10,7537668,0,134,4
2022,11,7643787,0,134,4
2022,12,7470457,0,134,4
2023,1,8244009,0,134,4
2023,2,7180170,0,135,4
2023,3,7822310,0,135,4
2023,4,6964487,0,134,4
2023,5,7738292,0,134,4
2023,6,8051063,0,134,0
2023,7,8671013,0,134,0
2023,8,7715284,0,134,0
2023,9,8488905,0,134,0
2023,10,8577962,0,134,0
2023,11,8643798,0,134,0
2023,12,7841762,0,134,0
2024,1,1842538,0,134,0
2022,8,171890,0,22,0
2022,9,138941,0,22,0
2022,10,164448,0,22,0
2022,11,151856,0,22,0
2022,12,148168,0,22,0
2023,1,166398,0,22,0
2023,2,138604,0,22,0
2023,3,147779,0,22,0
2023,4,114396,0,22,0
2023,5,113541,0,22,0
2023,6,130438,0,22,0
2023,7,146750,0,22,0
2023,8,132461,0,22,0
2023,9,97855,0,22,0
2023,10,86837,0,22,0
2023,11,171384,0,22,0
2023,12,175253,0,22,0
2024,1,84426,0,22,0
2022,8,1100922,0,27,0
2022,9,700616,0,27,0
2022,10,555282,0,27,0
2022,11,410683,0,27,0
2022,12,349624,0,27,0
2023,1,248810,0,27,0
2023,2,226383,0,27,0
2023,3,340383,0,27,0
2023,4,614315,0,27,0
2023,5,703883,0,27,0
2023,6,903492,0,28,0
2023,7,1076939,0,29,0
2023,8,978335,0,29,0
2023,9,641451,0,29,0
2023,10,500101,0,29,0
2023,11,357991,0,30,0
2023,12,364236,0,30,0
2024,1,15370,0,30,0
2022,8,2487497,0,128,0
2022,9,1968221,0,128,0
2022,10,1595776,0,128,0
2022,11,1376261,0,129,0
2022,12,1444994,0,129,0
2023,1,1406781,0,131,0
2023,2,1272982,0,135,0
2023,3,1374993,0,135,0
2023,4,1534398,0,135,0
2023,5,1727377,0,135,0
2023,6,1858357,0,135,0
2023,7,2513343,0,135,0
2023,8,2539321,0,135,0
2023,9,2006196,0,136,0
2023,10,1766413,0,136,0
2023,11,1497834,0,138,0
2023,12,1475354,0,137,0
2024,1,742861,0,138,0
2022,8,3137830,0,35,0
2022,9,3104997,0,35,0
2022,10,3104877,0,35,0
2022,11,3030809,0,35,0
2022,12,2948315,0,35,0
2023,1,3119908,0,34,0
2023,2,2677273,0,34,0
2023,3,2988106,0,34,0
2023,4,2578520,0,34,0
2023,5,2939324,0,34,0
2023,6,2825864,0,34,0
2023,7,2995258,0,35,0
2023,8,3262643,0,35,0
2023,9,3055502,0,35,0
2023,10,3202315,0,35,0
2023,11,3091688,0,35,0
2023,12,3129410,0,35,0
2024,1,285351,0,35,0
2022,8,1899521,0,41,0
2022,9,2206854,0,41,0
2022,10,2370053,0,41,0
2022,11,2327846,0,41,0
2022,12,2218827,0,41,0
2023,1,2304892,0,41,0
2023,2,2138471,0,41,0
2023,3,2402942,0,41,0
2023,4,1990624,0,41,0
2023,5,1998753,0,41,0
2023,6,1943378,0,41,0
2023,7,2000257,0,41,0
2023,8,1854895,0,41,0
2023,9,2192446,0,41,0
2023,10,2307100,0,41,0
2023,11,2080920,0,41,0
2023,12,2001548,0,41,0
2024,1,717326,0,41,0
2022,8,2644549,0,57,0
2022,9,2602765,0,57,0
2022,10,2841411,0,57,0
2022,11,2759777,0,57,0
2022,12,2440889,0,57,0
2023,1,2942857,0,57,0
2023,2,2665914,0,57,0
2023,3,2809066,0,57,0
2023,4,2489297,0,57,0
2023,5,2796794,0,57,0
2023,6,2712085,0,57,0
2023,7,2807809,0,57,0
2023,8,2662925,0,57,0
2023,9,2631583,0,57,0
2023,10,2804992,0,57,0
2023,11,2734299,0,57,0
2023,12,2487284,0,57,0
2024,1,532315,0,57,0
2022,8,52346120,0,80,0
2022,9,53803214,0,80,0
2022,10,55948194,0,80,0
2022,11,52394545,0,80,0
2022,12,45385189,0,80,0
2023,1,50833500,0,80,0
2023,2,46458783,0,80,0
2023,3,51881039,0,80,0
2023,4,49719711,0,80,0
2023,5,52706696,0,80,0
2023,6,49237733,0,80,0
2023,7,52865691,0,80,0
2023,8,51167017,0,80,0
2023,9,43576536,0,80,0
2023,10,45309119,0,80,0
2023,11,47091260,0,80,0
2023,12,49413102,0,81,0
2024,1,2711176,0,81,0
2022,8,1571209,0,72,0
2022,9,1355644,0,72,0
2022,10,1275130,0,72,0
2022,11,1121355,0,71,0
2022,12,1157693,0,71,0
2023,1,1127078,0,71,0
2023,2,1034665,0,71,0
2023,3,1089425,0,71,0
2023,4,1120815,0,71,0
2023,5,1261215,0,71,0
2023,6,1449607,0,71,0
2023,7,1670003,0,72,0
2023,8,1669818,0,72,0
2023,9,1366829,0,72,0
2023,10,1338106,0,72,0
2023,11,1117252,0,72,0
2023,12,1170701,0,72,0
2024,1,485807,0,72,0
2022,8,3424371,0,78,0
2022,9,3474588,0,79,0
2022,10,4106472,0,79,0
2022,11,3997793,0,79,0
2022,12,3454365,0,79,0
2023,1,4361424,0,79,0
2023,2,4018707,0,79,0
2023,3,4404472,0,79,0
2023,4,3903087,0,79,0
2023,5,4367529,0,79,0
2023,6,4682206,0,80,0
2023,7,4761957,0,80,0
2023,8,3637675,0,80,0
2023,9,3728553,0,81,0
2023,10,4222442,0,81,0
2023,11,3839898,0,81,0
2023,12,3343889,0,82,0
2024,1,1389338,0,82,0
2022,8,7552178,0,111,0
2022,9,6761553,0,111,0
2022,10,6657615,0,111,0
2022,11,5772723,0,111,0
2022,12,5771965,0,111,0
2023,1,5842641,0,111,0
2023,2,5191794,0,111,0
2023,3,5545666,0,111,0
2023,4,5614911,0,111,0
2023,5,6247620,0,111,0
2023,6,6891066,0,111,0
2023,7,8112604,0,111,0
2023,8,8158492,0,111,0
2023,9,7126340,0,111,0
2023,10,7058047,0,112,0
2023,11,5887015,0,112,0
2023,12,5680572,0,112,0
2024,1,1355204,0,112,0
2022,8,4743942,0,238,0
2022,9,5081121,0,238,0
2022,10,6302333,0,238,0
2022,11,6186392,0,238,0
2022,12,5439503,0,238,0
2023,1,6857163,0,239,0
2023,2,5828873,0,238,0
2023,3,6206974,0,238,0
2023,4,5342672,0,238,0
2023,5,5568875,0,238,0
2023,6,5470610,0,239,0
2023,7,5588227,0,239,0
2023,8,4289719,0,239,0
2023,9,4726031,0,241,0
2023,10,5887288,0,241,0
2023,11,5902494,0,241,0
2023,12,5233906,0,241,0
2024,1,2824502,0,241,0
2022,8,4817643,0,120,0
2022,9,3089289,0,120,0
2022,10,3661078,0,121,0
2022,11,4240032,0,121,0
2022,12,2755905,0,120,0
2023,1,2220593,0,120,0
2023,2,2263667,0,119,0
2023,3,2793134,0,120,0
2023,4,3345581,0,120,0
2023,5,4030823,0,120,0
2023,6,4189577,0,119,0
2023,7,5098054,0,119,0
2023,8,4312926,0,119,0
2023,9,3014562,0,119,0
2023,10,3401020,0,119,0
2023,11,4757378,0,120,0
2023,12,3665704,0,120,0
2024,1,1220855,0,120,0
2022,8,2092002,0,39,0
2022,9,1970162,0,39,0
2022,10,2063997,0,39,0
2022,11,1950469,0,39,0
2022,12,1923178,0,39,0
2023,1,1837255,0,39,0
2023,2,1567113,0,39,0
2023,3,1771892,0,39,0
2023,4,1689216,0,39,0
2023,5,1996965,0,39,0
2023,6,1985342,0,39,0
2023,7,2034308,0,39,0
2023,8,2093740,0,39,0
2023,9,1956086,0,39,0
2023,10,2111227,0,39,0
2023,11,1895450,0,39,0
2023,12,1797521,0,40,0
2024,1,120679,0,39,0
2022,8,75252420,0,149,0
2022,9,67306480,0,149,0
2022,10,70068136,0,149,0
2022,11,59789922,0,149,0
2022,12,71484504,0,149,0
2023,1,67483789,0,149,0
2023,2,60203181,0,150,0
2023,3,68236853,0,151,0
2023,4,63955794,0,151,0
2023,5,67134121,0,151,0
2023,6,65516873,0,152,0
2023,7,64544966,0,151,0
2023,8,63747861,0,151,0
2023,9,61600078,0,151,0
2023,10,67266096,0,151,0
2023,11,61581629,0,151,0
2023,12,65045846,0,151,0
2024,1,2164276,0,151,0
2022,8,137972,0,22,0
2022,9,149031,0,22,0
2022,10,151371,0,22,0
2022,11,105778,0,22,0
2022,12,98500,0,22,0
2023,1,116269,0,22,0
2023,2,100424,0,22,0
2023,3,95174,0,22,0
2023,4,90247,0,22,0
2023,5,102450,0,22,0
2023,6,106285,0,22,0
2023,7,144742,0,22,0
2023,8,156281,0,22,0
2023,9,198197,0,22,0
2023,10,186928,0,22,0
2023,11,119998,0,22,0
2023,12,116689,0,22,0
2024,1,48724,0,22,0
2022,8,45433,0,10,0
2022,9,53122,0,11,0
2022,10,57598,0,11,0
2022,11,69205,0,11,0
2022,12,63222,0,11,0
2023,1,67955,0,11,0
2023,2,52437,0,11,0
2023,3,62498,0,11,0
2023,4,48563,0,11,0
2023,5,57057,0,11,0
2023,6,57533,0,10,0
2023,7,40311,0,10,0
2023,8,152863,0,11,0
2023,9,148483,0,11,0
2023,10,183236,0,11,0
2023,11,236858,0,11,0
2023,12,321990,0,11,0
2024,1,15977,0,11,0
2022,8,152351,0,15,0
2022,9,122796,0,16,0
2022,10,115656,0,16,0
2022,11,111491,0,16,0
2022,12,117421,0,16,0
2023,1,123933,0,16,0
2023,2,124272,0,16,0
2023,3,129278,0,16,0
2023,4,115238,0,16,0
2023,5,125941,0,16,0
2023,6,127933,0,16,0
2023,7,149800,0,16,0
2023,8,161893,0,16,0
2023,9,125580,0,16,0
2023,10,127777,0,16,0
2023,11,125071,0,16,0
2023,12,137902,0,16,0
2024,1,70183,0,16,0
2022,8,167064,0,27,0
2022,9,140882,0,27,0
2022,10,117073,0,27,0
2022,11,95437,0,33,0
2022,12,92869,0,33,0
2023,1,86428,0,33,0
2023,2,86221,0,33,0
2023,3,92583,0,33,0
2023,4,123380,0,33,0
2023,5,166038,0,33,0
2023,6,164876,0,32,0
2023,7,164731,0,31,0
2023,8,154860,0,31,0
2023,9,135530,0,31,0
2023,10,129509,0,31,0
2023,11,90635,0,31,0
2023,12,80927,0,31,0
2024,1,32176,0,31,0
2022,8,2548868,0,103,0
2022,9,2486620,0,103,0
2022,10,2569901,0,101,0
2022,11,2429330,0,101,0
2022,12,2351234,0,101,0
2023,1,2451236,0,101,0
2023,2,2210455,0,101,0
2023,3,2359486,0,101,0
2023,4,2114210,0,102,0
2023,5,2245402,0,102,0
2023,6,2346151,0,102,0
2023,7,2369293,0,102,0
2023,8,2366690,0,103,0
2023,9,2411929,0,103,0
2023,10,2588025,0,103,0
2023,11,2504913,0,103,0
2023,12,2356670,0,104,0
2024,1,778682,0,104,0
2022,8,116275,0,13,0
2022,9,128453,0,13,0
2022,10,115324,0,13,0
2022,11,139031,0,13,0
2022,12,107857,0,13,0
2023,1,168059,0,13,0
2023,2,125662,0,13,0
2023,3,114347,0,13,0
2023,4,102878,0,13,0
2023,5,124018,0,13,0
2023,6,149923,0,13,0
2023,7,89194,0,13,0
2023,8,87601,0,13,0
2023,9,67898,0,13,0
2023,10,87117,0,13,0
2023,11,153580,0,13,0
2023,12,153977,0,13,0
2024,1,58863,0,13,0
2022,8,1255447,0,33,0
2022,9,930461,0,33,0
2022,10,809382,0,33,0
2022,11,742269,0,33,0
2022,12,713553,0,33,0
2023,1,808868,0,33,0
2023,2,725971,0,33,0
2023,3,784336,0,33,0
2023,4,834847,0,33,0
2023,5,991379,0,33,0
2023,6,1122092,0,33,0
2023,7,1318123,0,33,0
2023,8,1161208,0,33,0
2023,9,882395,0,33,0
2023,10,814864,0,33,0
2023,11,754373,0,33,0
2023,12,753354,0,33,0
2024,1,382965,0,33,0
2022,8,9361784,0,164,0
2022,9,8291291,0,165,0
2022,10,7996818,0,165,0
2022,11,8156835,0,166,0
2022,12,8408615,0,165,0
2023,1,9153245,0,165,0
2023,2,7552178,0,166,0
2023,3,8949980,0,166,0
2023,4,8308101,0,166,0
2023,5,8574935,0,166,0
2023,6,8426155,0,166,0
2023,7,8688621,0,166,0
2023,8,9100717,0,167,0
2023,9,8307302,0,167,0
2023,10,9410573,0,168,0
2023,11,8588756,0,167,0
2023,12,8877769,0,167,0
2024,1,1897958,0,167,0
2022,8,572493,0,46,0
2022,9,607760,0,46,0
2022,10,610883,0,46,0
2022,11,563187,0,46,0
2022,12,517035,0,46,0
2023,1,587945,0,46,0
2023,2,549270,0,46,0
2023,3,620628,0,46,0
2023,4,578100,0,46,0
2023,5,645122,0,46,0
2023,6,659098,0,46,0
2023,7,606807,0,46,0
2023,8,592788,0,46,0
2023,9,629689,0,46,0
2023,10,632982,0,46,0
2023,11,565093,0,46,0
2023,12,564574,0,46,0
2024,1,194779,0,46,0
2022,8,2757924,0,88,0
2022,9,2441967,0,88,0
2022,10,2132071,0,88,0
2022,11,1750261,0,88,0
2022,12,1713960,0,89,0
2023,1,1962222,0,89,0
2023,2,1876921,0,89,0
2023,3,1953268,0,89,0
2023,4,2029771,0,89,0
2023,5,2318780,0,89,0
2023,6,2573530,0,88,0
2023,7,2940510,0,88,0
2023,8,2999121,0,89,0
2023,9,2523266,0,89,0
2023,10,2309651,0,92,0
2023,11,1997222,0,92,0
2023,12,2068762,0,93,0
2024,1,621357,0,93,0
2022,8,8666011,0,141,0
2022,9,8308629,0,141,0
2022,10,9100460,0,141,0
2022,11,9187281,0,141,0
2022,12,8797734,0,141,0
2023,1,9894982,0,141,0
2023,2,8593379,0,141,0
2023,3,9341755,0,141,0
2023,4,8350557,0,141,0
2023,5,9014785,0,141,0
2023,6,9094571,0,140,0
2023,7,9117993,0,140,0
2023,8,9031577,0,140,0
2023,9,8786620,0,139,0
2023,10,9134888,0,138,0
2023,11,8791618,0,138,0
2023,12,7802779,0,137,0
2024,1,2005502,0,137,0
2022,8,27293868,0,567,17
2022,9,32405739,0,568,17
2022,10,35968610,0,569,17
2022,11,35672138,0,570,17
2022,12,31305988,0,569,17
2023,1,37252906,0,570,17
2023,2,33453470,0,569,17
2023,3,38887776,0,570,17
2023,4,34058725,0,570,17
2023,5,37055869,0,570,17
2023,6,36212047,0,575,0
2023,7,35408889,0,575,0
2023,8,26082386,0,577,0
2023,9,29772645,0,578,0
2023,10,34843343,0,579,0
2023,11,35512192,0,580,0
2023,12,30716693,0,580,0
2024,1,12592033,0,581,0
2022,8,41933,0,12,0
2022,9,38593,0,12,0
2022,10,42499,0,12,0
2022,11,42202,0,12,0
2022,12,43874,0,12,0
2023,1,57075,0,12,0
2023,2,49359,0,13,0
2023,3,57355,0,13,0
2023,4,44723,0,13,0
2023,5,43618,0,13,0
2023,6,44602,0,13,0
2023,7,36246,0,13,0
2023,8,38519,0,13,0
2023,9,43022,0,13,0
2023,10,47291,0,13,0
2023,11,48413,0,13,0
2023,12,61407,0,13,0
2024,1,9930,0,13,0
2022,8,1141007,0,71,0
2022,9,710046,0,71,0
2022,10,469357,0,72,0
2022,11,289676,0,73,0
2022,12,296485,0,72,0
2023,1,305145,0,72,0
2023,2,290961,0,72,0
2023,3,403403,0,72,0
2023,4,700914,0,72,0
2023,5,886134,0,72,0
2023,6,959140,0,74,0
2023,7,1483654,0,76,0
2023,8,1243774,0,76,0
2023,9,730863,0,76,0
2023,10,544768,0,77,0
2023,11,331438,0,77,0
2023,12,339915,0,75,0
2024,1,132789,0,75,0
2022,8,4397970,0,76,0
2022,9,3775090,0,76,0
2022,10,3362080,0,76,0
2022,11,2624715,0,76,0
2022,12,2342367,0,77,0
2023,1,2500355,0,77,0
2023,2,2464099,0,77,0
2023,3,2885577,0,78,0
2023,4,3157834,0,78,0
